poecilia_mexicana ENSPMEG00000009913
amphiprion_percula ENSAPEG00000010411
labrus_bergylta ENSLBEG00000017624
labrus_bergylta ENSLBEG00000021609
labrus_bergylta ENSLBEG00000009092
labrus_bergylta ENSLBEG00000014720
labrus_bergylta ENSLBEG00000013789
labrus_bergylta ENSLBEG00000016455
labrus_bergylta ENSLBEG00000001712
labrus_bergylta ENSLBEG00000029058
labrus_bergylta ENSLBEG00000016189
labrus_bergylta ENSLBEG00000014332
labrus_bergylta ENSLBEG00000026914
labrus_bergylta ENSLBEG00000008196
anabas_testudineus ENSATEG00000004180
