manacus_vitellinus ENSMVIG00005006279
lepidothrix_coronata ENSLCOG00000009602
zonotrichia_albicollis ENSZALG00000003905
junco_hyemalis ENSJHYG00000004760
serinus_canaria ENSSCAG00000007288
taeniopygia_guttata ENSTGUG00000012759
taeniopygia_guttata ENSTGUG00000016762
lonchura_striata_domestica ENSLSDG00000008343
parus_major ENSPMJG00000017008
cyanistes_caeruleus ENSCCEG00000017519
ficedula_albicollis ENSFALG00000002693
melopsittacus_undulatus ENSMUNG00000001173
calidris_pygmaea ENSCPGG00000008609
calidris_pygmaea ENSCPGG00000008607
calidris_pugnax ENSCPUG00000002566
anas_platyrhynchos_platyrhynchos ENSAPLG00000003342
anser_brachyrhynchus ENSABRG00000022822
coturnix_japonica ENSCJPG00005002571
gallus_gallus ENSGALG00000011225
meleagris_gallopavo ENSMGAG00000013312
numida_meleagris ENSNMEG00000010882
apteryx_haastii ENSAHAG00000007544
apteryx_rowi ENSARWG00000017209
apteryx_owenii ENSAOWG00000013606
dromaius_novaehollandiae ENSDNVG00000000957
nothoprocta_perdicaria ENSNPEG00000007463
crocodylus_porosus ENSCPRG00005010502
chelonoidis_abingdonii ENSCABG00000014245
gopherus_agassizii ENSGAGG00000013936
chrysemys_picta_bellii ENSCPBG00000006617
pelodiscus_sinensis ENSPSIG00000016122
pogona_vitticeps ENSPVIG00000017602
anolis_carolinensis ENSACAG00000013425
notechis_scutatus ENSNSUG00000011349
salvator_merianae ENSSMRG00000009762
sphenodon_punctatus ENSSPUG00000007847
phascolarctos_cinereus ENSPCIG00000030368
notamacropus_eugenii ENSMEUG00000013959
sarcophilus_harrisii ENSSHAG00000014079
monodelphis_domestica ENSMODG00000013139
loxodonta_africana ENSLAFG00000013597
procavia_capensis ENSPCAG00000013661
echinops_telfairi ENSETEG00000011007
dipodomys_ordii ENSDORG00000008280
castor_canadensis ENSCCNG00000012648
mus_musculus ENSMUSG00000048856
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0018957
mus_spicilegus ENSMSIG00000014056
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0018107
mus_pahari MGP_PahariEiJ_G0029864
rattus_norvegicus ENSRNOG00000003020
meriones_unguiculatus ENSMUGG00000012760
cricetulus_griseus_crigri ENSCGRG00000000678
cricetulus_griseus_chok1gshd ENSCGRG00001018305
cricetulus_griseus_crigri-picr ENSCGRG00015013689
mesocricetus_auratus ENSMAUG00000012823
microtus_ochrogaster ENSMOCG00000005653
peromyscus_maniculatus_bairdii ENSPEMG00000013819
nannospalax_galili ENSNGAG00000017346
jaculus_jaculus ENSJJAG00000013787
ictidomys_tridecemlineatus ENSSTOG00000013596
marmota_marmota_marmota ENSMMMG00000002709
urocitellus_parryii ENSUPAG00010010339
spermophilus_dauricus ENSSDAG00000020218
ochotona_princeps ENSOPRG00000005119
otolemur_garnettii ENSOGAG00000000183
ovis_aries ENSOARG00000001890
propithecus_coquereli ENSPCOG00000021416
prolemur_simus ENSPSMG00000023595
microcebus_murinus ENSMICG00000041779
pan_paniscus ENSPPAG00000020972
pan_troglodytes ENSPTRG00000006719
homo_sapiens ENSG00000140107
gorilla_gorilla ENSGGOG00000010160
pongo_abelii ENSPPYG00000006141
nomascus_leucogenys ENSNLEG00000001011
rhinopithecus_bieti ENSRBIG00000037776
rhinopithecus_roxellana ENSRROG00000034731
piliocolobus_tephrosceles ENSPTEG00000005139
colobus_angolensis_palliatus ENSCANG00000034247
macaca_nemestrina ENSMNEG00000040592
macaca_mulatta ENSMMUG00000013863
macaca_fascicularis ENSMFAG00000000655
papio_anubis ENSPANG00000012700
chlorocebus_sabaeus ENSCSAG00000010362
cercocebus_atys ENSCATG00000037022
mandrillus_leucophaeus ENSMLEG00000034866
theropithecus_gelada ENSTGEG00000006460
cebus_capucinus ENSCCAG00000024930
saimiri_boliviensis_boliviensis ENSSBOG00000026024
callithrix_jacchus ENSCJAG00000016878
aotus_nancymaae ENSANAG00000033485
oryctolagus_cuniculus ENSOCUG00000015778
tursiops_truncatus ENSTTRG00000015973
sus_scrofa ENSSSCG00000002515
bos_mutus ENSBMUG00000004716
bos_taurus ENSBTAG00000008384
bison_bison_bison ENSBBBG00000023323
capra_hircus ENSCHIG00000021215
ailuropoda_melanoleuca ENSAMEG00000011125
ursus_americanus ENSUAMG00000016346
mustela_putorius_furo ENSMPUG00000002922
neovison_vison ENSNVIG00000009012
canis_lupus_familiaris ENSCAFG00000017900
canis_lupus_dingo ENSCAFG00020011180
vulpes_vulpes ENSVVUG00000028412
felis_catus ENSFCAG00000044023
panthera_pardus ENSPPRG00000023381
equus_asinus_asinus ENSEASG00005021609
equus_caballus ENSECAG00000008970
myotis_lucifugus ENSMLUG00000011719
pteropus_vampyrus ENSPVAG00000000723
sorex_araneus ENSSARG00000005240
cavia_porcellus ENSCPOG00000004257
octodon_degus ENSODEG00000010530
chinchilla_lanigera ENSCLAG00000015745
heterocephalus_glaber_female ENSHGLG00000013077
heterocephalus_glaber_male ENSHGLG00100007388
fukomys_damarensis ENSFDAG00000017144
carlito_syrichta ENSTSYG00000033818
dasypus_novemcinctus ENSDNOG00000038348
erinaceus_europaeus ENSEEUG00000007964
ornithorhynchus_anatinus ENSOANG00000005726
xenopus_tropicalis ENSXETG00000002525
latimeria_chalumnae ENSLACG00000003052
seriola_lalandi_dorsalis ENSSLDG00000003471
seriola_dumerili ENSSDUG00000016815
gadus_morhua ENSGMOG00000001914
esox_lucius ENSELUG00000015805
pygocentrus_nattereri ENSPNAG00000002466
