castor_canadensis ENSCCNG00000016340
dipodomys_ordii ENSDORG00000002663
cricetulus_griseus ENSCGRG00001010183
cricetulus_griseus ENSCGRG00015007454
cricetulus_griseus ENSCGRG00000004880
mesocricetus_auratus ENSMAUG00000009161
microtus_ochrogaster ENSMOCG00000007615
peromyscus_maniculatus ENSPEMG00000010836
mus_musculus ENSMUSG00000031153
mus_spretus MGP_SPRETEiJ_G0034046
mus_caroli MGP_CAROLIEiJ_G0032898
mus_pahari MGP_PahariEiJ_G0031446
rattus_norvegicus ENSRNOG00000009071
meriones_unguiculatus ENSMUGG00000011287
nannospalax_galili ENSNGAG00000000137
jaculus_jaculus ENSJJAG00000021070
chinchilla_lanigera ENSCLAG00000002364
octodon_degus ENSODEG00000009943
cavia_porcellus ENSCPOG00000013274
heterocephalus_glaber ENSHGLG00000002058
heterocephalus_glaber ENSHGLG00100007049
fukomys_damarensis ENSFDAG00000011094
urocitellus_parryii ENSUPAG00010003056
ictidomys_tridecemlineatus ENSSTOG00000014221
spermophilus_dauricus ENSSDAG00000021452
marmota_marmota ENSMMMG00000011943
oryctolagus_cuniculus ENSOCUG00000015788
pan_paniscus ENSPPAG00000040230
pan_troglodytes ENSPTRG00000051549
homo_sapiens ENSG00000068400
gorilla_gorilla ENSGGOG00000023074
pongo_abelii ENSPPYG00000020330
nomascus_leucogenys ENSNLEG00000007939
rhinopithecus_roxellana ENSRROG00000043232
rhinopithecus_bieti ENSRBIG00000041228
colobus_angolensis ENSCANG00000010368
theropithecus_gelada ENSTGEG00000003057
mandrillus_leucophaeus ENSMLEG00000043249
macaca_fascicularis ENSMFAG00000002305
macaca_nemestrina ENSMNEG00000028228
macaca_mulatta ENSMMUG00000020059
cercocebus_atys ENSCATG00000024072
papio_anubis ENSPANG00000013631
chlorocebus_sabaeus ENSCSAG00000013107
cebus_capucinus ENSCCAG00000003776
callithrix_jacchus ENSCJAG00000002531
saimiri_boliviensis ENSSBOG00000036112
aotus_nancymaae ENSANAG00000036795
carlito_syrichta ENSTSYG00000006024
prolemur_simus ENSPSMG00000016820
microcebus_murinus ENSMICG00000034554
propithecus_coquereli ENSPCOG00000020199
otolemur_garnettii ENSOGAG00000032089
tupaia_belangeri ENSTBEG00000004538
equus_asinus ENSEASG00005019166
echinops_telfairi ENSETEG00000014678
ursus_americanus ENSUAMG00000026549
ursus_maritimus ENSUMAG00000007168
ailuropoda_melanoleuca ENSAMEG00000012366
neovison_vison ENSNVIG00000007030
mustela_putorius ENSMPUG00000013785
canis_lupus ENSCAFG00020020285
canis_lupus ENSCAFG00000015744
vulpes_vulpes ENSVVUG00000017793
panthera_pardus ENSPPRG00000003589
panthera_tigris ENSPTIG00000014563
felis_catus ENSFCAG00000002573
sorex_araneus ENSSARG00000008868
erinaceus_europaeus ENSEEUG00000004129
ovis_aries ENSOARG00000011204
capra_hircus ENSCHIG00000026013
bos_indicus ENSBIXG00005010105
bos_mutus ENSBMUG00000004899
bos_taurus ENSBTAG00000007788
tursiops_truncatus ENSTTRG00000013654
sus_scrofa ENSSSCG00000021106
equus_caballus ENSECAG00000019987
pteropus_vampyrus ENSPVAG00000007653
myotis_lucifugus ENSMLUG00000009232
procavia_capensis ENSPCAG00000007774
loxodonta_africana ENSLAFG00000032036
dasypus_novemcinctus ENSDNOG00000038321
ochotona_princeps ENSOPRG00000012728
ornithorhynchus_anatinus ENSOANG00000001888
phascolarctos_cinereus ENSPCIG00000027893
vombatus_ursinus ENSVURG00010010555
notamacropus_eugenii ENSMEUG00000002074
sarcophilus_harrisii ENSSHAG00000003080
monodelphis_domestica ENSMODG00000010018
ornithorhynchus_anatinus ENSOANG00000030963
ornithorhynchus_anatinus ENSOANG00000029282
pogona_vitticeps ENSPVIG00000002862
anolis_carolinensis ENSACAG00000016477
notechis_scutatus ENSNSUG00000019826
salvator_merianae ENSSMRG00000019236
sphenodon_punctatus ENSSPUG00000005484
gopherus_agassizii ENSGAGG00000011559
chrysemys_picta ENSCPBG00000017481
chelonoidis_abingdonii ENSCABG00000014673
denticeps_clupeoides ENSDCDG00000033747
clupea_harengus ENSCHAG00000016485
astyanax_mexicanus ENSAMXG00000017631
astyanax_mexicanus ENSAMXG00005024005
pygocentrus_nattereri ENSPNAG00000014637
ictalurus_punctatus ENSIPUG00000011217
electrophorus_electricus ENSEEEG00000000415
danio_rerio ENSDARG00000063069
hucho_hucho ENSHHUG00000008022
hucho_hucho ENSHHUG00000007452
esox_lucius ENSELUG00000012159
paramormyrops_kingsleyae ENSPKIG00000015897
scleropages_formosus ENSSFOG00015003095
lepisosteus_oculatus ENSLOCG00000014510
erpetoichthys_calabaricus ENSECRG00000009901
takifugu_rubripes ENSTRUG00000013365
tetraodon_nigroviridis ENSTNIG00000003886
gasterosteus_aculeatus ENSGACG00000000262
poecilia_formosa ENSPFOG00000005001
poecilia_latipinna ENSPLAG00000019953
poecilia_mexicana ENSPMEG00000012467
xiphophorus_maculatus ENSXMAG00000015220
gambusia_affinis ENSGAFG00000020533
poecilia_formosa ENSPFOG00000023473
poecilia_latipinna ENSPLAG00000022877
xiphophorus_couchianus ENSXCOG00000016374
gambusia_affinis ENSGAFG00000020534
cyprinodon_variegatus ENSCVAG00000015992
fundulus_heteroclitus ENSFHEG00000023257
oryzias_latipes ENSORLG00015015070
oryzias_latipes ENSORLG00000018356
oryzias_latipes ENSORLG00020001891
oryzias_melastigma ENSOMEG00000023408
cottoperca_gobio ENSCGOG00000000482
labrus_bergylta ENSLBEG00000003849
larimichthys_crocea ENSLCRG00005002643
