ciona_savignyi ENSCSAVG00000006196
ciona_intestinalis ENSCING00000006436
caenorhabditis_elegans_strain_n2 WBGene00000817
paramormyrops_kingsleyae ENSPKIG00000009291
scleropages_formosus ENSSFOG00015016976
gadus_morhua ENSGMOG00000017000
petromyzon_marinus ENSPMAG00000005669
scleropages_formosus ENSSFOG00015014397
drosophila_melanogaster FBgn0027053
fundulus_heteroclitus ENSFHEG00000003918
cyprinodon_variegatus ENSCVAG00000017693
xiphophorus_couchianus ENSXCOG00000009837
xiphophorus_maculatus ENSXMAG00000009626
gambusia_affinis ENSGAFG00000006252
poecilia_formosa ENSPFOG00000004051
poecilia_latipinna ENSPLAG00000007365
poecilia_mexicana ENSPMEG00000013455
poecilia_reticulata ENSPREG00000020125
kryptolebias_marmoratus ENSKMAG00000008046
oryzias_latipes ENSORLG00020015118
oryzias_latipes_asm223469v1 ENSORLG00015015307
oryzias_latipes ENSORLG00000008390
oryzias_melastigma ENSOMEG00000008760
cynoglossus_semilaevis ENSCSEG00000014592
mola_mola ENSMMOG00000003444
labrus_bergylta ENSLBEG00000016288
gasterosteus_aculeatus ENSGACG00000002896
mastacembelus_armatus ENSMAMG00000023089
monopterus_albus ENSMALG00000000581
anabas_testudineus ENSATEG00000011952
seriola_lalandi_dorsalis ENSSLDG00000005883
seriola_dumerili ENSSDUG00000014064
scophthalmus_maximus ENSSMAG00000015461
amphiprion_percula ENSAPEG00000020811
amphiprion_ocellaris ENSAOCG00000011097
acanthochromis_polyacanthus ENSAPOG00000018111
stegastes_partitus ENSSPAG00000021211
astatotilapia_calliptera ENSACLG00000025891
maylandia_zebra ENSMZEG00005021729
haplochromis_burtoni ENSHBUG00000019021
pundamilia_nyererei ENSPNYG00000002553
neolamprologus_brichardi ENSNBRG00000023550
oreochromis_niloticus ENSONIG00000014208
amphilophus_citrinellus ENSACIG00000022527
periophthalmus_magnuspinnatus ENSPMGG00000023813
tetraodon_nigroviridis ENSTNIG00000010108
hippocampus_comes ENSHCOG00000008337
esox_lucius ENSELUG00000015314
pygocentrus_nattereri ENSPNAG00000021972
astyanax_mexicanus ENSAMXG00000032825
ictalurus_punctatus ENSIPUG00000014614
danio_rerio ENSDARG00000057624
eptatretus_burgeri ENSEBUG00000016010
lepisosteus_oculatus ENSLOCG00000004575
chelonoidis_abingdonii ENSCABG00000009861
gopherus_agassizii ENSGAGG00000013125
chrysemys_picta_bellii ENSCPBG00000013892
pelodiscus_sinensis ENSPSIG00000014373
sphenodon_punctatus ENSSPUG00000000363
calidris_pygmaea ENSCPGG00000003070
calidris_pugnax ENSCPUG00000009175
melopsittacus_undulatus ENSMUNG00000005663
lonchura_striata_domestica ENSLSDG00000014170
taeniopygia_guttata ENSTGUG00000011336
serinus_canaria ENSSCAG00000013773
zonotrichia_albicollis ENSZALG00000008753
junco_hyemalis ENSJHYG00000016601
cyanistes_caeruleus ENSCCEG00000012495
parus_major ENSPMJG00000000662
ficedula_albicollis ENSFALG00000005408
lepidothrix_coronata ENSLCOG00000003604
manacus_vitellinus ENSMVIG00005016433
coturnix_japonica ENSCJPG00005011675
meleagris_gallopavo ENSMGAG00000011277
gallus_gallus ENSGALG00000030843
numida_meleagris ENSNMEG00000017210
anser_brachyrhynchus ENSABRG00000007221
apteryx_haastii ENSAHAG00000014879
apteryx_owenii ENSAOWG00000007986
apteryx_rowi ENSARWG00000016169
dromaius_novaehollandiae ENSDNVG00000009957
nothoprocta_perdicaria ENSNPEG00000014073
crocodylus_porosus ENSCPRG00005017717
anas_platyrhynchos_platyrhynchos ENSAPLG00000016013
pogona_vitticeps ENSPVIG00000000726
anolis_carolinensis ENSACAG00000016425
notechis_scutatus ENSNSUG00000015273
salvator_merianae ENSSMRG00000011607
dasypus_novemcinctus ENSDNOG00000008237
choloepus_hoffmanni ENSCHOG00000002028
loxodonta_africana ENSLAFG00000015398
loxodonta_africana ENSLAFG00000031858
procavia_capensis ENSPCAG00000014536
erinaceus_europaeus ENSEEUG00000005310
myotis_lucifugus ENSMLUG00000011697
pan_troglodytes ENSPTRG00000020317
pan_troglodytes ENSPTRG00000039214
pan_paniscus ENSPPAG00000031468
gorilla_gorilla ENSGGOG00000016289
homo_sapiens ENSG00000121022
pongo_abelii ENSPPYG00000018648
nomascus_leucogenys ENSNLEG00000010914
rhinopithecus_roxellana ENSRROG00000041431
rhinopithecus_bieti ENSRBIG00000040126
piliocolobus_tephrosceles ENSPTEG00000007801
macaca_fascicularis ENSMFAG00000037786
macaca_nemestrina ENSMNEG00000032680
macaca_mulatta ENSMMUG00000006281
mandrillus_leucophaeus ENSMLEG00000015396
mandrillus_leucophaeus ENSMLEG00000013951
theropithecus_gelada ENSTGEG00000020739
papio_anubis ENSPANG00000008028
cercocebus_atys ENSCATG00000029216
chlorocebus_sabaeus ENSCSAG00000014094
callithrix_jacchus ENSCJAG00000004632
callithrix_jacchus ENSCJAG00000011157
saimiri_boliviensis_boliviensis ENSSBOG00000017705
cebus_capucinus ENSCCAG00000028217
aotus_nancymaae ENSANAG00000036452
aotus_nancymaae ENSANAG00000035676
pan_paniscus ENSPPAG00000032336
pan_troglodytes ENSPTRG00000042764
nomascus_leucogenys ENSNLEG00000032739
rhinopithecus_bieti ENSRBIG00000038830
carlito_syrichta ENSTSYG00000012162
propithecus_coquereli ENSPCOG00000019006
microcebus_murinus ENSMICG00000011042
prolemur_simus ENSPSMG00000001151
otolemur_garnettii ENSOGAG00000012387
tupaia_belangeri ENSTBEG00000008440
spermophilus_dauricus ENSSDAG00000012931
ictidomys_tridecemlineatus ENSSTOG00000007290
urocitellus_parryii ENSUPAG00010007096
marmota_marmota_marmota ENSMMMG00000002231
heterocephalus_glaber_female ENSHGLG00000005737
heterocephalus_glaber_male ENSHGLG00100006962
fukomys_damarensis ENSFDAG00000014408
octodon_degus ENSODEG00000003399
octodon_degus ENSODEG00000019276
octodon_degus ENSODEG00000006547
octodon_degus ENSODEG00000006737
octodon_degus ENSODEG00000003124
chinchilla_lanigera ENSCLAG00000002121
cavia_porcellus ENSCPOG00000011793
dipodomys_ordii ENSDORG00000014594
cricetulus_griseus_chok1gshd ENSCGRG00001023879
cricetulus_griseus_crigri-picr ENSCGRG00015021823
cricetulus_griseus_crigri ENSCGRG00000001151
mesocricetus_auratus ENSMAUG00000013804
microtus_ochrogaster ENSMOCG00000015830
peromyscus_maniculatus_bairdii ENSPEMG00000017987
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0014748
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0013945
mus_spicilegus ENSMSIG00000008534
mus_musculus ENSMUSG00000025917
mus_pahari MGP_PahariEiJ_G0023874
rattus_norvegicus ENSRNOG00000006499
meriones_unguiculatus ENSMUGG00000019547
nannospalax_galili ENSNGAG00000020769
jaculus_jaculus ENSJJAG00000009063
mustela_putorius_furo ENSMPUG00000016171
mustela_putorius_furo ENSMPUG00000010175
neovison_vison ENSNVIG00000023878
ursus_maritimus ENSUMAG00000014356
ursus_americanus ENSUAMG00000023538
ailuropoda_melanoleuca ENSAMEG00000012550
canis_lupus_dingo ENSCAFG00020016144
canis_lupus_familiaris ENSCAFG00000007386
vulpes_vulpes ENSVVUG00000018644
panthera_tigris_altaica ENSPTIG00000019563
panthera_pardus ENSPPRG00000003593
felis_catus ENSFCAG00000003686
pteropus_vampyrus ENSPVAG00000014324
capra_hircus ENSCHIG00000020229
ovis_aries ENSOARG00000000428
bos_mutus ENSBMUG00000014208
bos_taurus ENSBTAG00000002784
bison_bison_bison ENSBBBG00000014440
bison_bison_bison ENSBBBG00000018729
tursiops_truncatus ENSTTRG00000017152
sus_scrofa ENSSSCG00000006203
vicugna_pacos ENSVPAG00000004201
sorex_araneus ENSSARG00000010265
equus_caballus ENSECAG00000013916
equus_asinus_asinus ENSEASG00005001239
oryctolagus_cuniculus ENSOCUG00000011490
ochotona_princeps ENSOPRG00000006534
