gopherus_agassizii ENSGAGG00000012138
chelonoidis_abingdonii ENSCABG00000005705
chrysemys_picta_bellii ENSCPBG00000019757
pelodiscus_sinensis ENSPSIG00000006884
chelonoidis_abingdonii ENSCABG00000006329
crocodylus_porosus ENSCPRG00005015503
sphenodon_punctatus ENSSPUG00000005654
calidris_pygmaea ENSCPGG00000011901
calidris_pugnax ENSCPUG00000001052
melopsittacus_undulatus ENSMUNG00000002766
manacus_vitellinus ENSMVIG00005012163
lepidothrix_coronata ENSLCOG00000015866
taeniopygia_guttata ENSTGUG00000012877
lonchura_striata_domestica ENSLSDG00000000485
serinus_canaria ENSSCAG00000003291
zonotrichia_albicollis ENSZALG00000007811
junco_hyemalis ENSJHYG00000017700
ficedula_albicollis ENSFALG00000007903
parus_major ENSPMJG00000000513
cyanistes_caeruleus ENSCCEG00000000921
anas_platyrhynchos_platyrhynchos ENSAPLG00000000579
anser_brachyrhynchus ENSABRG00000022674
gallus_gallus ENSGALG00000035461
meleagris_gallopavo ENSMGAG00000015217
coturnix_japonica ENSCJPG00005004096
numida_meleagris ENSNMEG00000019732
apteryx_haastii ENSAHAG00000013949
apteryx_owenii ENSAOWG00000006563
apteryx_rowi ENSARWG00000012971
dromaius_novaehollandiae ENSDNVG00000016796
nothoprocta_perdicaria ENSNPEG00000002377
pogona_vitticeps ENSPVIG00000014765
anolis_carolinensis ENSACAG00000014370
notechis_scutatus ENSNSUG00000018151
salvator_merianae ENSSMRG00000009707
phascolarctos_cinereus ENSPCIG00000006836
notamacropus_eugenii ENSMEUG00000008196
monodelphis_domestica ENSMODG00000003221
sarcophilus_harrisii ENSSHAG00000009863
ornithorhynchus_anatinus ENSOANG00000004604
ornithorhynchus_anatinus ENSOANG00000031686
tursiops_truncatus ENSTTRG00000004449
sus_scrofa ENSSSCG00000014934
bos_taurus ENSBTAG00000013615
bos_mutus ENSBMUG00000012046
bison_bison_bison ENSBBBG00000005604
capra_hircus ENSCHIG00000013507
ovis_aries ENSOARG00000003206
vicugna_pacos ENSVPAG00000007518
equus_caballus ENSECAG00000029655
equus_caballus ENSECAG00000008999
equus_caballus ENSECAG00000035152
equus_caballus ENSECAG00000038408
equus_asinus_asinus ENSEASG00005012468
ursus_americanus ENSUAMG00000012715
ursus_maritimus ENSUMAG00000006613
ailuropoda_melanoleuca ENSAMEG00000007577
mustela_putorius_furo ENSMPUG00000010548
canis_lupus_familiaris ENSCAFG00000004292
canis_lupus_dingo ENSCAFG00020016695
vulpes_vulpes ENSVVUG00000009574
panthera_pardus ENSPPRG00000009494
panthera_tigris_altaica ENSPTIG00000017806
felis_catus ENSFCAG00000019389
