coturnix_japonica ENSCJPG00005007723
calidris_pygmaea ENSCPGG00000013973
dromaius_novaehollandiae ENSDNVG00000008064
apteryx_owenii ENSAOWG00000019205
apteryx_haastii ENSAHAG00000014247
apteryx_owenii ENSAOWG00000004055
apteryx_rowi ENSARWG00000001200
dromaius_novaehollandiae ENSDNVG00000003308
apteryx_haastii ENSAHAG00000009362
apteryx_haastii ENSAHAG00000000447
chrysemys_picta_bellii ENSCPBG00000007842
gopherus_agassizii ENSGAGG00000008007
gopherus_agassizii ENSGAGG00000006895
crocodylus_porosus ENSCPRG00005013450
