amphiprion_percula ENSAPEG00000001095
amphiprion_ocellaris ENSAOCG00000019058
acanthochromis_polyacanthus ENSAPOG00000009014
stegastes_partitus ENSSPAG00000023570
gouania_willdenowi ENSGWIG00000010884
gambusia_affinis ENSGAFG00000007763
xiphophorus_maculatus ENSXMAG00000028520
poecilia_formosa ENSPFOG00000017564
poecilia_mexicana ENSPMEG00000022660
poecilia_latipinna ENSPLAG00000010062
fundulus_heteroclitus ENSFHEG00000014561
cyprinodon_variegatus ENSCVAG00000000880
kryptolebias_marmoratus ENSKMAG00000005216
oryzias_latipes ENSORLG00020012740
oryzias_latipes ENSORLG00015019026
oryzias_latipes ENSORLG00000021833
cynoglossus_semilaevis ENSCSEG00000001470
seriola_lalandi ENSSLDG00000013313
seriola_dumerili ENSSDUG00000012240
scophthalmus_maximus ENSSMAG00000019079
monopterus_albus ENSMALG00000000718
cottoperca_gobio ENSCGOG00000011791
labrus_bergylta ENSLBEG00000002407
larimichthys_crocea ENSLCRG00005005933
mola_mola ENSMMOG00000003346
tetraodon_nigroviridis ENSTNIG00000018380
anabas_testudineus ENSATEG00000002007
betta_splendens ENSBSLG00000026372
mastacembelus_armatus ENSMAMG00000011880
lates_calcarifer ENSLCAG00010005760
haplochromis_burtoni ENSHBUG00000016330
astatotilapia_calliptera ENSACLG00000007442
pundamilia_nyererei ENSPNYG00000017915
maylandia_zebra ENSMZEG00005005560
neolamprologus_brichardi ENSNBRG00000013815
amphilophus_citrinellus ENSACIG00000013491
parambassis_ranga ENSPRNG00000001785
gasterosteus_aculeatus ENSGACG00000009022
hippocampus_comes ENSHCOG00000016568
periophthalmus_magnuspinnatus ENSPMGG00000020837
gadus_morhua ENSGMOG00000000071
hucho_hucho ENSHHUG00000010330
hucho_hucho ENSHHUG00000050266
esox_lucius ENSELUG00000008775
astyanax_mexicanus ENSAMXG00005015312
astyanax_mexicanus ENSAMXG00000039564
pygocentrus_nattereri ENSPNAG00000025981
ictalurus_punctatus ENSIPUG00000019537
electrophorus_electricus ENSEEEG00000019034
danio_rerio ENSDARG00000076568
denticeps_clupeoides ENSDCDG00000002497
clupea_harengus ENSCHAG00000000838
paramormyrops_kingsleyae ENSPKIG00000014602
scleropages_formosus ENSSFOG00015009810
lepisosteus_oculatus ENSLOCG00000005335
erpetoichthys_calabaricus ENSECRG00000015434
sphenodon_punctatus ENSSPUG00000000853
sphenodon_punctatus ENSSPUG00000011695
chelonoidis_abingdonii ENSCABG00000015572
gopherus_agassizii ENSGAGG00000009730
meleagris_gallopavo ENSMGAG00000007802
gallus_gallus ENSGALG00000013569
coturnix_japonica ENSCJPG00005007071
numida_meleagris ENSNMEG00000000502
anser_brachyrhynchus ENSABRG00000019208
anas_platyrhynchos ENSAPLG00000011260
nothoprocta_perdicaria ENSNPEG00000014525
calidris_pygmaea ENSCPGG00000002662
calidris_pugnax ENSCPUG00000006285
zonotrichia_albicollis ENSZALG00000001626
manacus_vitellinus ENSMVIG00005002028
cyanistes_caeruleus ENSCCEG00000012955
taeniopygia_guttata ENSTGUG00000008873
lonchura_striata ENSLSDG00000016989
serinus_canaria ENSSCAG00000007287
junco_hyemalis ENSJHYG00000014434
parus_major ENSPMJG00000014157
lepidothrix_coronata ENSLCOG00000010874
melopsittacus_undulatus ENSMUNG00000003185
apteryx_haastii ENSAHAG00000002146
apteryx_owenii ENSAOWG00000017380
apteryx_rowi ENSARWG00000012343
dromaius_novaehollandiae ENSDNVG00000015372
crocodylus_porosus ENSCPRG00005013467
pogona_vitticeps ENSPVIG00000016125
anolis_carolinensis ENSACAG00000009059
notechis_scutatus ENSNSUG00000005603
salvator_merianae ENSSMRG00000009950
vombatus_ursinus ENSVURG00010001782
vombatus_ursinus ENSVURG00010016712
phascolarctos_cinereus ENSPCIG00000000880
notamacropus_eugenii ENSMEUG00000000321
monodelphis_domestica ENSMODG00000012664
bos_indicus ENSBIXG00000025494
bos_indicus ENSBIXG00005004983
bison_bison ENSBBBG00000019249
bos_mutus ENSBMUG00000006416
bison_bison ENSBBBG00000022386
bos_mutus ENSBMUG00000025809
ovis_aries ENSOARG00000020274
capra_hircus ENSCHIG00000008087
bos_taurus ENSBTAG00000002457
capra_hircus ENSCHIG00000025565
capra_hircus ENSCHIG00000026410
bison_bison ENSBBBG00000001645
bos_mutus ENSBMUG00000012641
capra_hircus ENSCHIG00000016239
sus_scrofa ENSSSCG00000038914
equus_caballus ENSECAG00000026930
equus_asinus ENSEASG00005022860
spermophilus_dauricus ENSSDAG00000016000
marmota_marmota ENSMMMG00000004501
urocitellus_parryii ENSUPAG00010015530
ictidomys_tridecemlineatus ENSSTOG00000003049
heterocephalus_glaber ENSHGLG00000002664
heterocephalus_glaber ENSHGLG00100016173
fukomys_damarensis ENSFDAG00000015709
octodon_degus ENSODEG00000003360
cavia_porcellus ENSCPOG00000040601
chinchilla_lanigera ENSCLAG00000013005
tupaia_belangeri ENSTBEG00000007968
canis_lupus ENSCAFG00000002533
canis_lupus ENSCAFG00020018960
vulpes_vulpes ENSVVUG00000019392
ailuropoda_melanoleuca ENSAMEG00000004373
neovison_vison ENSNVIG00000014984
neovison_vison ENSNVIG00000017739
panthera_tigris ENSPTIG00000012085
