takifugu_rubripes ENSTRUG00000013712
tetraodon_nigroviridis ENSTNIG00000013877
mola_mola ENSMMOG00000019844
labrus_bergylta ENSLBEG00000017872
gasterosteus_aculeatus ENSGACG00000002966
amphiprion_percula ENSAPEG00000006895
amphiprion_ocellaris ENSAOCG00000020296
acanthochromis_polyacanthus ENSAPOG00000004271
stegastes_partitus ENSSPAG00000020371
maylandia_zebra ENSMZEG00005022154
astatotilapia_calliptera ENSACLG00000002313
haplochromis_burtoni ENSHBUG00000023611
pundamilia_nyererei ENSPNYG00000014868
oreochromis_niloticus ENSONIG00000014227
neolamprologus_brichardi ENSNBRG00000004762
amphilophus_citrinellus ENSACIG00000022834
xiphophorus_maculatus ENSXMAG00000026862
gambusia_affinis ENSGAFG00000021244
poecilia_formosa ENSPFOG00000015343
poecilia_mexicana ENSPMEG00000008537
poecilia_latipinna ENSPLAG00000021614
poecilia_reticulata ENSPREG00000009213
fundulus_heteroclitus ENSFHEG00000013016
cyprinodon_variegatus ENSCVAG00000004494
kryptolebias_marmoratus ENSKMAG00000000989
oryzias_latipes_asm223469v1 ENSORLG00015013986
oryzias_latipes ENSORLG00000026729
oryzias_latipes ENSORLG00020010671
oryzias_melastigma ENSOMEG00000010992
monopterus_albus ENSMALG00000005446
mastacembelus_armatus ENSMAMG00000016623
anabas_testudineus ENSATEG00000009314
cynoglossus_semilaevis ENSCSEG00000004338
periophthalmus_magnuspinnatus ENSPMGG00000010539
scophthalmus_maximus ENSSMAG00000019813
seriola_lalandi_dorsalis ENSSLDG00000005821
seriola_dumerili ENSSDUG00000006472
hippocampus_comes ENSHCOG00000003898
gadus_morhua ENSGMOG00000012597
esox_lucius ENSELUG00000020485
astyanax_mexicanus ENSAMXG00000005197
pygocentrus_nattereri ENSPNAG00000009457
ictalurus_punctatus ENSIPUG00000004901
danio_rerio ENSDARG00000074728
scleropages_formosus ENSSFOG00015000113
paramormyrops_kingsleyae ENSPKIG00000010634
lepisosteus_oculatus ENSLOCG00000008676
apteryx_haastii ENSAHAG00000012115
apteryx_owenii ENSAOWG00000007737
apteryx_rowi ENSARWG00000003379
dromaius_novaehollandiae ENSDNVG00000005438
nothoprocta_perdicaria ENSNPEG00000006934
lonchura_striata_domestica ENSLSDG00000015465
taeniopygia_guttata ENSTGUG00000009811
serinus_canaria ENSSCAG00000003073
zonotrichia_albicollis ENSZALG00000016301
junco_hyemalis ENSJHYG00000018434
ficedula_albicollis ENSFALG00000003670
parus_major ENSPMJG00000011662
cyanistes_caeruleus ENSCCEG00000022594
manacus_vitellinus ENSMVIG00005017338
lepidothrix_coronata ENSLCOG00000014217
melopsittacus_undulatus ENSMUNG00000012880
calidris_pygmaea ENSCPGG00000003397
calidris_pugnax ENSCPUG00000007266
anas_platyrhynchos_platyrhynchos ENSAPLG00000005908
anser_brachyrhynchus ENSABRG00000017397
gallus_gallus ENSGALG00000016792
meleagris_gallopavo ENSMGAG00000014814
coturnix_japonica ENSCJPG00005013212
numida_meleagris ENSNMEG00000017721
crocodylus_porosus ENSCPRG00005014422
gopherus_agassizii ENSGAGG00000002368
chelonoidis_abingdonii ENSCABG00000011447
chrysemys_picta_bellii ENSCPBG00000007269
pelodiscus_sinensis ENSPSIG00000007658
anolis_carolinensis ENSACAG00000007279
pogona_vitticeps ENSPVIG00000022175
salvator_merianae ENSSMRG00000003875
sphenodon_punctatus ENSSPUG00000005833
phascolarctos_cinereus ENSPCIG00000034191
sarcophilus_harrisii ENSSHAG00000008326
monodelphis_domestica ENSMODG00000002443
loxodonta_africana ENSLAFG00000011208
procavia_capensis ENSPCAG00000006084
echinops_telfairi ENSETEG00000017749
homo_sapiens ENSG00000135953
gorilla_gorilla ENSGGOG00000037798
pan_paniscus ENSPPAG00000038884
pan_troglodytes ENSPTRG00000012307
pongo_abelii ENSPPYG00000012116
nomascus_leucogenys ENSNLEG00000014709
piliocolobus_tephrosceles ENSPTEG00000018991
colobus_angolensis_palliatus ENSCANG00000042473
rhinopithecus_roxellana ENSRROG00000013676
rhinopithecus_bieti ENSRBIG00000033002
theropithecus_gelada ENSTGEG00000004656
papio_anubis ENSPANG00000022366
macaca_fascicularis ENSMFAG00000042016
macaca_nemestrina ENSMNEG00000029233
macaca_mulatta ENSMMUG00000043149
mandrillus_leucophaeus ENSMLEG00000009199
cercocebus_atys ENSCATG00000031408
chlorocebus_sabaeus ENSCSAG00000017085
saimiri_boliviensis_boliviensis ENSSBOG00000032044
callithrix_jacchus ENSCJAG00000008178
cebus_capucinus ENSCCAG00000035445
aotus_nancymaae ENSANAG00000026384
carlito_syrichta ENSTSYG00000029291
prolemur_simus ENSPSMG00000021569
microcebus_murinus ENSMICG00000037979
propithecus_coquereli ENSPCOG00000023969
otolemur_garnettii ENSOGAG00000015453
oryctolagus_cuniculus ENSOCUG00000017011
ochotona_princeps ENSOPRG00000014385
tupaia_belangeri ENSTBEG00000000760
dasypus_novemcinctus ENSDNOG00000030690
castor_canadensis ENSCCNG00000025134
dipodomys_ordii ENSDORG00000007380
mus_spicilegus ENSMSIG00000025439
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0014889
mus_musculus ENSMUSG00000041945
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0014085
mus_pahari MGP_PahariEiJ_G0027330
rattus_norvegicus ENSRNOG00000023129
meriones_unguiculatus ENSMUGG00000026374
cricetulus_griseus_crigri ENSCGRG00000003466
cricetulus_griseus_crigri-picr ENSCGRG00015005866
cricetulus_griseus_chok1gshd ENSCGRG00001020127
mesocricetus_auratus ENSMAUG00000019056
peromyscus_maniculatus_bairdii ENSPEMG00000016627
microtus_ochrogaster ENSMOCG00000018562
nannospalax_galili ENSNGAG00000021609
jaculus_jaculus ENSJJAG00000016903
heterocephalus_glaber_male ENSHGLG00100014175
