salvator_merianae ENSSMRG00000006617
notechis_scutatus ENSNSUG00000001201
gopherus_agassizii ENSGAGG00000022168
loxodonta_africana ENSLAFG00000031923
loxodonta_africana ENSLAFG00000028014
loxodonta_africana ENSLAFG00000027485
loxodonta_africana ENSLAFG00000029274
echinops_telfairi ENSETEG00000003385
dasypus_novemcinctus ENSDNOG00000011972
choloepus_hoffmanni ENSCHOG00000000971
bos_taurus ENSBTAG00000039785
bison_bison_bison ENSBBBG00000010695
capra_hircus ENSCHIG00000008002
ovis_aries ENSOARG00000019789
sus_scrofa ENSSSCG00000038589
vicugna_pacos ENSVPAG00000006679
pteropus_vampyrus ENSPVAG00000024149
pteropus_vampyrus ENSPVAG00000024229
equus_caballus ENSECAG00000006903
ursus_maritimus ENSUMAG00000003384
ursus_americanus ENSUAMG00000002270
ursus_maritimus ENSUMAG00000021727
ursus_americanus ENSUAMG00000002694
ailuropoda_melanoleuca ENSAMEG00000005110
mustela_putorius_furo ENSMPUG00000019778
neovison_vison ENSNVIG00000015367
canis_lupus_dingo ENSCAFG00020014326
canis_lupus_familiaris ENSCAFG00000023370
vulpes_vulpes ENSVVUG00000008803
panthera_tigris_altaica ENSPTIG00000004751
felis_catus ENSFCAG00000026863
erinaceus_europaeus ENSEEUG00000007824
sorex_araneus ENSSARG00000012667
chinchilla_lanigera ENSCLAG00000017437
fukomys_damarensis ENSFDAG00000018905
urocitellus_parryii ENSUPAG00010008254
spermophilus_dauricus ENSSDAG00000010229
marmota_marmota_marmota ENSMMMG00000001337
mus_musculus ENSMUSG00000050028
mus_spicilegus ENSMSIG00000019126
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0020090
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0019201
mus_pahari MGP_PahariEiJ_G0030220
rattus_norvegicus ENSRNOG00000008800
meriones_unguiculatus ENSMUGG00000003179
cricetulus_griseus_crigri-picr ENSCGRG00015001695
cricetulus_griseus_chok1gshd ENSCGRG00001014439
cricetulus_griseus_crigri ENSCGRG00000019077
peromyscus_maniculatus_bairdii ENSPEMG00000020474
oryctolagus_cuniculus ENSOCUG00000011477
ochotona_princeps ENSOPRG00000013831
theropithecus_gelada ENSTGEG00000014049
macaca_mulatta ENSMMUG00000015894
mandrillus_leucophaeus ENSMLEG00000012122
cercocebus_atys ENSCATG00000007970
chlorocebus_sabaeus ENSCSAG00000016807
piliocolobus_tephrosceles ENSPTEG00000016359
pan_troglodytes ENSPTRG00000030810
homo_sapiens ENSG00000176219
cebus_capucinus ENSCCAG00000027708
prolemur_simus ENSPSMG00000020346
microcebus_murinus ENSMICG00000033931
tupaia_belangeri ENSTBEG00000017427
bos_mutus ENSBMUG00000013135
notamacropus_eugenii ENSMEUG00000004472
notamacropus_eugenii ENSMEUG00000002134
phascolarctos_cinereus ENSPCIG00000010358
sarcophilus_harrisii ENSSHAG00000012276
monodelphis_domestica ENSMODG00000007308
loxodonta_africana ENSLAFG00000026492
loxodonta_africana ENSLAFG00000026647
loxodonta_africana ENSLAFG00000032090
loxodonta_africana ENSLAFG00000032617
procavia_capensis ENSPCAG00000009988
echinops_telfairi ENSETEG00000017850
dasypus_novemcinctus ENSDNOG00000039480
pteropus_vampyrus ENSPVAG00000008095
pteropus_vampyrus ENSPVAG00000007415
myotis_lucifugus ENSMLUG00000011615
equus_caballus ENSECAG00000001179
equus_asinus_asinus ENSEASG00005017441
ursus_americanus ENSUAMG00000014593
ursus_maritimus ENSUMAG00000008093
neovison_vison ENSNVIG00000015350
mustela_putorius_furo ENSMPUG00000018389
canis_lupus_dingo ENSCAFG00020014332
canis_lupus_familiaris ENSCAFG00000023312
vulpes_vulpes ENSVVUG00000008813
panthera_pardus ENSPPRG00000014880
panthera_tigris_altaica ENSPTIG00000004731
felis_catus ENSFCAG00000043536
bos_taurus ENSBTAG00000038643
bos_mutus ENSBMUG00000013088
bison_bison_bison ENSBBBG00000001873
ovis_aries ENSOARG00000013184
capra_hircus ENSCHIG00000009539
sus_scrofa ENSSSCG00000002148
erinaceus_europaeus ENSEEUG00000012093
sorex_araneus ENSSARG00000005298
cricetulus_griseus_chok1gshd ENSCGRG00001014689
cricetulus_griseus_crigri-picr ENSCGRG00015001718
cricetulus_griseus_crigri ENSCGRG00000018953
mesocricetus_auratus ENSMAUG00000016299
microtus_ochrogaster ENSMOCG00000001607
peromyscus_maniculatus_bairdii ENSPEMG00000000876
mus_spicilegus ENSMSIG00000019171
mus_musculus ENSMUSG00000059069
mus_musculus ENSMUSG00000057179
mus_pahari MGP_PahariEiJ_G0030222
mus_pahari MGP_PahariEiJ_G0030224
rattus_norvegicus ENSRNOG00000031108
rattus_norvegicus ENSRNOG00000053992
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0020091
mus_spicilegus ENSMSIG00000002466
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0022580
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0022579
rattus_norvegicus ENSRNOG00000059282
rattus_norvegicus ENSRNOG00000046582
rattus_norvegicus ENSRNOG00000047042
meriones_unguiculatus ENSMUGG00000015684
nannospalax_galili ENSNGAG00000019701
octodon_degus ENSODEG00000002029
octodon_degus ENSODEG00000001857
chinchilla_lanigera ENSCLAG00000017441
cavia_porcellus ENSCPOG00000011891
heterocephalus_glaber_female ENSHGLG00000021106
heterocephalus_glaber_male ENSHGLG00100019989
urocitellus_parryii ENSUPAG00010008246
ictidomys_tridecemlineatus ENSSTOG00000026568
spermophilus_dauricus ENSSDAG00000010216
spermophilus_dauricus ENSSDAG00000010218
marmota_marmota_marmota ENSMMMG00000001313
dipodomys_ordii ENSDORG00000027283
oryctolagus_cuniculus ENSOCUG00000017584
ochotona_princeps ENSOPRG00000013837
prolemur_simus ENSPSMG00000020360
otolemur_garnettii ENSOGAG00000016109
gorilla_gorilla ENSGGOG00000022650
homo_sapiens ENSG00000176198
pan_troglodytes ENSPTRG00000006085
pan_paniscus ENSPPAG00000032987
pongo_abelii ENSPPYG00000005559
cercocebus_atys ENSCATG00000017720
theropithecus_gelada ENSTGEG00000014145
piliocolobus_tephrosceles ENSPTEG00000016279
callithrix_jacchus ENSCJAG00000047308
tupaia_belangeri ENSTBEG00000015220
phascolarctos_cinereus ENSPCIG00000014155
notamacropus_eugenii ENSMEUG00000002281
sarcophilus_harrisii ENSSHAG00000012379
