loxodonta_africana ENSLAFG00000032186
dasypus_novemcinctus ENSDNOG00000049210
dasypus_novemcinctus ENSDNOG00000001170
choloepus_hoffmanni ENSCHOG00000011525
echinops_telfairi ENSETEG00000013250
procavia_capensis ENSPCAG00000008627
equus_caballus ENSECAG00000039891
equus_asinus ENSEASG00005017955
pteropus_vampyrus ENSPVAG00000017238
ursus_maritimus ENSUMAG00000000819
ursus_americanus ENSUAMG00000013611
neovison_vison ENSNVIG00000001165
canis_lupus ENSCAFG00020005854
canis_lupus ENSCAFG00000029790
vulpes_vulpes ENSVVUG00000030372
panthera_tigris ENSPTIG00000012749
panthera_pardus ENSPPRG00000010041
felis_catus ENSFCAG00000029709
bison_bison ENSBBBG00000016399
bos_mutus ENSBMUG00000016667
bos_taurus ENSBTAG00000018673
capra_hircus ENSCHIG00000017072
tursiops_truncatus ENSTTRG00000006366
sus_scrofa ENSSSCG00000014000
vicugna_pacos ENSVPAG00000011079
erinaceus_europaeus ENSEEUG00000008076
erinaceus_europaeus ENSEEUG00000011271
pan_paniscus ENSPPAG00000018691
pan_troglodytes ENSPTRG00000002076
gorilla_gorilla ENSGGOG00000016899
homo_sapiens ENSG00000162931
nomascus_leucogenys ENSNLEG00000014332
mandrillus_leucophaeus ENSMLEG00000036683
cercocebus_atys ENSCATG00000004723
macaca_mulatta ENSMMUG00000005307
macaca_fascicularis ENSMFAG00000001716
macaca_nemestrina ENSMNEG00000033783
theropithecus_gelada ENSTGEG00000000528
papio_anubis ENSPANG00000014849
rhinopithecus_bieti ENSRBIG00000017974
rhinopithecus_roxellana ENSRROG00000035878
piliocolobus_tephrosceles ENSPTEG00000024932
colobus_angolensis ENSCANG00000033979
chlorocebus_sabaeus ENSCSAG00000016546
pongo_abelii ENSPPYG00000000137
cebus_capucinus ENSCCAG00000025121
saimiri_boliviensis ENSSBOG00000030344
callithrix_jacchus ENSCJAG00000016765
aotus_nancymaae ENSANAG00000028749
carlito_syrichta ENSTSYG00000008473
propithecus_coquereli ENSPCOG00000026287
prolemur_simus ENSPSMG00000013322
microcebus_murinus ENSMICG00000013315
otolemur_garnettii ENSOGAG00000009217
mus_spretus MGP_SPRETEiJ_G0017259
mus_spicilegus ENSMSIG00000021747
mus_musculus ENSMUSG00000036964
mus_caroli MGP_CAROLIEiJ_G0016421
mus_pahari MGP_PahariEiJ_G0017553
rattus_norvegicus ENSRNOG00000022983
meriones_unguiculatus ENSMUGG00000009057
cricetulus_griseus ENSCGRG00001017038
cricetulus_griseus ENSCGRG00015018650
cricetulus_griseus ENSCGRG00000002767
mesocricetus_auratus ENSMAUG00000004817
microtus_ochrogaster ENSMOCG00000016644
peromyscus_maniculatus ENSPEMG00000012957
nannospalax_galili ENSNGAG00000023965
jaculus_jaculus ENSJJAG00000017850
castor_canadensis ENSCCNG00000011956
chinchilla_lanigera ENSCLAG00000000538
octodon_degus ENSODEG00000001638
cavia_porcellus ENSCPOG00000004213
cavia_aperea ENSCAPG00000013117
fukomys_damarensis ENSFDAG00000015818
heterocephalus_glaber ENSHGLG00000006970
spermophilus_dauricus ENSSDAG00000008955
ictidomys_tridecemlineatus ENSSTOG00000007569
urocitellus_parryii ENSUPAG00010014786
marmota_marmota ENSMMMG00000017550
ochotona_princeps ENSOPRG00000015894
tupaia_belangeri ENSTBEG00000004960
ornithorhynchus_anatinus ENSOANG00000003479
ornithorhynchus_anatinus ENSOANG00000007045
ornithorhynchus_anatinus ENSOANG00000007046
ornithorhynchus_anatinus ENSOANG00000020060
ornithorhynchus_anatinus ENSOANG00000004667
