mola_mola ENSMMOG00000015233
hippocampus_comes ENSHCOG00000003389
nothoprocta_perdicaria ENSNPEG00000010379
meleagris_gallopavo ENSMGAG00000016967
pogona_vitticeps ENSPVIG00000001689
sphenodon_punctatus ENSSPUG00000002219
ochotona_princeps ENSOPRG00000012972
spermophilus_dauricus ENSSDAG00000020407
papio_anubis ENSPANG00000030427
echinops_telfairi ENSETEG00000002643
canis_lupus_dingo ENSCAFG00020016817
sus_scrofa ENSSSCG00000035821
gopherus_agassizii ENSGAGG00000015657
fundulus_heteroclitus ENSFHEG00000009272
drosophila_melanogaster FBgn0004597
caenorhabditis_elegans_strain_n2 WBGene00000506
saccharomyces_cerevisiae YNL025C
