takifugu_rubripes ENSTRUG00000013184
tetraodon_nigroviridis ENSTNIG00000005875
mola_mola ENSMMOG00000001895
gasterosteus_aculeatus ENSGACG00000008054
anabas_testudineus ENSATEG00000017709
monopterus_albus ENSMALG00000019667
periophthalmus_magnuspinnatus ENSPMGG00000005314
mastacembelus_armatus ENSMAMG00000011293
labrus_bergylta ENSLBEG00000025307
labrus_bergylta ENSLBEG00000025404
seriola_dumerili ENSSDUG00000023336
seriola_lalandi_dorsalis ENSSLDG00000011022
scophthalmus_maximus ENSSMAG00000015478
poecilia_mexicana ENSPMEG00000020721
poecilia_latipinna ENSPLAG00000010453
poecilia_reticulata ENSPREG00000021871
poecilia_formosa ENSPFOG00000017773
xiphophorus_maculatus ENSXMAG00000008527
gambusia_affinis ENSGAFG00000015389
fundulus_heteroclitus ENSFHEG00000002460
poecilia_formosa ENSPFOG00000016060
xiphophorus_couchianus ENSXCOG00000000357
fundulus_heteroclitus ENSFHEG00000002448
kryptolebias_marmoratus ENSKMAG00000015104
oryzias_latipes_asm223469v1 ENSORLG00015012213
oryzias_latipes ENSORLG00000006880
oryzias_latipes ENSORLG00020013814
oryzias_melastigma ENSOMEG00000018477
maylandia_zebra ENSMZEG00005012400
astatotilapia_calliptera ENSACLG00000006043
astatotilapia_calliptera ENSACLG00000007542
maylandia_zebra ENSMZEG00005013370
haplochromis_burtoni ENSHBUG00000018386
neolamprologus_brichardi ENSNBRG00000011654
oreochromis_niloticus ENSONIG00000020054
amphilophus_citrinellus ENSACIG00000018117
amphiprion_ocellaris ENSAOCG00000004060
amphiprion_percula ENSAPEG00000009216
acanthochromis_polyacanthus ENSAPOG00000019324
stegastes_partitus ENSSPAG00000007132
hippocampus_comes ENSHCOG00000018293
esox_lucius ENSELUG00000007346
astyanax_mexicanus ENSAMXG00000005893
astyanax_mexicanus ENSAMXG00000032874
ictalurus_punctatus ENSIPUG00000017685
danio_rerio ENSDARG00000079560
danio_rerio ENSDARG00000078297
gasterosteus_aculeatus ENSGACG00000019894
poecilia_formosa ENSPFOG00000018878
pygocentrus_nattereri ENSPNAG00000025702
gadus_morhua ENSGMOG00000012861
scleropages_formosus ENSSFOG00015015751
scleropages_formosus ENSSFOG00015015735
pogona_vitticeps ENSPVIG00000015420
salvator_merianae ENSSMRG00000004026
anolis_carolinensis ENSACAG00000017116
xenopus_tropicalis ENSXETG00000022920
latimeria_chalumnae ENSLACG00000014383
