manacus_vitellinus ENSMVIG00005014595
lepidothrix_coronata ENSLCOG00000001045
parus_major ENSPMJG00000010622
cyanistes_caeruleus ENSCCEG00000021781
serinus_canaria ENSSCAG00000002073
ficedula_albicollis ENSFALG00000008012
melopsittacus_undulatus ENSMUNG00000012987
calidris_pygmaea ENSCPGG00000008282
calidris_pugnax ENSCPUG00000019966
meleagris_gallopavo ENSMGAG00000003276
coturnix_japonica ENSCJPG00005021425
numida_meleagris ENSNMEG00000001851
anser_brachyrhynchus ENSABRG00000022700
anas_platyrhynchos_platyrhynchos ENSAPLG00000010067
apteryx_haastii ENSAHAG00000004176
apteryx_owenii ENSAOWG00000012098
apteryx_rowi ENSARWG00000004321
dromaius_novaehollandiae ENSDNVG00000015848
nothoprocta_perdicaria ENSNPEG00000014706
crocodylus_porosus ENSCPRG00005013857
chelonoidis_abingdonii ENSCABG00000014182
gopherus_agassizii ENSGAGG00000002787
chrysemys_picta_bellii ENSCPBG00000015782
pelodiscus_sinensis ENSPSIG00000008329
pogona_vitticeps ENSPVIG00000018717
salvator_merianae ENSSMRG00000011351
pan_paniscus ENSPPAG00000036401
pan_troglodytes ENSPTRG00000047463
homo_sapiens ENSG00000121446
gorilla_gorilla ENSGGOG00000039219
pongo_abelii ENSPPYG00000000437
nomascus_leucogenys ENSNLEG00000018009
colobus_angolensis_palliatus ENSCANG00000041711
piliocolobus_tephrosceles ENSPTEG00000003538
rhinopithecus_roxellana ENSRROG00000036029
rhinopithecus_bieti ENSRBIG00000032273
mandrillus_leucophaeus ENSMLEG00000033349
chlorocebus_sabaeus ENSCSAG00000012503
papio_anubis ENSPANG00000009564
theropithecus_gelada ENSTGEG00000026378
cercocebus_atys ENSCATG00000038774
macaca_fascicularis ENSMFAG00000005623
macaca_nemestrina ENSMNEG00000043113
saimiri_boliviensis_boliviensis ENSSBOG00000020633
callithrix_jacchus ENSCJAG00000004689
cebus_capucinus ENSCCAG00000026894
aotus_nancymaae ENSANAG00000036803
carlito_syrichta ENSTSYG00000002305
propithecus_coquereli ENSPCOG00000016882
prolemur_simus ENSPSMG00000002631
microcebus_murinus ENSMICG00000042019
otolemur_garnettii ENSOGAG00000002611
tupaia_belangeri ENSTBEG00000003896
chinchilla_lanigera ENSCLAG00000011205
octodon_degus ENSODEG00000002025
cavia_porcellus ENSCPOG00000009489
urocitellus_parryii ENSUPAG00010005674
ictidomys_tridecemlineatus ENSSTOG00000007337
spermophilus_dauricus ENSSDAG00000003706
castor_canadensis ENSCCNG00000008880
dipodomys_ordii ENSDORG00000005885
mesocricetus_auratus ENSMAUG00000008937
cricetulus_griseus_crigri-picr ENSCGRG00015016936
microtus_ochrogaster ENSMOCG00000017154
peromyscus_maniculatus_bairdii ENSPEMG00000012219
mus_spicilegus ENSMSIG00000012990
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0015521
mus_musculus ENSMUSG00000042641
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0014714
mus_pahari MGP_PahariEiJ_G0027950
rattus_norvegicus ENSRNOG00000026952
meriones_unguiculatus ENSMUGG00000003172
nannospalax_galili ENSNGAG00000017032
jaculus_jaculus ENSJJAG00000022486
oryctolagus_cuniculus ENSOCUG00000024920
ochotona_princeps ENSOPRG00000005630
sus_scrofa ENSSSCG00000015548
vicugna_pacos ENSVPAG00000001617
bos_mutus ENSBMUG00000026921
bos_taurus ENSBTAG00000018220
bison_bison_bison ENSBBBG00000005819
ovis_aries ENSOARG00000018837
capra_hircus ENSCHIG00000024232
tursiops_truncatus ENSTTRG00000010750
vicugna_pacos ENSVPAG00000001615
pteropus_vampyrus ENSPVAG00000010443
myotis_lucifugus ENSMLUG00000010082
ailuropoda_melanoleuca ENSAMEG00000007731
ursus_maritimus ENSUMAG00000016515
neovison_vison ENSNVIG00000018241
mustela_putorius_furo ENSMPUG00000011517
canis_lupus_familiaris ENSCAFG00000013114
canis_lupus_dingo ENSCAFG00020014845
vulpes_vulpes ENSVVUG00000008879
panthera_pardus ENSPPRG00000003417
panthera_tigris_altaica ENSPTIG00000014528
felis_catus ENSFCAG00000018264
equus_caballus ENSECAG00000021906
equus_asinus_asinus ENSEASG00005006605
erinaceus_europaeus ENSEEUG00000002437
dasypus_novemcinctus ENSDNOG00000023979
echinops_telfairi ENSETEG00000008218
notamacropus_eugenii ENSMEUG00000007429
phascolarctos_cinereus ENSPCIG00000018110
monodelphis_domestica ENSMODG00000006797
sarcophilus_harrisii ENSSHAG00000001291
ornithorhynchus_anatinus ENSOANG00000000980
latimeria_chalumnae ENSLACG00000001657
esox_lucius ENSELUG00000000628
