sphenodon_punctatus ENSSPUG00000018600
pogona_vitticeps ENSPVIG00000010644
chrysemys_picta_bellii ENSCPBG00000026791
chrysemys_picta_bellii ENSCPBG00000009893
gopherus_agassizii ENSGAGG00000014595
gopherus_agassizii ENSGAGG00000009576
chelonoidis_abingdonii ENSCABG00000006301
chrysemys_picta_bellii ENSCPBG00000009895
pelodiscus_sinensis ENSPSIG00000010268
anser_brachyrhynchus ENSABRG00000001458
anas_platyrhynchos_platyrhynchos ENSAPLG00000007047
meleagris_gallopavo ENSMGAG00000014443
coturnix_japonica ENSCJPG00005003362
gallus_gallus ENSGALG00000053667
numida_meleagris ENSNMEG00000010410
calidris_pugnax ENSCPUG00000003996
calidris_pygmaea ENSCPGG00000000231
melopsittacus_undulatus ENSMUNG00000007265
lonchura_striata_domestica ENSLSDG00000011084
taeniopygia_guttata ENSTGUG00000013514
zonotrichia_albicollis ENSZALG00000014157
junco_hyemalis ENSJHYG00000003111
serinus_canaria ENSSCAG00000012284
parus_major ENSPMJG00000012245
cyanistes_caeruleus ENSCCEG00000002751
ficedula_albicollis ENSFALG00000001526
lepidothrix_coronata ENSLCOG00000008799
apteryx_rowi ENSARWG00000002933
apteryx_owenii ENSAOWG00000002584
dromaius_novaehollandiae ENSDNVG00000004651
latimeria_chalumnae ENSLACG00000009500
