amphiprion_percula ENSAPEG00000020451
amphiprion_ocellaris ENSAOCG00000015932
acanthochromis_polyacanthus ENSAPOG00000014530
stegastes_partitus ENSSPAG00000000662
haplochromis_burtoni ENSHBUG00000002992
pundamilia_nyererei ENSPNYG00000016841
astatotilapia_calliptera ENSACLG00000013441
maylandia_zebra ENSMZEG00005008398
neolamprologus_brichardi ENSNBRG00000015705
oreochromis_niloticus ENSONIG00000015273
amphilophus_citrinellus ENSACIG00000004842
seriola_lalandi_dorsalis ENSSLDG00000019744
seriola_dumerili ENSSDUG00000001442
scophthalmus_maximus ENSSMAG00000003845
takifugu_rubripes ENSTRUG00000016823
takifugu_rubripes ENSTRUG00000019799
tetraodon_nigroviridis ENSTNIG00000001169
mola_mola ENSMMOG00000013192
labrus_bergylta ENSLBEG00000017762
monopterus_albus ENSMALG00000018371
mastacembelus_armatus ENSMAMG00000019260
anabas_testudineus ENSATEG00000018484
hippocampus_comes ENSHCOG00000000156
gasterosteus_aculeatus ENSGACG00000006361
cynoglossus_semilaevis ENSCSEG00000018105
cyprinodon_variegatus ENSCVAG00000020287
fundulus_heteroclitus ENSFHEG00000019450
poecilia_formosa ENSPFOG00000005473
poecilia_latipinna ENSPLAG00000015493
poecilia_mexicana ENSPMEG00000016779
poecilia_reticulata ENSPREG00000014500
gambusia_affinis ENSGAFG00000003213
xiphophorus_couchianus ENSXCOG00000007749
kryptolebias_marmoratus ENSKMAG00000000813
oryzias_latipes ENSORLG00020003114
oryzias_latipes_asm223469v1 ENSORLG00015012142
oryzias_latipes ENSORLG00000024964
oryzias_melastigma ENSOMEG00000020242
periophthalmus_magnuspinnatus ENSPMGG00000017381
gadus_morhua ENSGMOG00000007453
esox_lucius ENSELUG00000002468
astyanax_mexicanus ENSAMXG00000041334
astyanax_mexicanus ENSAMXG00000030319
pygocentrus_nattereri ENSPNAG00000025607
danio_rerio ENSDARG00000037913
scleropages_formosus ENSSFOG00015011224
paramormyrops_kingsleyae ENSPKIG00000000213
lepisosteus_oculatus ENSLOCG00000009775
phascolarctos_cinereus ENSPCIG00000019565
notamacropus_eugenii ENSMEUG00000009787
sarcophilus_harrisii ENSSHAG00000018291
monodelphis_domestica ENSMODG00000001966
loxodonta_africana ENSLAFG00000005888
procavia_capensis ENSPCAG00000010159
echinops_telfairi ENSETEG00000006937
pan_troglodytes ENSPTRG00000021030
pan_paniscus ENSPPAG00000033100
homo_sapiens ENSG00000106733
gorilla_gorilla ENSGGOG00000011911
pongo_abelii ENSPPYG00000019299
nomascus_leucogenys ENSNLEG00000001798
colobus_angolensis_palliatus ENSCANG00000031353
piliocolobus_tephrosceles ENSPTEG00000038636
rhinopithecus_roxellana ENSRROG00000007266
rhinopithecus_bieti ENSRBIG00000033112
macaca_mulatta ENSMMUG00000010400
theropithecus_gelada ENSTGEG00000026286
papio_anubis ENSPANG00000024931
macaca_fascicularis ENSMFAG00000002149
macaca_nemestrina ENSMNEG00000017921
cercocebus_atys ENSCATG00000032637
mandrillus_leucophaeus ENSMLEG00000043427
chlorocebus_sabaeus ENSCSAG00000007978
saimiri_boliviensis_boliviensis ENSSBOG00000032396
cebus_capucinus ENSCCAG00000012965
callithrix_jacchus ENSCJAG00000012794
aotus_nancymaae ENSANAG00000001264
carlito_syrichta ENSTSYG00000004232
prolemur_simus ENSPSMG00000011503
microcebus_murinus ENSMICG00000007552
propithecus_coquereli ENSPCOG00000009609
otolemur_garnettii ENSOGAG00000002602
tupaia_belangeri ENSTBEG00000004063
castor_canadensis ENSCCNG00000027895
dipodomys_ordii ENSDORG00000002934
mus_musculus ENSMUSG00000037847
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0023723
mus_spicilegus ENSMSIG00000010916
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0022804
mus_pahari MGP_PahariEiJ_G0014299
rattus_norvegicus ENSRNOG00000012665
meriones_unguiculatus ENSMUGG00000012553
cricetulus_griseus_chok1gshd ENSCGRG00001008426
cricetulus_griseus_crigri-picr ENSCGRG00015004417
cricetulus_griseus_crigri ENSCGRG00000015258
cricetulus_griseus_chok1gshd ENSCGRG00001020059
cricetulus_griseus_crigri ENSCGRG00000001304
mesocricetus_auratus ENSMAUG00000009949
microtus_ochrogaster ENSMOCG00000022247
peromyscus_maniculatus_bairdii ENSPEMG00000013725
nannospalax_galili ENSNGAG00000019838
jaculus_jaculus ENSJJAG00000016607
urocitellus_parryii ENSUPAG00010000062
ictidomys_tridecemlineatus ENSSTOG00000000389
spermophilus_dauricus ENSSDAG00000012202
marmota_marmota_marmota ENSMMMG00000011918
cavia_porcellus ENSCPOG00000039820
cavia_aperea ENSCAPG00000015147
chinchilla_lanigera ENSCLAG00000001323
octodon_degus ENSODEG00000003218
