anolis_carolinensis ENSACAG00000014642
pogona_vitticeps ENSPVIG00000003954
notechis_scutatus ENSNSUG00000015787
salvator_merianae ENSSMRG00000021204
sphenodon_punctatus ENSSPUG00000013313
anas_platyrhynchos_platyrhynchos ENSAPLG00000009562
anser_brachyrhynchus ENSABRG00000002375
meleagris_gallopavo ENSMGAG00000002630
coturnix_japonica ENSCJPG00005019654
gallus_gallus ENSGALG00000002964
numida_meleagris ENSNMEG00000014349
lepidothrix_coronata ENSLCOG00000009387
manacus_vitellinus ENSMVIG00005004416
taeniopygia_guttata ENSTGUG00000004953
taeniopygia_guttata ENSTGUG00000013788
lonchura_striata_domestica ENSLSDG00000005706
junco_hyemalis ENSJHYG00000014925
zonotrichia_albicollis ENSZALG00000013924
serinus_canaria ENSSCAG00000010890
ficedula_albicollis ENSFALG00000009403
parus_major ENSPMJG00000001407
cyanistes_caeruleus ENSCCEG00000023234
melopsittacus_undulatus ENSMUNG00000015129
calidris_pygmaea ENSCPGG00000003050
calidris_pugnax ENSCPUG00000007852
apteryx_owenii ENSAOWG00000014299
apteryx_haastii ENSAHAG00000013741
apteryx_rowi ENSARWG00000005217
dromaius_novaehollandiae ENSDNVG00000016895
nothoprocta_perdicaria ENSNPEG00000011860
crocodylus_porosus ENSCPRG00005018566
gopherus_agassizii ENSGAGG00000007548
chelonoidis_abingdonii ENSCABG00000021639
chrysemys_picta_bellii ENSCPBG00000024888
pelodiscus_sinensis ENSPSIG00000003211
phascolarctos_cinereus ENSPCIG00000019185
notamacropus_eugenii ENSMEUG00000005092
sarcophilus_harrisii ENSSHAG00000000421
monodelphis_domestica ENSMODG00000015681
chinchilla_lanigera ENSCLAG00000010370
octodon_degus ENSODEG00000009929
cavia_porcellus ENSCPOG00000024675
cavia_aperea ENSCAPG00000017032
heterocephalus_glaber_female ENSHGLG00000014066
heterocephalus_glaber_male ENSHGLG00100019104
fukomys_damarensis ENSFDAG00000009235
marmota_marmota_marmota ENSMMMG00000024410
spermophilus_dauricus ENSSDAG00000021933
ictidomys_tridecemlineatus ENSSTOG00000004784
urocitellus_parryii ENSUPAG00010006027
castor_canadensis ENSCCNG00000029531
dipodomys_ordii ENSDORG00000012965
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0028765
mus_musculus ENSMUSG00000029480
mus_spicilegus ENSMSIG00000006064
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0027766
mus_pahari MGP_PahariEiJ_G0024346
rattus_norvegicus ENSRNOG00000022171
meriones_unguiculatus ENSMUGG00000019401
cricetulus_griseus_crigri-picr ENSCGRG00015021144
cricetulus_griseus_chok1gshd ENSCGRG00001014560
cricetulus_griseus_crigri ENSCGRG00000011701
mesocricetus_auratus ENSMAUG00000001526
microtus_ochrogaster ENSMOCG00000003143
peromyscus_maniculatus_bairdii ENSPEMG00000001822
nannospalax_galili ENSNGAG00000014443
jaculus_jaculus ENSJJAG00000021254
oryctolagus_cuniculus ENSOCUG00000008090
ochotona_princeps ENSOPRG00000014496
tupaia_belangeri ENSTBEG00000001651
pan_troglodytes ENSPTRG00000050780
pan_paniscus ENSPPAG00000013771
homo_sapiens ENSG00000150990
gorilla_gorilla ENSGGOG00000005339
pongo_abelii ENSPPYG00000005106
nomascus_leucogenys ENSNLEG00000002551
piliocolobus_tephrosceles ENSPTEG00000002534
colobus_angolensis_palliatus ENSCANG00000032521
rhinopithecus_roxellana ENSRROG00000041401
rhinopithecus_bieti ENSRBIG00000043457
chlorocebus_sabaeus ENSCSAG00000001977
theropithecus_gelada ENSTGEG00000027707
papio_anubis ENSPANG00000011473
cercocebus_atys ENSCATG00000037537
mandrillus_leucophaeus ENSMLEG00000043019
macaca_mulatta ENSMMUG00000017902
macaca_fascicularis ENSMFAG00000037879
macaca_nemestrina ENSMNEG00000042951
cebus_capucinus ENSCCAG00000033656
callithrix_jacchus ENSCJAG00000021400
aotus_nancymaae ENSANAG00000034653
aotus_nancymaae ENSANAG00000023048
saimiri_boliviensis_boliviensis ENSSBOG00000026565
carlito_syrichta ENSTSYG00000028383
propithecus_coquereli ENSPCOG00000027512
prolemur_simus ENSPSMG00000023439
microcebus_murinus ENSMICG00000005216
otolemur_garnettii ENSOGAG00000010508
capra_hircus ENSCHIG00000019152
ovis_aries ENSOARG00000017866
ovis_aries ENSOARG00000002435
bison_bison_bison ENSBBBG00000005162
bos_mutus ENSBMUG00000018201
bos_taurus ENSBTAG00000020414
tursiops_truncatus ENSTTRG00000001648
sus_scrofa ENSSSCG00000009758
ursus_americanus ENSUAMG00000003979
ursus_maritimus ENSUMAG00000000800
ailuropoda_melanoleuca ENSAMEG00000015543
canis_lupus_dingo ENSCAFG00020012586
canis_lupus_familiaris ENSCAFG00000006952
vulpes_vulpes ENSVVUG00000025832
mustela_putorius_furo ENSMPUG00000001400
neovison_vison ENSNVIG00000021798
panthera_pardus ENSPPRG00000005144
panthera_tigris_altaica ENSPTIG00000001223
felis_catus ENSFCAG00000014583
equus_caballus ENSECAG00000007404
equus_asinus_asinus ENSEASG00005013134
pteropus_vampyrus ENSPVAG00000008669
erinaceus_europaeus ENSEEUG00000012668
dasypus_novemcinctus ENSDNOG00000003434
loxodonta_africana ENSLAFG00000004176
procavia_capensis ENSPCAG00000008968
echinops_telfairi ENSETEG00000018175
ornithorhynchus_anatinus ENSOANG00000001323
xenopus_tropicalis ENSXETG00000001202
latimeria_chalumnae ENSLACG00000012579
seriola_dumerili ENSSDUG00000002265
seriola_lalandi_dorsalis ENSSLDG00000003710
scophthalmus_maximus ENSSMAG00000006189
cynoglossus_semilaevis ENSCSEG00000019728
cynoglossus_semilaevis ENSCSEG00000018466
hippocampus_comes ENSHCOG00000005836
monopterus_albus ENSMALG00000020684
mastacembelus_armatus ENSMAMG00000014318
anabas_testudineus ENSATEG00000020638
tetraodon_nigroviridis ENSTNIG00000015925
takifugu_rubripes ENSTRUG00000016466
mola_mola ENSMMOG00000012526
labrus_bergylta ENSLBEG00000025303
gasterosteus_aculeatus ENSGACG00000003927
xiphophorus_couchianus ENSXCOG00000002147
xiphophorus_maculatus ENSXMAG00000014623
gambusia_affinis ENSGAFG00000000621
poecilia_formosa ENSPFOG00000012138
poecilia_latipinna ENSPLAG00000017487
poecilia_mexicana ENSPMEG00000004040
poecilia_reticulata ENSPREG00000011504
fundulus_heteroclitus ENSFHEG00000018467
cyprinodon_variegatus ENSCVAG00000018153
kryptolebias_marmoratus ENSKMAG00000003517
oryzias_latipes ENSORLG00020005608
oryzias_latipes_asm223469v1 ENSORLG00015015337
oryzias_latipes ENSORLG00000002635
oryzias_melastigma ENSOMEG00000000674
maylandia_zebra ENSMZEG00005009802
haplochromis_burtoni ENSHBUG00000013916
astatotilapia_calliptera ENSACLG00000011192
pundamilia_nyererei ENSPNYG00000008298
oreochromis_niloticus ENSONIG00000014404
neolamprologus_brichardi ENSNBRG00000019133
amphilophus_citrinellus ENSACIG00000006590
amphiprion_ocellaris ENSAOCG00000015168
amphiprion_percula ENSAPEG00000017509
acanthochromis_polyacanthus ENSAPOG00000021493
stegastes_partitus ENSSPAG00000015538
periophthalmus_magnuspinnatus ENSPMGG00000018379
gadus_morhua ENSGMOG00000011509
esox_lucius ENSELUG00000008988
pygocentrus_nattereri ENSPNAG00000007771
astyanax_mexicanus ENSAMXG00000006130
ictalurus_punctatus ENSIPUG00000025001
danio_rerio ENSDARG00000062612
scleropages_formosus ENSSFOG00015013932
paramormyrops_kingsleyae ENSPKIG00000024671
