vombatus_ursinus ENSVURG00010004668
phascolarctos_cinereus ENSPCIG00000026260
notamacropus_eugenii ENSMEUG00000002514
sarcophilus_harrisii ENSSHAG00000009598
monodelphis_domestica ENSMODG00000018475
myotis_lucifugus ENSMLUG00000010047
pteropus_vampyrus ENSPVAG00000002424
capra_hircus ENSCHIG00000012957
ovis_aries ENSOARG00000016659
bos_indicus ENSBIXG00005020059
bos_indicus ENSBIXG00000007291
bos_mutus ENSBMUG00000012738
bison_bison ENSBBBG00000015059
bos_taurus ENSBTAG00000015405
tursiops_truncatus ENSTTRG00000004900
sus_scrofa ENSSSCG00000029189
ursus_americanus ENSUAMG00000025648
ursus_maritimus ENSUMAG00000000426
ailuropoda_melanoleuca ENSAMEG00000016249
mustela_putorius ENSMPUG00000005461
neovison_vison ENSNVIG00000002240
canis_lupus ENSCAFG00020009712
canis_lupus ENSCAFG00000006532
vulpes_vulpes ENSVVUG00000024107
panthera_tigris ENSPTIG00000014056
panthera_pardus ENSPPRG00000024944
equus_asinus ENSEASG00005003085
equus_caballus ENSECAG00000009296
erinaceus_europaeus ENSEEUG00000008617
sorex_araneus ENSSARG00000008007
castor_canadensis ENSCCNG00000023065
dipodomys_ordii ENSDORG00000000524
mus_spicilegus ENSMSIG00000028190
mus_spretus MGP_SPRETEiJ_G0031352
mus_musculus ENSMUSG00000036862
mus_caroli MGP_CAROLIEiJ_G0030240
mus_pahari MGP_PahariEiJ_G0013455
rattus_norvegicus ENSRNOG00000031643
meriones_unguiculatus ENSMUGG00000005881
cricetulus_griseus ENSCGRG00001013120
cricetulus_griseus ENSCGRG00015012828
cricetulus_griseus ENSCGRG00000005370
mesocricetus_auratus ENSMAUG00000008012
peromyscus_maniculatus ENSPEMG00000010052
microtus_ochrogaster ENSMOCG00000005765
nannospalax_galili ENSNGAG00000001902
jaculus_jaculus ENSJJAG00000017088
chinchilla_lanigera ENSCLAG00000015967
octodon_degus ENSODEG00000010062
cavia_porcellus ENSCPOG00000012536
cavia_aperea ENSCAPG00000014602
heterocephalus_glaber ENSHGLG00000004668
heterocephalus_glaber ENSHGLG00100012623
fukomys_damarensis ENSFDAG00000011018
urocitellus_parryii ENSUPAG00010007314
spermophilus_dauricus ENSSDAG00000020670
ictidomys_tridecemlineatus ENSSTOG00000025568
marmota_marmota ENSMMMG00000015573
oryctolagus_cuniculus ENSOCUG00000006606
ochotona_princeps ENSOPRG00000008111
pan_troglodytes ENSPTRG00000003300
pan_paniscus ENSPPAG00000038073
homo_sapiens ENSG00000166341
gorilla_gorilla ENSGGOG00000000401
nomascus_leucogenys ENSNLEG00000017465
theropithecus_gelada ENSTGEG00000019666
papio_anubis ENSPANG00000024148
cercocebus_atys ENSCATG00000036519
mandrillus_leucophaeus ENSMLEG00000035614
macaca_fascicularis ENSMFAG00000043464
macaca_mulatta ENSMMUG00000007754
macaca_nemestrina ENSMNEG00000008159
chlorocebus_sabaeus ENSCSAG00000004365
piliocolobus_tephrosceles ENSPTEG00000039098
colobus_angolensis ENSCANG00000027336
rhinopithecus_roxellana ENSRROG00000039837
rhinopithecus_bieti ENSRBIG00000031623
cebus_capucinus ENSCCAG00000029695
saimiri_boliviensis ENSSBOG00000023128
callithrix_jacchus ENSCJAG00000013828
aotus_nancymaae ENSANAG00000034179
carlito_syrichta ENSTSYG00000014093
propithecus_coquereli ENSPCOG00000019695
microcebus_murinus ENSMICG00000002145
prolemur_simus ENSPSMG00000023945
otolemur_garnettii ENSOGAG00000024231
tupaia_belangeri ENSTBEG00000000259
loxodonta_africana ENSLAFG00000016034
procavia_capensis ENSPCAG00000016419
echinops_telfairi ENSETEG00000008887
dasypus_novemcinctus ENSDNOG00000047878
ornithorhynchus_anatinus ENSOANG00000004318
ornithorhynchus_anatinus ENSOANG00000032249
callorhinchus_milii ENSCMIG00000004559
