salvator_merianae ENSSMRG00000016727
pogona_vitticeps ENSPVIG00000018891
sphenodon_punctatus ENSSPUG00000016652
apteryx_owenii ENSAOWG00000013664
apteryx_rowi ENSARWG00000016801
apteryx_haastii ENSAHAG00000011107
dromaius_novaehollandiae ENSDNVG00000006288
calidris_pugnax ENSCPUG00000010948
calidris_pygmaea ENSCPGG00000016995
melopsittacus_undulatus ENSMUNG00000004889
lonchura_striata ENSLSDG00000001075
taeniopygia_guttata ENSTGUG00000003247
serinus_canaria ENSSCAG00000000156
junco_hyemalis ENSJHYG00000000321
zonotrichia_albicollis ENSZALG00000000316
ficedula_albicollis ENSFALG00000004861
parus_major ENSPMJG00000008220
cyanistes_caeruleus ENSCCEG00000020839
lepidothrix_coronata ENSLCOG00000007393
gallus_gallus ENSGALG00000009234
coturnix_japonica ENSCJPG00005018450
meleagris_gallopavo ENSMGAG00000010012
numida_meleagris ENSNMEG00000021714
anser_brachyrhynchus ENSABRG00000004007
crocodylus_porosus ENSCPRG00005000778
gopherus_agassizii ENSGAGG00000012186
chelonoidis_abingdonii ENSCABG00000011487
chrysemys_picta ENSCPBG00000022167
pelodiscus_sinensis ENSPSIG00000005741
notechis_scutatus ENSNSUG00000001153
anolis_carolinensis ENSACAG00000001708
anas_platyrhynchos ENSAPLG00000021841
nothoprocta_perdicaria ENSNPEG00000014753
vombatus_ursinus ENSVURG00010007093
phascolarctos_cinereus ENSPCIG00000030546
notamacropus_eugenii ENSMEUG00000000291
sarcophilus_harrisii ENSSHAG00000014203
monodelphis_domestica ENSMODG00000015443
saimiri_boliviensis ENSSBOG00000022867
callithrix_jacchus ENSCJAG00000014876
cebus_capucinus ENSCCAG00000025467
aotus_nancymaae ENSANAG00000031967
pan_troglodytes ENSPTRG00000007654
pan_paniscus ENSPPAG00000033806
gorilla_gorilla ENSGGOG00000023912
homo_sapiens ENSG00000162066
pongo_abelii ENSPPYG00000007003
rhinopithecus_bieti ENSRBIG00000030106
rhinopithecus_roxellana ENSRROG00000009899
colobus_angolensis ENSCANG00000032866
piliocolobus_tephrosceles ENSPTEG00000031854
papio_anubis ENSPANG00000021239
theropithecus_gelada ENSTGEG00000026281
cercocebus_atys ENSCATG00000028804
macaca_nemestrina ENSMNEG00000036892
macaca_fascicularis ENSMFAG00000002099
chlorocebus_sabaeus ENSCSAG00000010491
mandrillus_leucophaeus ENSMLEG00000040707
nomascus_leucogenys ENSNLEG00000009424
homo_sapiens ENSG00000259784
carlito_syrichta ENSTSYG00000007519
prolemur_simus ENSPSMG00000018950
propithecus_coquereli ENSPCOG00000018631
microcebus_murinus ENSMICG00000017110
otolemur_garnettii ENSOGAG00000028163
dipodomys_ordii ENSDORG00000016212
castor_canadensis ENSCCNG00000019476
mus_musculus ENSMUSG00000036820
mus_spicilegus ENSMSIG00000004550
mus_spretus MGP_SPRETEiJ_G0022084
mus_caroli MGP_CAROLIEiJ_G0021174
mus_pahari MGP_PahariEiJ_G0023490
rattus_norvegicus ENSRNOG00000006460
meriones_unguiculatus ENSMUGG00000025804
cricetulus_griseus ENSCGRG00015012018
cricetulus_griseus ENSCGRG00001017081
cricetulus_griseus ENSCGRG00000018028
mesocricetus_auratus ENSMAUG00000011687
microtus_ochrogaster ENSMOCG00000017068
peromyscus_maniculatus ENSPEMG00000018903
nannospalax_galili ENSNGAG00000009365
jaculus_jaculus ENSJJAG00000017518
castor_canadensis ENSCCNG00000019485
chinchilla_lanigera ENSCLAG00000014069
octodon_degus ENSODEG00000013370
cavia_aperea ENSCAPG00000015295
cavia_porcellus ENSCPOG00000010046
heterocephalus_glaber ENSHGLG00000006451
heterocephalus_glaber ENSHGLG00100003379
urocitellus_parryii ENSUPAG00010018072
ictidomys_tridecemlineatus ENSSTOG00000013422
marmota_marmota ENSMMMG00000009000
spermophilus_dauricus ENSSDAG00000009661
oryctolagus_cuniculus ENSOCUG00000021194
ochotona_princeps ENSOPRG00000001337
tupaia_belangeri ENSTBEG00000008389
ursus_americanus ENSUAMG00000013080
ursus_maritimus ENSUMAG00000022864
ailuropoda_melanoleuca ENSAMEG00000017982
mustela_putorius ENSMPUG00000015312
neovison_vison ENSNVIG00000023091
canis_lupus ENSCAFG00000019360
vulpes_vulpes ENSVVUG00000009026
canis_lupus ENSCAFG00020026059
panthera_pardus ENSPPRG00000022914
panthera_tigris ENSPTIG00000017284
felis_catus ENSFCAG00000001962
equus_caballus ENSECAG00000012571
equus_asinus ENSEASG00005005763
