phascolarctos_cinereus ENSPCIG00000013689
notamacropus_eugenii ENSMEUG00000012377
bos_taurus ENSBTAG00000053595
bos_mutus ENSBMUG00000002568
bison_bison_bison ENSBBBG00000005537
ovis_aries ENSOARG00000009680
capra_hircus ENSCHIG00000004716
sus_scrofa ENSSSCG00000028997
sorex_araneus ENSSARG00000005576
erinaceus_europaeus ENSEEUG00000009872
ursus_maritimus ENSUMAG00000001801
ursus_americanus ENSUAMG00000014245
ailuropoda_melanoleuca ENSAMEG00000005885
neovison_vison ENSNVIG00000012124
mustela_putorius_furo ENSMPUG00000004809
canis_lupus_dingo ENSCAFG00020003604
canis_lupus_familiaris ENSCAFG00000002961
vulpes_vulpes ENSVVUG00000024790
panthera_pardus ENSPPRG00000009245
panthera_tigris_altaica ENSPTIG00000013356
felis_catus ENSFCAG00000036304
equus_caballus ENSECAG00000008431
equus_asinus_asinus ENSEASG00005022172
pteropus_vampyrus ENSPVAG00000002497
homo_sapiens ENSG00000257184
pongo_abelii ENSPPYG00000017700
fukomys_damarensis ENSFDAG00000010519
tupaia_belangeri ENSTBEG00000011012
dipodomys_ordii ENSDORG00000006323
cricetulus_griseus_chok1gshd ENSCGRG00001007287
cricetulus_griseus_crigri-picr ENSCGRG00015021078
cricetulus_griseus_crigri ENSCGRG00000017313
mesocricetus_auratus ENSMAUG00000000669
microtus_ochrogaster ENSMOCG00000017667
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0029391
mus_musculus ENSMUSG00000038227
mus_spicilegus ENSMSIG00000009832
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0028389
mus_pahari MGP_PahariEiJ_G0022139
rattus_norvegicus ENSRNOG00000048146
rattus_norvegicus ENSRNOG00000047484
rattus_norvegicus ENSRNOG00000061871
castor_canadensis ENSCCNG00000023524
nannospalax_galili ENSNGAG00000016754
marmota_marmota_marmota ENSMMMG00000006550
urocitellus_parryii ENSUPAG00010017383
ictidomys_tridecemlineatus ENSSTOG00000028613
cavia_porcellus ENSCPOG00000011365
octodon_degus ENSODEG00000009347
chinchilla_lanigera ENSCLAG00000010294
heterocephalus_glaber_female ENSHGLG00000006764
homo_sapiens ENSG00000078399
gorilla_gorilla ENSGGOG00000002222
pan_troglodytes ENSPTRG00000049485
pan_troglodytes ENSPTRG00000047890
pan_paniscus ENSPPAG00000030004
nomascus_leucogenys ENSNLEG00000014992
macaca_fascicularis ENSMFAG00000041407
macaca_nemestrina ENSMNEG00000035910
papio_anubis ENSPANG00000025913
theropithecus_gelada ENSTGEG00000020899
cercocebus_atys ENSCATG00000042075
mandrillus_leucophaeus ENSMLEG00000044371
chlorocebus_sabaeus ENSCSAG00000014297
rhinopithecus_roxellana ENSRROG00000027298
rhinopithecus_bieti ENSRBIG00000038074
colobus_angolensis_palliatus ENSCANG00000041680
piliocolobus_tephrosceles ENSPTEG00000021492
cebus_capucinus ENSCCAG00000029541
saimiri_boliviensis_boliviensis ENSSBOG00000033572
callithrix_jacchus ENSCJAG00000038531
aotus_nancymaae ENSANAG00000027317
carlito_syrichta ENSTSYG00000031784
prolemur_simus ENSPSMG00000014704
propithecus_coquereli ENSPCOG00000019455
microcebus_murinus ENSMICG00000045382
otolemur_garnettii ENSOGAG00000015000
oryctolagus_cuniculus ENSOCUG00000020585
ochotona_princeps ENSOPRG00000010452
jaculus_jaculus ENSJJAG00000003182
meriones_unguiculatus ENSMUGG00000000977
procavia_capensis ENSPCAG00000016455
peromyscus_maniculatus_bairdii ENSPEMG00000020209
heterocephalus_glaber_male ENSHGLG00100006090
loxodonta_africana ENSLAFG00000008970
dasypus_novemcinctus ENSDNOG00000043901
anser_brachyrhynchus ENSABRG00000010216
melopsittacus_undulatus ENSMUNG00000007188
meleagris_gallopavo ENSMGAG00000017085
apteryx_haastii ENSAHAG00000019240
pelodiscus_sinensis ENSPSIG00000002761
sphenodon_punctatus ENSSPUG00000016079
salvator_merianae ENSSMRG00000003009
