pan_troglodytes ENSPTRG00000006706
pan_paniscus ENSPPAG00000038093
homo_sapiens ENSG00000176605
gorilla_gorilla ENSGGOG00000011931
pongo_abelii ENSPPYG00000006130
nomascus_leucogenys ENSNLEG00000035105
macaca_fascicularis ENSMFAG00000002325
macaca_nemestrina ENSMNEG00000035369
cercocebus_atys ENSCATG00000044476
theropithecus_gelada ENSTGEG00000005597
mandrillus_leucophaeus ENSMLEG00000044245
papio_anubis ENSPANG00000013435
chlorocebus_sabaeus ENSCSAG00000010482
rhinopithecus_roxellana ENSRROG00000037006
rhinopithecus_bieti ENSRBIG00000031896
colobus_angolensis_palliatus ENSCANG00000036351
saimiri_boliviensis_boliviensis ENSSBOG00000027210
callithrix_jacchus ENSCJAG00000045174
cebus_capucinus ENSCCAG00000029050
aotus_nancymaae ENSANAG00000029423
