pan_paniscus ENSPPAG00000011213
pan_troglodytes ENSPTRG00000048064
gorilla_gorilla ENSGGOG00000042930
homo_sapiens ENSG00000206262
pongo_abelii ENSPPYG00000014150
nomascus_leucogenys ENSNLEG00000004379
rhinopithecus_bieti ENSRBIG00000038537
rhinopithecus_roxellana ENSRROG00000038733
colobus_angolensis_palliatus ENSCANG00000031994
macaca_nemestrina ENSMNEG00000029429
macaca_fascicularis ENSMFAG00000002086
mandrillus_leucophaeus ENSMLEG00000028660
papio_anubis ENSPANG00000034278
cercocebus_atys ENSCATG00000036502
macaca_mulatta ENSMMUG00000049225
theropithecus_gelada ENSTGEG00000010093
saimiri_boliviensis_boliviensis ENSSBOG00000027764
cebus_capucinus ENSCCAG00000029666
callithrix_jacchus ENSCJAG00000002249
aotus_nancymaae ENSANAG00000037330
