prolemur_simus ENSPSMG00000017851
propithecus_coquereli ENSPCOG00000021621
otolemur_garnettii ENSOGAG00000033090
pan_troglodytes ENSPTRG00000022118
homo_sapiens ENSG00000158301
gorilla_gorilla ENSGGOG00000008554
pongo_abelii ENSPPYG00000020569
nomascus_leucogenys ENSNLEG00000027028
piliocolobus_tephrosceles ENSPTEG00000019048
piliocolobus_tephrosceles ENSPTEG00000019015
colobus_angolensis ENSCANG00000020576
rhinopithecus_roxellana ENSRROG00000003730
rhinopithecus_bieti ENSRBIG00000031055
macaca_mulatta ENSMMUG00000009970
macaca_fascicularis ENSMFAG00000030449
macaca_nemestrina ENSMNEG00000003109
papio_anubis ENSPANG00000005163
theropithecus_gelada ENSTGEG00000012660
cercocebus_atys ENSCATG00000043399
mandrillus_leucophaeus ENSMLEG00000020751
chlorocebus_sabaeus ENSCSAG00000009542
cebus_capucinus ENSCCAG00000034714
saimiri_boliviensis ENSSBOG00000028331
tupaia_belangeri ENSTBEG00000007313
spermophilus_dauricus ENSSDAG00000018980
marmota_marmota ENSMMMG00000015568
ictidomys_tridecemlineatus ENSSTOG00000003047
chinchilla_lanigera ENSCLAG00000017400
octodon_degus ENSODEG00000001177
cavia_porcellus ENSCPOG00000004668
heterocephalus_glaber ENSHGLG00100020487
heterocephalus_glaber ENSHGLG00000020229
fukomys_damarensis ENSFDAG00000013218
castor_canadensis ENSCCNG00000003295
dipodomys_ordii ENSDORG00000004077
cricetulus_griseus ENSCGRG00001005359
cricetulus_griseus ENSCGRG00015002465
cricetulus_griseus ENSCGRG00000011817
peromyscus_maniculatus ENSPEMG00000001857
mus_spicilegus ENSMSIG00000016564
mus_spretus MGP_SPRETEiJ_G0034579
mus_musculus ENSMUSG00000072966
mus_caroli MGP_CAROLIEiJ_G0033410
mus_pahari MGP_PahariEiJ_G0031950
rattus_norvegicus ENSRNOG00000037658
meriones_unguiculatus ENSMUGG00000024616
nannospalax_galili ENSNGAG00000013470
jaculus_jaculus ENSJJAG00000011794
oryctolagus_cuniculus ENSOCUG00000015256
pteropus_vampyrus ENSPVAG00000014915
myotis_lucifugus ENSMLUG00000008246
erinaceus_europaeus ENSEEUG00000000010
sorex_araneus ENSSARG00000010370
ursus_maritimus ENSUMAG00000000931
ursus_americanus ENSUAMG00000002200
ailuropoda_melanoleuca ENSAMEG00000019117
mustela_putorius ENSMPUG00000019691
neovison_vison ENSNVIG00000014880
canis_lupus ENSCAFG00000017778
vulpes_vulpes ENSVVUG00000001693
panthera_pardus ENSPPRG00000021801
felis_catus ENSFCAG00000002657
capra_hircus ENSCHIG00000006797
ovis_aries ENSOARG00000018658
bos_indicus ENSBIXG00005015630
bos_taurus ENSBTAG00000032852
bos_mutus ENSBMUG00000011291
tursiops_truncatus ENSTTRG00000007079
sus_scrofa ENSSSCG00000012521
vicugna_pacos ENSVPAG00000009026
equus_caballus ENSECAG00000010419
equus_asinus ENSEASG00005002626
spermophilus_dauricus ENSSDAG00000018963
choloepus_hoffmanni ENSCHOG00000007374
dasypus_novemcinctus ENSDNOG00000019871
loxodonta_africana ENSLAFG00000005214
