prolemur_simus ENSPSMG00000020999
microcebus_murinus ENSMICG00000011288
propithecus_coquereli ENSPCOG00000026198
otolemur_garnettii ENSOGAG00000016774
pan_troglodytes ENSPTRG00000003728
pan_paniscus ENSPPAG00000037744
gorilla_gorilla ENSGGOG00000008678
homo_sapiens ENSG00000013725
pongo_abelii ENSPPYG00000003198
nomascus_leucogenys ENSNLEG00000013729
papio_anubis ENSPANG00000003105
theropithecus_gelada ENSTGEG00000018912
macaca_fascicularis ENSMFAG00000033693
macaca_mulatta ENSMMUG00000044417
mandrillus_leucophaeus ENSMLEG00000035342
cercocebus_atys ENSCATG00000032323
macaca_nemestrina ENSMNEG00000031074
chlorocebus_sabaeus ENSCSAG00000006284
piliocolobus_tephrosceles ENSPTEG00000008062
colobus_angolensis_palliatus ENSCANG00000035149
rhinopithecus_bieti ENSRBIG00000028033
rhinopithecus_roxellana ENSRROG00000045225
saimiri_boliviensis_boliviensis ENSSBOG00000019140
cebus_capucinus ENSCCAG00000031326
callithrix_jacchus ENSCJAG00000016561
aotus_nancymaae ENSANAG00000034253
oryctolagus_cuniculus ENSOCUG00000012464
ochotona_princeps ENSOPRG00000003698
carlito_syrichta ENSTSYG00000027603
tupaia_belangeri ENSTBEG00000015968
castor_canadensis ENSCCNG00000027272
dipodomys_ordii ENSDORG00000006488
mus_spicilegus ENSMSIG00000030511
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0023614
mus_musculus ENSMUSG00000024670
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0022700
mus_pahari MGP_PahariEiJ_G0014194
rattus_norvegicus ENSRNOG00000020884
rattus_norvegicus ENSRNOG00000046782
meriones_unguiculatus ENSMUGG00000014390
peromyscus_maniculatus_bairdii ENSPEMG00000010967
microtus_ochrogaster ENSMOCG00000000759
cricetulus_griseus_chok1gshd ENSCGRG00001015074
cricetulus_griseus_crigri-picr ENSCGRG00015007608
cricetulus_griseus_crigri ENSCGRG00000013610
mesocricetus_auratus ENSMAUG00000012522
nannospalax_galili ENSNGAG00000013301
jaculus_jaculus ENSJJAG00000017281
ictidomys_tridecemlineatus ENSSTOG00000007470
urocitellus_parryii ENSUPAG00010004151
spermophilus_dauricus ENSSDAG00000017661
marmota_marmota_marmota ENSMMMG00000001045
cavia_aperea ENSCAPG00000007700
cavia_porcellus ENSCPOG00000012789
octodon_degus ENSODEG00000004931
heterocephalus_glaber_male ENSHGLG00100018751
heterocephalus_glaber_female ENSHGLG00000013374
fukomys_damarensis ENSFDAG00000013336
bos_mutus ENSBMUG00000015195
bos_taurus ENSBTAG00000018367
bison_bison_bison ENSBBBG00000020994
capra_hircus ENSCHIG00000019984
ovis_aries ENSOARG00000016062
tursiops_truncatus ENSTTRG00000012501
sus_scrofa ENSSSCG00000013111
equus_caballus ENSECAG00000011180
equus_asinus_asinus ENSEASG00005008093
ursus_americanus ENSUAMG00000017710
ursus_maritimus ENSUMAG00000011656
ailuropoda_melanoleuca ENSAMEG00000007493
neovison_vison ENSNVIG00000021998
mustela_putorius_furo ENSMPUG00000014383
canis_lupus_dingo ENSCAFG00020012579
vulpes_vulpes ENSVVUG00000005070
canis_lupus_familiaris ENSCAFG00000016378
panthera_pardus ENSPPRG00000000694
panthera_tigris_altaica ENSPTIG00000017692
felis_catus ENSFCAG00000013671
pteropus_vampyrus ENSPVAG00000014676
myotis_lucifugus ENSMLUG00000004359
erinaceus_europaeus ENSEEUG00000005975
choloepus_hoffmanni ENSCHOG00000010089
dasypus_novemcinctus ENSDNOG00000038569
loxodonta_africana ENSLAFG00000008816
procavia_capensis ENSPCAG00000006641
notamacropus_eugenii ENSMEUG00000016703
phascolarctos_cinereus ENSPCIG00000015930
monodelphis_domestica ENSMODG00000020341
sarcophilus_harrisii ENSSHAG00000009942
ornithorhynchus_anatinus ENSOANG00000003839
chelonoidis_abingdonii ENSCABG00000014708
gopherus_agassizii ENSGAGG00000013337
chrysemys_picta_bellii ENSCPBG00000027077
pelodiscus_sinensis ENSPSIG00000010206
meleagris_gallopavo ENSMGAG00000005214
gallus_gallus ENSGALG00000043016
coturnix_japonica ENSCJPG00005013176
numida_meleagris ENSNMEG00000004571
anas_platyrhynchos_platyrhynchos ENSAPLG00000018616
lonchura_striata_domestica ENSLSDG00000004055
zonotrichia_albicollis ENSZALG00000003762
taeniopygia_guttata ENSTGUG00000006362
parus_major ENSPMJG00000006875
cyanistes_caeruleus ENSCCEG00000002889
ficedula_albicollis ENSFALG00000012059
serinus_canaria ENSSCAG00000009790
junco_hyemalis ENSJHYG00000005774
apteryx_owenii ENSAOWG00000000537
apteryx_haastii ENSAHAG00000004228
apteryx_rowi ENSARWG00000015001
dromaius_novaehollandiae ENSDNVG00000017494
nothoprocta_perdicaria ENSNPEG00000013690
anolis_carolinensis ENSACAG00000017783
sphenodon_punctatus ENSSPUG00000019332
latimeria_chalumnae ENSLACG00000005419
mastacembelus_armatus ENSMAMG00000007071
monopterus_albus ENSMALG00000016426
seriola_lalandi_dorsalis ENSSLDG00000016805
stegastes_partitus ENSSPAG00000002176
oryzias_melastigma ENSOMEG00000018929
kryptolebias_marmoratus ENSKMAG00000002180
neolamprologus_brichardi ENSNBRG00000016837
astatotilapia_calliptera ENSACLG00000000101
amphilophus_citrinellus ENSACIG00000020251
anabas_testudineus ENSATEG00000003787
labrus_bergylta ENSLBEG00000020207
gasterosteus_aculeatus ENSGACG00000002315
gadus_morhua ENSGMOG00000012097
scleropages_formosus ENSSFOG00015010023
paramormyrops_kingsleyae ENSPKIG00000004573
