anolis_carolinensis ENSACAG00000015225
pogona_vitticeps ENSPVIG00000010587
sphenodon_punctatus ENSSPUG00000001640
chelonoidis_abingdonii ENSCABG00000015002
gopherus_agassizii ENSGAGG00000013431
chrysemys_picta_bellii ENSCPBG00000005535
pelodiscus_sinensis ENSPSIG00000017833
crocodylus_porosus ENSCPRG00005009738
taeniopygia_guttata ENSTGUG00000013490
lonchura_striata_domestica ENSLSDG00000009812
zonotrichia_albicollis ENSZALG00000013683
junco_hyemalis ENSJHYG00000016147
serinus_canaria ENSSCAG00000012524
ficedula_albicollis ENSFALG00000001712
parus_major ENSPMJG00000000440
cyanistes_caeruleus ENSCCEG00000003129
lepidothrix_coronata ENSLCOG00000013135
manacus_vitellinus ENSMVIG00005008621
melopsittacus_undulatus ENSMUNG00000014653
calidris_pugnax ENSCPUG00000004170
anser_brachyrhynchus ENSABRG00000004122
anas_platyrhynchos_platyrhynchos ENSAPLG00000014213
meleagris_gallopavo ENSMGAG00000014408
gallus_gallus ENSGALG00000015402
coturnix_japonica ENSCJPG00005017682
numida_meleagris ENSNMEG00000010275
dromaius_novaehollandiae ENSDNVG00000009290
apteryx_owenii ENSAOWG00000014884
apteryx_haastii ENSAHAG00000014509
apteryx_rowi ENSARWG00000011349
nothoprocta_perdicaria ENSNPEG00000008645
calidris_pygmaea ENSCPGG00000015670
notechis_scutatus ENSNSUG00000016066
salvator_merianae ENSSMRG00000003067
castor_canadensis ENSCCNG00000024661
castor_canadensis ENSCCNG00000023215
dipodomys_ordii ENSDORG00000023462
mus_spicilegus ENSMSIG00000006953
mus_spicilegus ENSMSIG00000013132
mus_spicilegus ENSMSIG00000021355
mus_spicilegus ENSMSIG00000029001
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0020861
mus_musculus ENSMUSG00000059920
mus_pahari MGP_PahariEiJ_G0016566
rattus_norvegicus ENSRNOG00000000720
meriones_unguiculatus ENSMUGG00000014441
meriones_unguiculatus ENSMUGG00000004093
cricetulus_griseus_crigri-picr ENSCGRG00015005434
cricetulus_griseus_chok1gshd ENSCGRG00001015042
cricetulus_griseus_crigri ENSCGRG00000002336
mesocricetus_auratus ENSMAUG00000001472
peromyscus_maniculatus_bairdii ENSPEMG00000009356
microtus_ochrogaster ENSMOCG00000017673
nannospalax_galili ENSNGAG00000014091
urocitellus_parryii ENSUPAG00010021754
ictidomys_tridecemlineatus ENSSTOG00000014875
spermophilus_dauricus ENSSDAG00000012135
marmota_marmota_marmota ENSMMMG00000016338
chinchilla_lanigera ENSCLAG00000008911
octodon_degus ENSODEG00000015138
cavia_aperea ENSCAPG00000016867
cavia_porcellus ENSCPOG00000007963
heterocephalus_glaber_male ENSHGLG00100012057
heterocephalus_glaber_female ENSHGLG00000002435
fukomys_damarensis ENSFDAG00000009879
oryctolagus_cuniculus ENSOCUG00000014034
ochotona_princeps ENSOPRG00000016024
tupaia_belangeri ENSTBEG00000000879
callithrix_jacchus ENSCJAG00000008780
callithrix_jacchus ENSCJAG00000010188
cebus_capucinus ENSCCAG00000027482
saimiri_boliviensis_boliviensis ENSSBOG00000031553
aotus_nancymaae ENSANAG00000025870
pan_paniscus ENSPPAG00000036241
pan_troglodytes ENSPTRG00000015126
homo_sapiens ENSG00000179021
gorilla_gorilla ENSGGOG00000000075
pongo_abelii ENSPPYG00000013644
nomascus_leucogenys ENSNLEG00000011744
papio_anubis ENSPANG00000024996
theropithecus_gelada ENSTGEG00000021692
macaca_fascicularis ENSMFAG00000045545
macaca_mulatta ENSMMUG00000021507
macaca_nemestrina ENSMNEG00000043791
mandrillus_leucophaeus ENSMLEG00000027488
cercocebus_atys ENSCATG00000041683
chlorocebus_sabaeus ENSCSAG00000005931
rhinopithecus_bieti ENSRBIG00000038482
rhinopithecus_roxellana ENSRROG00000028376
colobus_angolensis_palliatus ENSCANG00000042438
piliocolobus_tephrosceles ENSPTEG00000031220
otolemur_garnettii ENSOGAG00000028975
propithecus_coquereli ENSPCOG00000019942
microcebus_murinus ENSMICG00000017722
prolemur_simus ENSPSMG00000017354
carlito_syrichta ENSTSYG00000014103
mesocricetus_auratus ENSMAUG00000012990
cricetulus_griseus_crigri-picr ENSCGRG00015011134
castor_canadensis ENSCCNG00000003849
piliocolobus_tephrosceles ENSPTEG00000022801
ailuropoda_melanoleuca ENSAMEG00000015043
ailuropoda_melanoleuca ENSAMEG00000005753
ursus_maritimus ENSUMAG00000001926
ursus_americanus ENSUAMG00000013555
neovison_vison ENSNVIG00000003029
mustela_putorius_furo ENSMPUG00000008274
canis_lupus_familiaris ENSCAFG00000008412
canis_lupus_dingo ENSCAFG00020010046
vulpes_vulpes ENSVVUG00000021477
panthera_pardus ENSPPRG00000022552
panthera_tigris_altaica ENSPTIG00000007388
felis_catus ENSFCAG00000025538
equus_caballus ENSECAG00000005084
equus_asinus_asinus ENSEASG00005013367
ovis_aries ENSOARG00000017138
capra_hircus ENSCHIG00000011989
bos_mutus ENSBMUG00000017231
bos_taurus ENSBTAG00000007970
bison_bison_bison ENSBBBG00000015255
vicugna_pacos ENSVPAG00000002884
tursiops_truncatus ENSTTRG00000002941
sus_scrofa ENSSSCG00000034645
myotis_lucifugus ENSMLUG00000004412
pteropus_vampyrus ENSPVAG00000009993
erinaceus_europaeus ENSEEUG00000005735
choloepus_hoffmanni ENSCHOG00000006894
dasypus_novemcinctus ENSDNOG00000046425
loxodonta_africana ENSLAFG00000017952
procavia_capensis ENSPCAG00000005030
echinops_telfairi ENSETEG00000016134
sorex_araneus ENSSARG00000013472
phascolarctos_cinereus ENSPCIG00000012487
notamacropus_eugenii ENSMEUG00000011619
sarcophilus_harrisii ENSSHAG00000008243
monodelphis_domestica ENSMODG00000016949
ornithorhynchus_anatinus ENSOANG00000000490
xenopus_tropicalis ENSXETG00000007628
latimeria_chalumnae ENSLACG00000009817
latimeria_chalumnae ENSLACG00000022529
takifugu_rubripes ENSTRUG00000003847
tetraodon_nigroviridis ENSTNIG00000004365
mola_mola ENSMMOG00000005794
monopterus_albus ENSMALG00000003980
fundulus_heteroclitus ENSFHEG00000009402
cyprinodon_variegatus ENSCVAG00000010246
gambusia_affinis ENSGAFG00000011229
xiphophorus_maculatus ENSXMAG00000027605
poecilia_latipinna ENSPLAG00000002391
poecilia_latipinna ENSPLAG00000012475
poecilia_formosa ENSPFOG00000005471
poecilia_mexicana ENSPMEG00000002771
poecilia_reticulata ENSPREG00000012797
kryptolebias_marmoratus ENSKMAG00000000632
oryzias_latipes ENSORLG00020000057
oryzias_latipes_asm223469v1 ENSORLG00015004482
oryzias_latipes ENSORLG00000015853
oryzias_melastigma ENSOMEG00000023292
mastacembelus_armatus ENSMAMG00000018329
anabas_testudineus ENSATEG00000001252
scophthalmus_maximus ENSSMAG00000007858
cynoglossus_semilaevis ENSCSEG00000012941
seriola_dumerili ENSSDUG00000013605
seriola_lalandi_dorsalis ENSSLDG00000024005
labrus_bergylta ENSLBEG00000027464
gasterosteus_aculeatus ENSGACG00000006742
amphiprion_ocellaris ENSAOCG00000011276
amphiprion_percula ENSAPEG00000013103
acanthochromis_polyacanthus ENSAPOG00000004802
stegastes_partitus ENSSPAG00000008562
maylandia_zebra ENSMZEG00005010688
astatotilapia_calliptera ENSACLG00000020091
pundamilia_nyererei ENSPNYG00000016439
haplochromis_burtoni ENSHBUG00000014041
neolamprologus_brichardi ENSNBRG00000003221
oreochromis_niloticus ENSONIG00000004285
amphilophus_citrinellus ENSACIG00000000804
periophthalmus_magnuspinnatus ENSPMGG00000014504
hippocampus_comes ENSHCOG00000008082
gadus_morhua ENSGMOG00000000570
esox_lucius ENSELUG00000007204
pygocentrus_nattereri ENSPNAG00000018344
astyanax_mexicanus ENSAMXG00000040907
ictalurus_punctatus ENSIPUG00000022645
danio_rerio ENSDARG00000076798
scleropages_formosus ENSSFOG00015005617
paramormyrops_kingsleyae ENSPKIG00000011752
lepisosteus_oculatus ENSLOCG00000010497
eptatretus_burgeri ENSEBUG00000006579
ciona_intestinalis ENSCING00000005570
ciona_savignyi ENSCSAVG00000003253
drosophila_melanogaster FBgn0035109
