pteropus_vampyrus ENSPVAG00000002549
equus_caballus ENSECAG00000040005
vicugna_pacos ENSVPAG00000009937
gorilla_gorilla ENSGGOG00000041928
homo_sapiens ENSG00000121417
pan_troglodytes ENSPTRG00000011565
pongo_abelii ENSPPYG00000010475
piliocolobus_tephrosceles ENSPTEG00000003429
colobus_angolensis_palliatus ENSCANG00000042061
rhinopithecus_roxellana ENSRROG00000042917
rhinopithecus_bieti ENSRBIG00000044521
macaca_fascicularis ENSMFAG00000003375
macaca_mulatta ENSMMUG00000005333
macaca_nemestrina ENSMNEG00000030670
papio_anubis ENSPANG00000017784
theropithecus_gelada ENSTGEG00000015234
cercocebus_atys ENSCATG00000029582
pan_paniscus ENSPPAG00000004381
tupaia_belangeri ENSTBEG00000004913
