petromyzon_marinus ENSPMAG00000000672
eptatretus_burgeri ENSEBUG00000012617
phascolarctos_cinereus ENSPCIG00000025701
notamacropus_eugenii ENSMEUG00000010279
monodelphis_domestica ENSMODG00000009147
vombatus_ursinus ENSVURG00010023237
sarcophilus_harrisii ENSSHAG00000015799
loxodonta_africana ENSLAFG00000007159
procavia_capensis ENSPCAG00000014426
ursus_americanus ENSUAMG00000000387
ursus_americanus ENSUAMG00000011356
ailuropoda_melanoleuca ENSAMEG00000006113
neovison_vison ENSNVIG00000002861
mustela_putorius ENSMPUG00000012031
canis_lupus ENSCAFG00020026202
canis_lupus ENSCAFG00000004142
vulpes_vulpes ENSVVUG00000010691
panthera_pardus ENSPPRG00000013819
panthera_tigris ENSPTIG00000006561
felis_catus ENSFCAG00000045706
sorex_araneus ENSSARG00000009433
erinaceus_europaeus ENSEEUG00000010467
myotis_lucifugus ENSMLUG00000005720
pteropus_vampyrus ENSPVAG00000012912
equus_asinus ENSEASG00005019976
equus_caballus ENSECAG00000004192
sus_scrofa ENSSSCG00000011087
vicugna_pacos ENSVPAG00000010688
bos_indicus ENSBIXG00000017165
bos_indicus ENSBIXG00005021929
bos_taurus ENSBTAG00000044047
bos_mutus ENSBMUG00000020378
bison_bison ENSBBBG00000014768
capra_hircus ENSCHIG00000020595
ovis_aries ENSOARG00000000524
mus_musculus ENSMUSG00000054074
mus_spicilegus ENSMSIG00000027876
mus_spretus MGP_SPRETEiJ_G0024118
mus_caroli MGP_CAROLIEiJ_G0023203
mus_pahari MGP_PahariEiJ_G0024659
rattus_norvegicus ENSRNOG00000033330
meriones_unguiculatus ENSMUGG00000008029
cricetulus_griseus ENSCGRG00015022757
cricetulus_griseus ENSCGRG00001015186
cricetulus_griseus ENSCGRG00000009761
mesocricetus_auratus ENSMAUG00000018417
peromyscus_maniculatus ENSPEMG00000002718
nannospalax_galili ENSNGAG00000015063
microtus_ochrogaster ENSMOCG00000010042
jaculus_jaculus ENSJJAG00000019370
marmota_marmota ENSMMMG00000018427
ictidomys_tridecemlineatus ENSSTOG00000005865
spermophilus_dauricus ENSSDAG00000023499
urocitellus_parryii ENSUPAG00010005501
castor_canadensis ENSCCNG00000025698
dipodomys_ordii ENSDORG00000026721
cavia_porcellus ENSCPOG00000014676
cavia_aperea ENSCAPG00000014438
octodon_degus ENSODEG00000002507
chinchilla_lanigera ENSCLAG00000006225
heterocephalus_glaber ENSHGLG00000005858
heterocephalus_glaber ENSHGLG00100010950
fukomys_damarensis ENSFDAG00000016939
oryctolagus_cuniculus ENSOCUG00000027908
prolemur_simus ENSPSMG00000001673
microcebus_murinus ENSMICG00000009570
otolemur_garnettii ENSOGAG00000028883
saimiri_boliviensis ENSSBOG00000024001
callithrix_jacchus ENSCJAG00000008166
aotus_nancymaae ENSANAG00000025637
gorilla_gorilla ENSGGOG00000027988
homo_sapiens ENSG00000180592
pongo_abelii ENSPPYG00000002138
nomascus_leucogenys ENSNLEG00000012769
colobus_angolensis ENSCANG00000041950
piliocolobus_tephrosceles ENSPTEG00000031360
rhinopithecus_bieti ENSRBIG00000040545
macaca_fascicularis ENSMFAG00000032803
macaca_mulatta ENSMMUG00000023647
mandrillus_leucophaeus ENSMLEG00000032340
theropithecus_gelada ENSTGEG00000005035
chlorocebus_sabaeus ENSCSAG00000019057
carlito_syrichta ENSTSYG00000009327
dasypus_novemcinctus ENSDNOG00000023607
ornithorhynchus_anatinus ENSOANG00000005700
numida_meleagris ENSNMEG00000009576
coturnix_japonica ENSCJPG00005004088
anser_brachyrhynchus ENSABRG00000003877
calidris_pugnax ENSCPUG00000009886
parus_major ENSPMJG00000006471
ficedula_albicollis ENSFALG00000007334
zonotrichia_albicollis ENSZALG00000015569
taeniopygia_guttata ENSTGUG00000001219
taeniopygia_guttata ENSTGUG00000001217
lonchura_striata ENSLSDG00000008934
lepidothrix_coronata ENSLCOG00000002812
apteryx_haastii ENSAHAG00000008769
chelonoidis_abingdonii ENSCABG00000018484
gopherus_agassizii ENSGAGG00000009122
chrysemys_picta ENSCPBG00000015178
pelodiscus_sinensis ENSPSIG00000001550
pogona_vitticeps ENSPVIG00000023583
anolis_carolinensis ENSACAG00000009219
xenopus_tropicalis ENSXETG00000018792
latimeria_chalumnae ENSLACG00000008483
scleropages_formosus ENSSFOG00015001000
paramormyrops_kingsleyae ENSPKIG00000006553
paramormyrops_kingsleyae ENSPKIG00000010764
astyanax_mexicanus ENSAMXG00005011914
astyanax_mexicanus ENSAMXG00000024968
pygocentrus_nattereri ENSPNAG00000017751
ictalurus_punctatus ENSIPUG00000006832
electrophorus_electricus ENSEEEG00000016737
clupea_harengus ENSCHAG00000011083
amphiprion_ocellaris ENSAOCG00000002379
amphiprion_percula ENSAPEG00000023572
acanthochromis_polyacanthus ENSAPOG00000022222
stegastes_partitus ENSSPAG00000020836
parambassis_ranga ENSPRNG00000024072
amphilophus_citrinellus ENSACIG00000002518
seriola_lalandi ENSSLDG00000009658
seriola_dumerili ENSSDUG00000003336
betta_splendens ENSBSLG00000008640
larimichthys_crocea ENSLCRG00005015088
haplochromis_burtoni ENSHBUG00000022385
pundamilia_nyererei ENSPNYG00000022510
astatotilapia_calliptera ENSACLG00000022362
maylandia_zebra ENSMZEG00005021206
neolamprologus_brichardi ENSNBRG00000002739
oreochromis_niloticus ENSONIG00000014430
oryzias_latipes ENSORLG00000007246
oryzias_latipes ENSORLG00015019164
oryzias_latipes ENSORLG00020018888
oryzias_melastigma ENSOMEG00000013148
gouania_willdenowi ENSGWIG00000011738
labrus_bergylta ENSLBEG00000028563
tetraodon_nigroviridis ENSTNIG00000008144
takifugu_rubripes ENSTRUG00000005533
mola_mola ENSMMOG00000004650
cyprinodon_variegatus ENSCVAG00000007601
fundulus_heteroclitus ENSFHEG00000003927
poecilia_formosa ENSPFOG00000005847
poecilia_mexicana ENSPMEG00000006584
poecilia_latipinna ENSPLAG00000020201
poecilia_reticulata ENSPREG00000014974
xiphophorus_maculatus ENSXMAG00000000540
xiphophorus_couchianus ENSXCOG00000006628
kryptolebias_marmoratus ENSKMAG00000015584
scophthalmus_maximus ENSSMAG00000018399
cynoglossus_semilaevis ENSCSEG00000011468
anabas_testudineus ENSATEG00000014975
mastacembelus_armatus ENSMAMG00000022908
gambusia_affinis ENSGAFG00000009354
hippocampus_comes ENSHCOG00000005520
monopterus_albus ENSMALG00000008457
cottoperca_gobio ENSCGOG00000018936
periophthalmus_magnuspinnatus ENSPMGG00000015333
esox_lucius ENSELUG00000011078
gasterosteus_aculeatus ENSGACG00000002510
gadus_morhua ENSGMOG00000014419
denticeps_clupeoides ENSDCDG00000035742
scleropages_formosus ENSSFOG00015016058
lepisosteus_oculatus ENSLOCG00000011750
callorhinchus_milii ENSCMIG00000004042
vombatus_ursinus ENSVURG00010006761
phascolarctos_cinereus ENSPCIG00000001334
notamacropus_eugenii ENSMEUG00000008315
monodelphis_domestica ENSMODG00000012582
bos_indicus ENSBIXG00000011559
bos_indicus ENSBIXG00005030515
bos_taurus ENSBTAG00000048067
bos_mutus ENSBMUG00000001299
capra_hircus ENSCHIG00000008501
tursiops_truncatus ENSTTRG00000001748
sus_scrofa ENSSSCG00000035677
neovison_vison ENSNVIG00000004907
mustela_putorius ENSMPUG00000015138
canis_lupus ENSCAFG00000016605
canis_lupus ENSCAFG00020023075
vulpes_vulpes ENSVVUG00000002338
ursus_americanus ENSUAMG00000028199
ailuropoda_melanoleuca ENSAMEG00000004434
felis_catus ENSFCAG00000036017
panthera_pardus ENSPPRG00000015423
equus_caballus ENSECAG00000036519
mus_spicilegus ENSMSIG00000017344
mus_spretus MGP_SPRETEiJ_G0017904
mus_musculus ENSMUSG00000043439
mus_caroli MGP_CAROLIEiJ_G0017058
mus_pahari MGP_PahariEiJ_G0018187
rattus_norvegicus ENSRNOG00000048187
meriones_unguiculatus ENSMUGG00000009670
cricetulus_griseus ENSCGRG00015016462
cricetulus_griseus ENSCGRG00001011711
mesocricetus_auratus ENSMAUG00000015662
peromyscus_maniculatus ENSPEMG00000026437
microtus_ochrogaster ENSMOCG00000020613
nannospalax_galili ENSNGAG00000012007
jaculus_jaculus ENSJJAG00000023234
castor_canadensis ENSCCNG00000005014
marmota_marmota ENSMMMG00000020150
ictidomys_tridecemlineatus ENSSTOG00000022964
heterocephalus_glaber ENSHGLG00000016777
cavia_porcellus ENSCPOG00000026798
prolemur_simus ENSPSMG00000008312
otolemur_garnettii ENSOGAG00000030366
pan_troglodytes ENSPTRG00000009071
gorilla_gorilla ENSGGOG00000009275
homo_sapiens ENSG00000273604
rhinopithecus_roxellana ENSRROG00000021143
rhinopithecus_bieti ENSRBIG00000041584
piliocolobus_tephrosceles ENSPTEG00000021212
macaca_mulatta ENSMMUG00000013378
macaca_fascicularis ENSMFAG00000021465
macaca_nemestrina ENSMNEG00000026740
cercocebus_atys ENSCATG00000021365
theropithecus_gelada ENSTGEG00000002077
chlorocebus_sabaeus ENSCSAG00000019040
callithrix_jacchus ENSCJAG00000023426
dasypus_novemcinctus ENSDNOG00000016036
loxodonta_africana ENSLAFG00000023127
erpetoichthys_calabaricus ENSECRG00000004425
gopherus_agassizii ENSGAGG00000009767
chelonoidis_abingdonii ENSCABG00000002620
pelodiscus_sinensis ENSPSIG00000001442
apteryx_rowi ENSARWG00000000111
apteryx_owenii ENSAOWG00000000525
apteryx_haastii ENSAHAG00000009915
anser_brachyrhynchus ENSABRG00000005533
anas_platyrhynchos ENSAPLG00000026122
gallus_gallus ENSGALG00000054364
coturnix_japonica ENSCJPG00005002306
