equus_caballus ENSECAG00000005556
equus_asinus ENSEASG00005016088
tursiops_truncatus ENSTTRG00000005109
sus_scrofa ENSSSCG00000012323
capra_hircus ENSCHIG00000014932
ovis_aries ENSOARG00000008835
bos_indicus ENSBIXG00005012134
bos_mutus ENSBMUG00000019989
bos_taurus ENSBTAG00000017783
ursus_americanus ENSUAMG00000014984
ursus_maritimus ENSUMAG00000015685
ailuropoda_melanoleuca ENSAMEG00000005189
neovison_vison ENSNVIG00000023414
mustela_putorius ENSMPUG00000009638
canis_lupus ENSCAFG00020020024
canis_lupus ENSCAFG00000016080
vulpes_vulpes ENSVVUG00000011283
felis_catus ENSFCAG00000022093
pteropus_vampyrus ENSPVAG00000013733
myotis_lucifugus ENSMLUG00000013088
erinaceus_europaeus ENSEEUG00000002088
castor_canadensis ENSCCNG00000008399
dipodomys_ordii ENSDORG00000016093
mus_spretus MGP_SPRETEiJ_G0034671
mus_spicilegus ENSMSIG00000002449
mus_musculus ENSMUSG00000041096
mus_caroli MGP_CAROLIEiJ_G0033501
mus_pahari MGP_PahariEiJ_G0032040
rattus_norvegicus ENSRNOG00000061782
meriones_unguiculatus ENSMUGG00000010016
cricetulus_griseus ENSCGRG00015021575
cricetulus_griseus ENSCGRG00000007501
cricetulus_griseus ENSCGRG00001012633
mesocricetus_auratus ENSMAUG00000014582
microtus_ochrogaster ENSMOCG00000017617
peromyscus_maniculatus ENSPEMG00000006058
nannospalax_galili ENSNGAG00000004977
jaculus_jaculus ENSJJAG00000021239
chinchilla_lanigera ENSCLAG00000003149
octodon_degus ENSODEG00000010081
cavia_porcellus ENSCPOG00000033213
heterocephalus_glaber ENSHGLG00100012799
heterocephalus_glaber ENSHGLG00000003451
fukomys_damarensis ENSFDAG00000015172
urocitellus_parryii ENSUPAG00010000187
spermophilus_dauricus ENSSDAG00000014569
marmota_marmota ENSMMMG00000012693
ictidomys_tridecemlineatus ENSSTOG00000024396
oryctolagus_cuniculus ENSOCUG00000027476
macaca_mulatta ENSMMUG00000002593
macaca_fascicularis ENSMFAG00000034276
macaca_nemestrina ENSMNEG00000035444
mandrillus_leucophaeus ENSMLEG00000034057
papio_anubis ENSPANG00000008421
cercocebus_atys ENSCATG00000040176
theropithecus_gelada ENSTGEG00000000700
chlorocebus_sabaeus ENSCSAG00000012621
rhinopithecus_roxellana ENSRROG00000024196
rhinopithecus_bieti ENSRBIG00000037259
piliocolobus_tephrosceles ENSPTEG00000001144
colobus_angolensis ENSCANG00000036661
homo_sapiens ENSG00000184205
gorilla_gorilla ENSGGOG00000010604
pan_troglodytes ENSPTRG00000046130
pan_paniscus ENSPPAG00000028439
pongo_abelii ENSPPYG00000029761
nomascus_leucogenys ENSNLEG00000015911
callithrix_jacchus ENSCJAG00000005850
saimiri_boliviensis ENSSBOG00000026060
cebus_capucinus ENSCCAG00000030580
aotus_nancymaae ENSANAG00000030062
carlito_syrichta ENSTSYG00000034616
prolemur_simus ENSPSMG00000020466
propithecus_coquereli ENSPCOG00000017591
microcebus_murinus ENSMICG00000015786
otolemur_garnettii ENSOGAG00000028643
tupaia_belangeri ENSTBEG00000013152
procavia_capensis ENSPCAG00000000430
loxodonta_africana ENSLAFG00000018730
dasypus_novemcinctus ENSDNOG00000003105
