apteryx_rowi ENSARWG00000011748
apteryx_owenii ENSAOWG00000002680
apteryx_haastii ENSAHAG00000001412
dromaius_novaehollandiae ENSDNVG00000003054
anas_platyrhynchos ENSAPLG00000026406
anser_brachyrhynchus ENSABRG00000002877
calidris_pygmaea ENSCPGG00000008470
calidris_pugnax ENSCPUG00000005230
crocodylus_porosus ENSCPRG00005001522
gopherus_agassizii ENSGAGG00000024060
chelonoidis_abingdonii ENSCABG00000014685
chrysemys_picta ENSCPBG00000006554
pogona_vitticeps ENSPVIG00000012663
anolis_carolinensis ENSACAG00000000567
notechis_scutatus ENSNSUG00000000843
salvator_merianae ENSSMRG00000021754
sphenodon_punctatus ENSSPUG00000014854
calidris_pugnax ENSCPUG00000005222
pelodiscus_sinensis ENSPSIG00000012626
xenopus_tropicalis ENSXETG00000009005
latimeria_chalumnae ENSLACG00000009832
monopterus_albus ENSMALG00000001459
mastacembelus_armatus ENSMAMG00000007410
anabas_testudineus ENSATEG00000022257
seriola_lalandi ENSSLDG00000012185
seriola_dumerili ENSSDUG00000021828
scophthalmus_maximus ENSSMAG00000004889
gasterosteus_aculeatus ENSGACG00000011773
fundulus_heteroclitus ENSFHEG00000009581
cyprinodon_variegatus ENSCVAG00000003881
xiphophorus_maculatus ENSXMAG00000015401
gambusia_affinis ENSGAFG00000011364
poecilia_formosa ENSPFOG00000016056
poecilia_mexicana ENSPMEG00000023533
poecilia_latipinna ENSPLAG00000007860
poecilia_reticulata ENSPREG00000009606
xiphophorus_couchianus ENSXCOG00000015628
kryptolebias_marmoratus ENSKMAG00000002954
oryzias_latipes ENSORLG00020003918
oryzias_latipes ENSORLG00000012670
oryzias_latipes ENSORLG00015018336
oryzias_melastigma ENSOMEG00000012529
astatotilapia_calliptera ENSACLG00000011407
maylandia_zebra ENSMZEG00005010296
pundamilia_nyererei ENSPNYG00000018086
haplochromis_burtoni ENSHBUG00000010874
neolamprologus_brichardi ENSNBRG00000017337
oreochromis_niloticus ENSONIG00000010784
amphiprion_ocellaris ENSAOCG00000019089
amphiprion_percula ENSAPEG00000011568
acanthochromis_polyacanthus ENSAPOG00000010858
stegastes_partitus ENSSPAG00000020492
stegastes_partitus ENSSPAG00000012510
amphilophus_citrinellus ENSACIG00000019612
hippocampus_comes ENSHCOG00000017188
labrus_bergylta ENSLBEG00000022398
cynoglossus_semilaevis ENSCSEG00000008247
cynoglossus_semilaevis ENSCSEG00000018269
cynoglossus_semilaevis ENSCSEG00000010587
mola_mola ENSMMOG00000015471
takifugu_rubripes ENSTRUG00000003212
periophthalmus_magnuspinnatus ENSPMGG00000023003
gadus_morhua ENSGMOG00000016661
esox_lucius ENSELUG00000002312
astyanax_mexicanus ENSAMXG00000005436
pygocentrus_nattereri ENSPNAG00000022090
ictalurus_punctatus ENSIPUG00000002325
danio_rerio ENSDARG00000078815
paramormyrops_kingsleyae ENSPKIG00000001709
scleropages_formosus ENSSFOG00015019540
pygocentrus_nattereri ENSPNAG00000025886
astyanax_mexicanus ENSAMXG00000019341
ictalurus_punctatus ENSIPUG00000006284
danio_rerio ENSDARG00000032801
seriola_lalandi ENSSLDG00000018150
seriola_dumerili ENSSDUG00000023593
scophthalmus_maximus ENSSMAG00000008536
labrus_bergylta ENSLBEG00000027723
mastacembelus_armatus ENSMAMG00000006072
monopterus_albus ENSMALG00000006546
anabas_testudineus ENSATEG00000005347
cynoglossus_semilaevis ENSCSEG00000007613
astatotilapia_calliptera ENSACLG00000019883
maylandia_zebra ENSMZEG00005009703
haplochromis_burtoni ENSHBUG00000015504
pundamilia_nyererei ENSPNYG00000019414
neolamprologus_brichardi ENSNBRG00000002505
oreochromis_niloticus ENSONIG00000011525
amphilophus_citrinellus ENSACIG00000013894
xiphophorus_maculatus ENSXMAG00000018688
xiphophorus_couchianus ENSXCOG00000017344
gambusia_affinis ENSGAFG00000007040
poecilia_formosa ENSPFOG00000018553
poecilia_mexicana ENSPMEG00000001845
poecilia_latipinna ENSPLAG00000019652
poecilia_reticulata ENSPREG00000014829
cyprinodon_variegatus ENSCVAG00000020224
kryptolebias_marmoratus ENSKMAG00000016834
amphiprion_ocellaris ENSAOCG00000019735
amphiprion_percula ENSAPEG00000007530
stegastes_partitus ENSSPAG00000002307
periophthalmus_magnuspinnatus ENSPMGG00000017441
mola_mola ENSMMOG00000009669
oryzias_latipes ENSORLG00000001365
oryzias_latipes ENSORLG00020015919
oryzias_latipes ENSORLG00015003177
oryzias_melastigma ENSOMEG00000022514
hippocampus_comes ENSHCOG00000000058
takifugu_rubripes ENSTRUG00000018619
tetraodon_nigroviridis ENSTNIG00000013589
gasterosteus_aculeatus ENSGACG00000000847
gadus_morhua ENSGMOG00000015357
esox_lucius ENSELUG00000004063
paramormyrops_kingsleyae ENSPKIG00000019382
scleropages_formosus ENSSFOG00015012646
pygocentrus_nattereri ENSPNAG00000027677
lepisosteus_oculatus ENSLOCG00000015151
