poecilia_formosa ENSPFOG00000012714
poecilia_latipinna ENSPLAG00000018995
poecilia_mexicana ENSPMEG00000011697
poecilia_reticulata ENSPREG00000022768
xiphophorus_maculatus ENSXMAG00000012179
xiphophorus_couchianus ENSXCOG00000018932
gambusia_affinis ENSGAFG00000021296
fundulus_heteroclitus ENSFHEG00000017307
cyprinodon_variegatus ENSCVAG00000016779
kryptolebias_marmoratus ENSKMAG00000022037
oryzias_latipes ENSORLG00020014587
oryzias_latipes ENSORLG00015009615
oryzias_latipes ENSORLG00000018034
astatotilapia_calliptera ENSACLG00000003889
haplochromis_burtoni ENSHBUG00000022334
pundamilia_nyererei ENSPNYG00000019765
neolamprologus_brichardi ENSNBRG00000006604
oreochromis_niloticus ENSONIG00000014329
tetraodon_nigroviridis ENSTNIG00000013921
takifugu_rubripes ENSTRUG00000025315
mola_mola ENSMMOG00000020012
hippocampus_comes ENSHCOG00000013394
gasterosteus_aculeatus ENSGACG00000003532
labrus_bergylta ENSLBEG00000021431
seriola_lalandi ENSSLDG00000019677
scophthalmus_maximus ENSSMAG00000018781
mastacembelus_armatus ENSMAMG00000015167
seriola_dumerili ENSSDUG00000005126
monopterus_albus ENSMALG00000007439
amphiprion_ocellaris ENSAOCG00000008979
acanthochromis_polyacanthus ENSAPOG00000002506
stegastes_partitus ENSSPAG00000005479
oryzias_latipes ENSORLG00020014875
oryzias_latipes ENSORLG00000023066
oryzias_latipes ENSORLG00015009639
poecilia_mexicana ENSPMEG00000011744
seriola_dumerili ENSSDUG00000005093
cynoglossus_semilaevis ENSCSEG00000011167
monopterus_albus ENSMALG00000007387
mola_mola ENSMMOG00000020018
hippocampus_comes ENSHCOG00000013453
periophthalmus_magnuspinnatus ENSPMGG00000011543
esox_lucius ENSELUG00000004187
