equus_caballus ENSECAG00000031529
erinaceus_europaeus ENSEEUG00000000345
ursus_americanus ENSUAMG00000005577
ailuropoda_melanoleuca ENSAMEG00000006799
mustela_putorius_furo ENSMPUG00000012634
neovison_vison ENSNVIG00000015374
canis_lupus_familiaris ENSCAFG00000014254
canis_lupus_dingo ENSCAFG00020027223
vulpes_vulpes ENSVVUG00000011642
felis_catus ENSFCAG00000046637
panthera_pardus ENSPPRG00000003109
capra_hircus ENSCHIG00000023683
ovis_aries ENSOARG00000002662
bos_taurus ENSBTAG00000046407
tursiops_truncatus ENSTTRG00000001909
sus_scrofa ENSSSCG00000021460
vicugna_pacos ENSVPAG00000001526
mus_spicilegus ENSMSIG00000031326
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0034093
mus_musculus ENSMUSG00000051228
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0032942
mus_pahari MGP_PahariEiJ_G0031488
rattus_norvegicus ENSRNOG00000009646
meriones_unguiculatus ENSMUGG00000016430
cricetulus_griseus_crigri ENSCGRG00000010973
cricetulus_griseus_chok1gshd ENSCGRG00001023872
cricetulus_griseus_crigri-picr ENSCGRG00015003809
mesocricetus_auratus ENSMAUG00000017207
mesocricetus_auratus ENSMAUG00000010095
microtus_ochrogaster ENSMOCG00000018188
peromyscus_maniculatus_bairdii ENSPEMG00000013523
nannospalax_galili ENSNGAG00000011629
jaculus_jaculus ENSJJAG00000020005
castor_canadensis ENSCCNG00000031467
dipodomys_ordii ENSDORG00000008245
urocitellus_parryii ENSUPAG00010001369
ictidomys_tridecemlineatus ENSSTOG00000027262
chinchilla_lanigera ENSCLAG00000000969
octodon_degus ENSODEG00000001332
cavia_porcellus ENSCPOG00000010847
cavia_aperea ENSCAPG00000001932
heterocephalus_glaber_male ENSHGLG00100005876
heterocephalus_glaber_female ENSHGLG00000004422
oryctolagus_cuniculus ENSOCUG00000004856
pan_troglodytes ENSPTRG00000021811
pan_paniscus ENSPPAG00000028671
homo_sapiens ENSG00000188937
gorilla_gorilla ENSGGOG00000008559
pongo_abelii ENSPPYG00000020258
nomascus_leucogenys ENSNLEG00000001945
colobus_angolensis_palliatus ENSCANG00000030643
piliocolobus_tephrosceles ENSPTEG00000026948
rhinopithecus_roxellana ENSRROG00000036403
mandrillus_leucophaeus ENSMLEG00000043211
cercocebus_atys ENSCATG00000038924
papio_anubis ENSPANG00000009956
theropithecus_gelada ENSTGEG00000009324
macaca_mulatta ENSMMUG00000005304
macaca_fascicularis ENSMFAG00000034293
macaca_nemestrina ENSMNEG00000007266
chlorocebus_sabaeus ENSCSAG00000019558
cebus_capucinus ENSCCAG00000036995
saimiri_boliviensis_boliviensis ENSSBOG00000003432
callithrix_jacchus ENSCJAG00000009048
aotus_nancymaae ENSANAG00000032296
propithecus_coquereli ENSPCOG00000018457
microcebus_murinus ENSMICG00000008813
prolemur_simus ENSPSMG00000000018
tupaia_belangeri ENSTBEG00000000074
loxodonta_africana ENSLAFG00000015300
procavia_capensis ENSPCAG00000002919
echinops_telfairi ENSETEG00000001963
dasypus_novemcinctus ENSDNOG00000049459
ornithorhynchus_anatinus ENSOANG00000011273
phascolarctos_cinereus ENSPCIG00000027323
sarcophilus_harrisii ENSSHAG00000006140
calidris_pugnax ENSCPUG00000011629
calidris_pygmaea ENSCPGG00000012529
melopsittacus_undulatus ENSMUNG00000009183
lepidothrix_coronata ENSLCOG00000003453
manacus_vitellinus ENSMVIG00005013371
parus_major ENSPMJG00000010964
cyanistes_caeruleus ENSCCEG00000015665
taeniopygia_guttata ENSTGUG00000006438
lonchura_striata_domestica ENSLSDG00000012809
serinus_canaria ENSSCAG00000011494
junco_hyemalis ENSJHYG00000012723
