pteropus_vampyrus ENSPVAG00000001472
myotis_lucifugus ENSMLUG00000014379
equus_asinus_asinus ENSEASG00005009634
canis_lupus_familiaris ENSCAFG00000001943
canis_lupus_dingo ENSCAFG00020026623
vulpes_vulpes ENSVVUG00000004359
ursus_maritimus ENSUMAG00000020081
ursus_americanus ENSUAMG00000019197
ailuropoda_melanoleuca ENSAMEG00000006824
panthera_tigris_altaica ENSPTIG00000017808
panthera_pardus ENSPPRG00000005315
felis_catus ENSFCAG00000012045
ovis_aries ENSOARG00000013129
capra_hircus ENSCHIG00000024887
bos_taurus ENSBTAG00000000269
bos_mutus ENSBMUG00000008736
tursiops_truncatus ENSTTRG00000010551
sus_scrofa ENSSSCG00000005241
sorex_araneus ENSSARG00000000872
choloepus_hoffmanni ENSCHOG00000000895
rhinopithecus_roxellana ENSRROG00000004214
rhinopithecus_bieti ENSRBIG00000042766
colobus_angolensis_palliatus ENSCANG00000038960
piliocolobus_tephrosceles ENSPTEG00000039699
macaca_nemestrina ENSMNEG00000034389
macaca_mulatta ENSMMUG00000016193
macaca_fascicularis ENSMFAG00000044635
theropithecus_gelada ENSTGEG00000023454
mandrillus_leucophaeus ENSMLEG00000042816
cercocebus_atys ENSCATG00000043151
papio_anubis ENSPANG00000025116
chlorocebus_sabaeus ENSCSAG00000008555
homo_sapiens ENSG00000196873
homo_sapiens ENSG00000147996
homo_sapiens ENSG00000215126
pan_paniscus ENSPPAG00000004957
gorilla_gorilla ENSGGOG00000022867
pongo_abelii ENSPPYG00000019265
nomascus_leucogenys ENSNLEG00000008270
callithrix_jacchus ENSCJAG00000008658
callithrix_jacchus ENSCJAG00000032275
saimiri_boliviensis_boliviensis ENSSBOG00000031336
cebus_capucinus ENSCCAG00000034259
aotus_nancymaae ENSANAG00000032497
carlito_syrichta ENSTSYG00000005361
propithecus_coquereli ENSPCOG00000005112
tupaia_belangeri ENSTBEG00000001371
cricetulus_griseus_chok1gshd ENSCGRG00001020851
cricetulus_griseus_crigri-picr ENSCGRG00015001134
cricetulus_griseus_crigri ENSCGRG00000002852
mesocricetus_auratus ENSMAUG00000009107
microtus_ochrogaster ENSMOCG00000015974
peromyscus_maniculatus_bairdii ENSPEMG00000000396
mus_spicilegus ENSMSIG00000010701
