petromyzon_marinus ENSPMAG00000002383
eptatretus_burgeri ENSEBUG00000012218
scleropages_formosus ENSSFOG00015015792
paramormyrops_kingsleyae ENSPKIG00000008329
paramormyrops_kingsleyae ENSPKIG00000018576
scleropages_formosus ENSSFOG00015013716
poecilia_formosa ENSPFOG00000007327
poecilia_mexicana ENSPMEG00000012754
poecilia_latipinna ENSPLAG00000021189
poecilia_reticulata ENSPREG00000019582
xiphophorus_maculatus ENSXMAG00000009821
xiphophorus_couchianus ENSXCOG00000009591
cyprinodon_variegatus ENSCVAG00000018630
fundulus_heteroclitus ENSFHEG00000016539
kryptolebias_marmoratus ENSKMAG00000008813
oryzias_latipes ENSORLG00000008758
oryzias_latipes ENSORLG00020014469
oryzias_latipes_asm223469v1 ENSORLG00015014393
oryzias_melastigma ENSOMEG00000007798
pundamilia_nyererei ENSPNYG00000003342
haplochromis_burtoni ENSHBUG00000018423
maylandia_zebra ENSMZEG00005021885
astatotilapia_calliptera ENSACLG00000026314
neolamprologus_brichardi ENSNBRG00000023258
oreochromis_niloticus ENSONIG00000014139
amphilophus_citrinellus ENSACIG00000021996
hippocampus_comes ENSHCOG00000017741
takifugu_rubripes ENSTRUG00000005777
tetraodon_nigroviridis ENSTNIG00000012705
gasterosteus_aculeatus ENSGACG00000003081
labrus_bergylta ENSLBEG00000017330
mola_mola ENSMMOG00000003001
scophthalmus_maximus ENSSMAG00000014517
cynoglossus_semilaevis ENSCSEG00000016421
monopterus_albus ENSMALG00000021911
seriola_dumerili ENSSDUG00000014721
seriola_lalandi_dorsalis ENSSLDG00000004560
acanthochromis_polyacanthus ENSAPOG00000024239
stegastes_partitus ENSSPAG00000014762
amphiprion_percula ENSAPEG00000020111
amphiprion_ocellaris ENSAOCG00000002825
gambusia_affinis ENSGAFG00000007119
anabas_testudineus ENSATEG00000010812
mastacembelus_armatus ENSMAMG00000000722
periophthalmus_magnuspinnatus ENSPMGG00000023767
gadus_morhua ENSGMOG00000015169
esox_lucius ENSELUG00000014375
pygocentrus_nattereri ENSPNAG00000025422
astyanax_mexicanus ENSAMXG00000014360
ictalurus_punctatus ENSIPUG00000009790
danio_rerio ENSDARG00000031637
lepisosteus_oculatus ENSLOCG00000004336
pogona_vitticeps ENSPVIG00000021025
anolis_carolinensis ENSACAG00000009278
notechis_scutatus ENSNSUG00000012955
salvator_merianae ENSSMRG00000013117
sphenodon_punctatus ENSSPUG00000004768
chelonoidis_abingdonii ENSCABG00000001412
gopherus_agassizii ENSGAGG00000007392
chrysemys_picta_bellii ENSCPBG00000020461
pelodiscus_sinensis ENSPSIG00000012768
anas_platyrhynchos_platyrhynchos ENSAPLG00000006496
anser_brachyrhynchus ENSABRG00000020145
meleagris_gallopavo ENSMGAG00000015096
