petromyzon_marinus ENSPMAG00000004426
eptatretus_burgeri ENSEBUG00000004078
eptatretus_burgeri ENSEBUG00000011313
scleropages_formosus ENSSFOG00015009076
paramormyrops_kingsleyae ENSPKIG00000021510
gopherus_agassizii ENSGAGG00000020644
chelonoidis_abingdonii ENSCABG00000004752
chrysemys_picta_bellii ENSCPBG00000025494
pelodiscus_sinensis ENSPSIG00000003336
calidris_pygmaea ENSCPGG00000013017
calidris_pugnax ENSCPUG00000014723
melopsittacus_undulatus ENSMUNG00000012482
zonotrichia_albicollis ENSZALG00000011597
serinus_canaria ENSSCAG00000004780
parus_major ENSPMJG00000000136
cyanistes_caeruleus ENSCCEG00000010496
ficedula_albicollis ENSFALG00000006376
lonchura_striata_domestica ENSLSDG00000017431
taeniopygia_guttata ENSTGUG00000003203
lepidothrix_coronata ENSLCOG00000006956
manacus_vitellinus ENSMVIG00005009586
gallus_gallus ENSGALG00000012577
coturnix_japonica ENSCJPG00005009385
meleagris_gallopavo ENSMGAG00000016622
numida_meleagris ENSNMEG00000017401
anser_brachyrhynchus ENSABRG00000004042
anas_platyrhynchos_platyrhynchos ENSAPLG00000014312
dromaius_novaehollandiae ENSDNVG00000010242
apteryx_rowi ENSARWG00000016687
nothoprocta_perdicaria ENSNPEG00000015415
apteryx_haastii ENSAHAG00000011899
apteryx_owenii ENSAOWG00000015247
apteryx_rowi ENSARWG00000010117
pogona_vitticeps ENSPVIG00000002724
anolis_carolinensis ENSACAG00000002032
notechis_scutatus ENSNSUG00000014978
salvator_merianae ENSSMRG00000019168
sphenodon_punctatus ENSSPUG00000002976
crocodylus_porosus ENSCPRG00005006777
phascolarctos_cinereus ENSPCIG00000027658
notamacropus_eugenii ENSMEUG00000014215
sarcophilus_harrisii ENSSHAG00000017798
monodelphis_domestica ENSMODG00000008623
ornithorhynchus_anatinus ENSOANG00000028867
castor_canadensis ENSCCNG00000006918
dipodomys_ordii ENSDORG00000000390
jaculus_jaculus ENSJJAG00000019673
mus_musculus ENSMUSG00000049122
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0027076
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0026111
mus_pahari MGP_PahariEiJ_G0028449
rattus_norvegicus ENSRNOG00000006503
meriones_unguiculatus ENSMUGG00000003815
cricetulus_griseus_crigri-picr ENSCGRG00015012268
cricetulus_griseus_chok1gshd ENSCGRG00001020520
cricetulus_griseus_crigri ENSCGRG00000006469
mesocricetus_auratus ENSMAUG00000003025
microtus_ochrogaster ENSMOCG00000008934
peromyscus_maniculatus_bairdii ENSPEMG00000018030
nannospalax_galili ENSNGAG00000004161
heterocephalus_glaber_male ENSHGLG00100003324
heterocephalus_glaber_female ENSHGLG00000006997
fukomys_damarensis ENSFDAG00000020534
chinchilla_lanigera ENSCLAG00000004066
octodon_degus ENSODEG00000005736
cavia_porcellus ENSCPOG00000006085
cavia_aperea ENSCAPG00000016277
ictidomys_tridecemlineatus ENSSTOG00000023510
urocitellus_parryii ENSUPAG00010003726
marmota_marmota_marmota ENSMMMG00000020277
mus_spicilegus ENSMSIG00000031069
spermophilus_dauricus ENSSDAG00000010849
oryctolagus_cuniculus ENSOCUG00000014957
ochotona_princeps ENSOPRG00000014153
tupaia_belangeri ENSTBEG00000014039
piliocolobus_tephrosceles ENSPTEG00000005780
colobus_angolensis_palliatus ENSCANG00000023955
rhinopithecus_roxellana ENSRROG00000045810
papio_anubis ENSPANG00000024898
theropithecus_gelada ENSTGEG00000028321
macaca_fascicularis ENSMFAG00000042216
macaca_mulatta ENSMMUG00000017180
macaca_nemestrina ENSMNEG00000041328
mandrillus_leucophaeus ENSMLEG00000031192
cercocebus_atys ENSCATG00000033534
homo_sapiens ENSG00000172159
pan_troglodytes ENSPTRG00000021053
gorilla_gorilla ENSGGOG00000004546
nomascus_leucogenys ENSNLEG00000003288
rhinopithecus_bieti ENSRBIG00000035892
chlorocebus_sabaeus ENSCSAG00000007627
pongo_abelii ENSPPYG00000019321
pan_paniscus ENSPPAG00000025462
cebus_capucinus ENSCCAG00000031195
saimiri_boliviensis_boliviensis ENSSBOG00000003764
callithrix_jacchus ENSCJAG00000003554
aotus_nancymaae ENSANAG00000036145
carlito_syrichta ENSTSYG00000014013
prolemur_simus ENSPSMG00000019825
propithecus_coquereli ENSPCOG00000021630
