anolis_carolinensis ENSACAG00000021042
pogona_vitticeps ENSPVIG00000006031
salvator_merianae ENSSMRG00000018814
sphenodon_punctatus ENSSPUG00000008684
manacus_vitellinus ENSMVIG00005011390
lepidothrix_coronata ENSLCOG00000015729
parus_major ENSPMJG00000010976
cyanistes_caeruleus ENSCCEG00000013303
ficedula_albicollis ENSFALG00000002810
zonotrichia_albicollis ENSZALG00000008168
junco_hyemalis ENSJHYG00000003914
serinus_canaria ENSSCAG00000010102
lonchura_striata_domestica ENSLSDG00000003634
taeniopygia_guttata ENSTGUG00000005506
calidris_pugnax ENSCPUG00000003207
calidris_pygmaea ENSCPGG00000010059
melopsittacus_undulatus ENSMUNG00000014852
anas_platyrhynchos_platyrhynchos ENSAPLG00000008623
anser_brachyrhynchus ENSABRG00000011998
gallus_gallus ENSGALG00000035505
coturnix_japonica ENSCJPG00005014785
meleagris_gallopavo ENSMGAG00000011987
numida_meleagris ENSNMEG00000019471
apteryx_owenii ENSAOWG00000005992
apteryx_haastii ENSAHAG00000000596
apteryx_rowi ENSARWG00000005144
dromaius_novaehollandiae ENSDNVG00000016574
nothoprocta_perdicaria ENSNPEG00000013010
crocodylus_porosus ENSCPRG00005010818
gopherus_agassizii ENSGAGG00000012295
chrysemys_picta_bellii ENSCPBG00000024977
chelonoidis_abingdonii ENSCABG00000003195
pelodiscus_sinensis ENSPSIG00000016738
ornithorhynchus_anatinus ENSOANG00000032174
mus_musculus ENSMUSG00000021322
mus_spicilegus ENSMSIG00000018034
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0019115
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0018259
mus_pahari MGP_PahariEiJ_G0019309
rattus_norvegicus ENSRNOG00000054964
meriones_unguiculatus ENSMUGG00000019641
meriones_unguiculatus ENSMUGG00000026004
peromyscus_maniculatus_bairdii ENSPEMG00000010535
microtus_ochrogaster ENSMOCG00000001445
cricetulus_griseus_crigri-picr ENSCGRG00015008322
cricetulus_griseus_chok1gshd ENSCGRG00001000322
cricetulus_griseus_crigri ENSCGRG00000004086
mesocricetus_auratus ENSMAUG00000014042
nannospalax_galili ENSNGAG00000013954
chinchilla_lanigera ENSCLAG00000007696
octodon_degus ENSODEG00000009152
cavia_porcellus ENSCPOG00000000295
cavia_aperea ENSCAPG00000015196
heterocephalus_glaber_male ENSHGLG00100000818
heterocephalus_glaber_female ENSHGLG00000015696
fukomys_damarensis ENSFDAG00000002769
urocitellus_parryii ENSUPAG00010002268
ictidomys_tridecemlineatus ENSSTOG00000006686
marmota_marmota_marmota ENSMMMG00000011648
spermophilus_dauricus ENSSDAG00000015166
oryctolagus_cuniculus ENSOCUG00000014567
pongo_abelii ENSPPYG00000017634
pan_troglodytes ENSPTRG00000043798
chlorocebus_sabaeus ENSCSAG00000015036
aotus_nancymaae ENSANAG00000036649
saimiri_boliviensis_boliviensis ENSSBOG00000035205
cebus_capucinus ENSCCAG00000030180
callithrix_jacchus ENSCJAG00000012461
gorilla_gorilla ENSGGOG00000004195
homo_sapiens ENSG00000136250
pan_troglodytes ENSPTRG00000019085
pan_paniscus ENSPPAG00000013084
nomascus_leucogenys ENSNLEG00000002212
piliocolobus_tephrosceles ENSPTEG00000036378
colobus_angolensis_palliatus ENSCANG00000035319
rhinopithecus_bieti ENSRBIG00000034265
rhinopithecus_roxellana ENSRROG00000029690
theropithecus_gelada ENSTGEG00000015545
papio_anubis ENSPANG00000014130
mandrillus_leucophaeus ENSMLEG00000029245
cercocebus_atys ENSCATG00000029837
macaca_fascicularis ENSMFAG00000044010
macaca_mulatta ENSMMUG00000022275
macaca_nemestrina ENSMNEG00000017430
carlito_syrichta ENSTSYG00000009830
propithecus_coquereli ENSPCOG00000011499
microcebus_murinus ENSMICG00000008956
prolemur_simus ENSPSMG00000011123
otolemur_garnettii ENSOGAG00000001791
tupaia_belangeri ENSTBEG00000016507
mustela_putorius_furo ENSMPUG00000007811
neovison_vison ENSNVIG00000009133
ursus_maritimus ENSUMAG00000004361
ursus_americanus ENSUAMG00000005810
ailuropoda_melanoleuca ENSAMEG00000001475
canis_lupus_dingo ENSCAFG00020006420
canis_lupus_familiaris ENSCAFG00000003252
vulpes_vulpes ENSVVUG00000028990
panthera_tigris_altaica ENSPTIG00000016738
panthera_pardus ENSPPRG00000000137
felis_catus ENSFCAG00000007628
equus_caballus ENSECAG00000009261
equus_asinus_asinus ENSEASG00005003942
bos_mutus ENSBMUG00000007913
bos_taurus ENSBTAG00000018119
bison_bison_bison ENSBBBG00000009210
capra_hircus ENSCHIG00000024322
ovis_aries ENSOARG00000003703
tursiops_truncatus ENSTTRG00000002705
sus_scrofa ENSSSCG00000016657
vicugna_pacos ENSVPAG00000006582
pteropus_vampyrus ENSPVAG00000017931
myotis_lucifugus ENSMLUG00000016469
erinaceus_europaeus ENSEEUG00000005915
sorex_araneus ENSSARG00000003808
choloepus_hoffmanni ENSCHOG00000010697
dasypus_novemcinctus ENSDNOG00000008453
procavia_capensis ENSPCAG00000011674
loxodonta_africana ENSLAFG00000011259
echinops_telfairi ENSETEG00000002537
ornithorhynchus_anatinus ENSOANG00000020707
calidris_pygmaea ENSCPGG00000010091
notamacropus_eugenii ENSMEUG00000004363
phascolarctos_cinereus ENSPCIG00000025938
monodelphis_domestica ENSMODG00000021171
sarcophilus_harrisii ENSSHAG00000001235
ornithorhynchus_anatinus ENSOANG00000031112
ciona_savignyi ENSCSAVG00000009401
ciona_intestinalis ENSCING00000000097
