petromyzon_marinus ENSPMAG00000008915
eptatretus_burgeri ENSEBUG00000011754
periophthalmus_magnuspinnatus ENSPMGG00000019771
periophthalmus_magnuspinnatus ENSPMGG00000019769
mastacembelus_armatus ENSMAMG00000021658
monopterus_albus ENSMALG00000003351
anabas_testudineus ENSATEG00000019773
betta_splendens ENSBSLG00000017025
seriola_lalandi ENSSLDG00000020757
seriola_dumerili ENSSDUG00000006984
scophthalmus_maximus ENSSMAG00000007512
lates_calcarifer ENSLCAG00010015920
larimichthys_crocea ENSLCRG00005016621
labrus_bergylta ENSLBEG00000011344
takifugu_rubripes ENSTRUG00000019583
takifugu_rubripes ENSTRUG00000016378
tetraodon_nigroviridis ENSTNIG00000016594
mola_mola ENSMMOG00000003544
cottoperca_gobio ENSCGOG00000011892
gasterosteus_aculeatus ENSGACG00000005686
amphiprion_ocellaris ENSAOCG00000009496
amphiprion_percula ENSAPEG00000013431
acanthochromis_polyacanthus ENSAPOG00000017993
acanthochromis_polyacanthus ENSAPOG00000017833
acanthochromis_polyacanthus ENSAPOG00000015938
stegastes_partitus ENSSPAG00000022078
parambassis_ranga ENSPRNG00000015207
poecilia_formosa ENSPFOG00000014029
poecilia_latipinna ENSPLAG00000005679
poecilia_mexicana ENSPMEG00000011829
poecilia_reticulata ENSPREG00000022914
xiphophorus_maculatus ENSXMAG00000010781
xiphophorus_couchianus ENSXCOG00000009601
gambusia_affinis ENSGAFG00000007137
fundulus_heteroclitus ENSFHEG00000006708
cyprinodon_variegatus ENSCVAG00000008232
kryptolebias_marmoratus ENSKMAG00000017056
oryzias_latipes ENSORLG00000010828
oryzias_latipes ENSORLG00020018566
oryzias_latipes ENSORLG00015002718
oryzias_melastigma ENSOMEG00000001423
gouania_willdenowi ENSGWIG00000010325
maylandia_zebra ENSMZEG00005006033
astatotilapia_calliptera ENSACLG00000001144
pundamilia_nyererei ENSPNYG00000018711
haplochromis_burtoni ENSHBUG00000009387
neolamprologus_brichardi ENSNBRG00000014722
oreochromis_niloticus ENSONIG00000009819
amphilophus_citrinellus ENSACIG00000021367
cynoglossus_semilaevis ENSCSEG00000006059
hippocampus_comes ENSHCOG00000013111
gadus_morhua ENSGMOG00000016263
hucho_hucho ENSHHUG00000034553
hucho_hucho ENSHHUG00000051705
hucho_hucho ENSHHUG00000049715
esox_lucius ENSELUG00000011276
clupea_harengus ENSCHAG00000022960
denticeps_clupeoides ENSDCDG00000016685
pygocentrus_nattereri ENSPNAG00000028254
electrophorus_electricus ENSEEEG00000008838
danio_rerio ENSDARG00000087911
paramormyrops_kingsleyae ENSPKIG00000016022
scleropages_formosus ENSSFOG00015002060
scleropages_formosus ENSSFOG00015020760
clupea_harengus ENSCHAG00000012630
denticeps_clupeoides ENSDCDG00000021867
astyanax_mexicanus ENSAMXG00005004872
astyanax_mexicanus ENSAMXG00000012809
pygocentrus_nattereri ENSPNAG00000027630
ictalurus_punctatus ENSIPUG00000015709
electrophorus_electricus ENSEEEG00000004828
danio_rerio ENSDARG00000018742
hippocampus_comes ENSHCOG00000017607
hippocampus_comes ENSHCOG00000017635
lates_calcarifer ENSLCAG00010023020
scophthalmus_maximus ENSSMAG00000003686
seriola_lalandi ENSSLDG00000018464
seriola_lalandi ENSSLDG00000018410
seriola_dumerili ENSSDUG00000016370
cyprinodon_variegatus ENSCVAG00000006175
cyprinodon_variegatus ENSCVAG00000006153
fundulus_heteroclitus ENSFHEG00000020397
fundulus_heteroclitus ENSFHEG00000020452
xiphophorus_maculatus ENSXMAG00000016164
xiphophorus_maculatus ENSXMAG00000024975
xiphophorus_couchianus ENSXCOG00000005686
gambusia_affinis ENSGAFG00000009250
poecilia_mexicana ENSPMEG00000004637
poecilia_latipinna ENSPLAG00000013527
poecilia_latipinna ENSPLAG00000001743
poecilia_reticulata ENSPREG00000005613
poecilia_formosa ENSPFOG00000006853
poecilia_mexicana ENSPMEG00000010661
kryptolebias_marmoratus ENSKMAG00000012510
oryzias_melastigma ENSOMEG00000009867
oryzias_melastigma ENSOMEG00000009910
oryzias_latipes ENSORLG00020004822
oryzias_latipes ENSORLG00020004844
oryzias_latipes ENSORLG00000023995
oryzias_latipes ENSORLG00000010088
oryzias_latipes ENSORLG00015004129
oryzias_latipes ENSORLG00015004096
maylandia_zebra ENSMZEG00005002201
maylandia_zebra ENSMZEG00005002158
astatotilapia_calliptera ENSACLG00000002958
pundamilia_nyererei ENSPNYG00000002640
haplochromis_burtoni ENSHBUG00000020548
neolamprologus_brichardi ENSNBRG00000011572
oreochromis_niloticus ENSONIG00000015943
amphilophus_citrinellus ENSACIG00000002039
stegastes_partitus ENSSPAG00000016576
stegastes_partitus ENSSPAG00000016528
amphiprion_percula ENSAPEG00000021580
amphiprion_ocellaris ENSAOCG00000010264
amphiprion_ocellaris ENSAOCG00000020218
acanthochromis_polyacanthus ENSAPOG00000017270
acanthochromis_polyacanthus ENSAPOG00000021794
parambassis_ranga ENSPRNG00000025174
larimichthys_crocea ENSLCRG00005020760
labrus_bergylta ENSLBEG00000024492
mola_mola ENSMMOG00000013657
cottoperca_gobio ENSCGOG00000013783
gasterosteus_aculeatus ENSGACG00000002691
cynoglossus_semilaevis ENSCSEG00000010231
gouania_willdenowi ENSGWIG00000025027
anabas_testudineus ENSATEG00000001923
betta_splendens ENSBSLG00000026527
parambassis_ranga ENSPRNG00000025172
periophthalmus_magnuspinnatus ENSPMGG00000016863
tetraodon_nigroviridis ENSTNIG00000003254
gadus_morhua ENSGMOG00000014159
hucho_hucho ENSHHUG00000051704
lepisosteus_oculatus ENSLOCG00000016250
erpetoichthys_calabaricus ENSECRG00000020210
calidris_pugnax ENSCPUG00000005237
calidris_pugnax ENSCPUG00000005377
calidris_pygmaea ENSCPGG00000009874
cyanistes_caeruleus ENSCCEG00000010025
parus_major ENSPMJG00000014302
ficedula_albicollis ENSFALG00000011371
junco_hyemalis ENSJHYG00000008198
junco_hyemalis ENSJHYG00000008173
zonotrichia_albicollis ENSZALG00000009209
serinus_canaria ENSSCAG00000014291
lonchura_striata ENSLSDG00000014014
lonchura_striata ENSLSDG00000014020
taeniopygia_guttata ENSTGUG00000007232
lepidothrix_coronata ENSLCOG00000011713
lepidothrix_coronata ENSLCOG00000011636
manacus_vitellinus ENSMVIG00005010410
melopsittacus_undulatus ENSMUNG00000011420
anas_platyrhynchos ENSAPLG00000018591
anas_platyrhynchos ENSAPLG00000008307
anser_brachyrhynchus ENSABRG00000012725
meleagris_gallopavo ENSMGAG00000002484
coturnix_japonica ENSCJPG00005015921
gallus_gallus ENSGALG00000008163
numida_meleagris ENSNMEG00000011916
nothoprocta_perdicaria ENSNPEG00000015620
nothoprocta_perdicaria ENSNPEG00000015621
apteryx_haastii ENSAHAG00000001947
apteryx_owenii ENSAOWG00000011318
apteryx_rowi ENSARWG00000009022
dromaius_novaehollandiae ENSDNVG00000006631
crocodylus_porosus ENSCPRG00005014147
chelonoidis_abingdonii ENSCABG00000013104
chelonoidis_abingdonii ENSCABG00000012920
gopherus_agassizii ENSGAGG00000020135
chrysemys_picta ENSCPBG00000011606
pelodiscus_sinensis ENSPSIG00000010998
