chelonoidis_abingdonii ENSCABG00000004051
gopherus_agassizii ENSGAGG00000010916
chrysemys_picta_bellii ENSCPBG00000004767
pelodiscus_sinensis ENSPSIG00000002445
gallus_gallus ENSGALG00000028807
coturnix_japonica ENSCJPG00005006795
meleagris_gallopavo ENSMGAG00000010986
anas_platyrhynchos_platyrhynchos ENSAPLG00000013936
anser_brachyrhynchus ENSABRG00000017957
taeniopygia_guttata ENSTGUG00000001796
taeniopygia_guttata ENSTGUG00000014158
lonchura_striata_domestica ENSLSDG00000012163
zonotrichia_albicollis ENSZALG00000004504
junco_hyemalis ENSJHYG00000001730
serinus_canaria ENSSCAG00000009057
ficedula_albicollis ENSFALG00000000955
parus_major ENSPMJG00000005720
cyanistes_caeruleus ENSCCEG00000023662
manacus_vitellinus ENSMVIG00005013242
melopsittacus_undulatus ENSMUNG00000004984
calidris_pygmaea ENSCPGG00000002065
calidris_pugnax ENSCPUG00000015537
apteryx_haastii ENSAHAG00000009759
dromaius_novaehollandiae ENSDNVG00000008868
anolis_carolinensis ENSACAG00000010601
pogona_vitticeps ENSPVIG00000002930
notechis_scutatus ENSNSUG00000003913
salvator_merianae ENSSMRG00000014692
phascolarctos_cinereus ENSPCIG00000030086
sarcophilus_harrisii ENSSHAG00000002032
notamacropus_eugenii ENSMEUG00000006338
monodelphis_domestica ENSMODG00000005746
monodelphis_domestica ENSMODG00000023568
choloepus_hoffmanni ENSCHOG00000006088
choloepus_hoffmanni ENSCHOG00000005647
choloepus_hoffmanni ENSCHOG00000007262
dasypus_novemcinctus ENSDNOG00000035962
neovison_vison ENSNVIG00000014230
mustela_putorius_furo ENSMPUG00000008477
ursus_maritimus ENSUMAG00000002175
ailuropoda_melanoleuca ENSAMEG00000014805
canis_lupus_familiaris ENSCAFG00000011643
vulpes_vulpes ENSVVUG00000002032
panthera_pardus ENSPPRG00000002972
panthera_tigris_altaica ENSPTIG00000011882
felis_catus ENSFCAG00000023040
equus_caballus ENSECAG00000007498
equus_asinus_asinus ENSEASG00005005572
bos_taurus ENSBTAG00000003941
bison_bison_bison ENSBBBG00000025159
ovis_aries ENSOARG00000003104
capra_hircus ENSCHIG00000001992
sus_scrofa ENSSSCG00000009128
vicugna_pacos ENSVPAG00000010484
tursiops_truncatus ENSTTRG00000008658
canis_lupus_dingo ENSCAFG00020017172
ursus_americanus ENSUAMG00000027730
sus_scrofa ENSSSCG00000010891
pteropus_vampyrus ENSPVAG00000012094
myotis_lucifugus ENSMLUG00000015149
erinaceus_europaeus ENSEEUG00000007215
sorex_araneus ENSSARG00000000425
mus_spicilegus ENSMSIG00000028206
mus_musculus ENSMUSG00000074238
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0026572
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0025619
mus_pahari MGP_PahariEiJ_G0027066
rattus_norvegicus ENSRNOG00000024492
meriones_unguiculatus ENSMUGG00000009085
cricetulus_griseus_crigri-picr ENSCGRG00015004470
cricetulus_griseus_chok1gshd ENSCGRG00001002312
cricetulus_griseus_crigri ENSCGRG00000010315
peromyscus_maniculatus_bairdii ENSPEMG00000025779
nannospalax_galili ENSNGAG00000010662
jaculus_jaculus ENSJJAG00000021104
octodon_degus ENSODEG00000001308
octodon_degus ENSODEG00000011891
octodon_degus ENSODEG00000012383
chinchilla_lanigera ENSCLAG00000005533
heterocephalus_glaber_male ENSHGLG00100009188
heterocephalus_glaber_female ENSHGLG00000016567
heterocephalus_glaber_male ENSHGLG00100002214
heterocephalus_glaber_female ENSHGLG00000002634
heterocephalus_glaber_male ENSHGLG00100003561
fukomys_damarensis ENSFDAG00000007259
cavia_porcellus ENSCPOG00000032660
castor_canadensis ENSCCNG00000021584
spermophilus_dauricus ENSSDAG00000014096
urocitellus_parryii ENSUPAG00010014433
marmota_marmota_marmota ENSMMMG00000011129
ictidomys_tridecemlineatus ENSSTOG00000011726
oryctolagus_cuniculus ENSOCUG00000004413
oryctolagus_cuniculus ENSOCUG00000000726
ochotona_princeps ENSOPRG00000000575
rhinopithecus_bieti ENSRBIG00000029069
rhinopithecus_bieti ENSRBIG00000041736
rhinopithecus_roxellana ENSRROG00000027327
rhinopithecus_roxellana ENSRROG00000045683
colobus_angolensis_palliatus ENSCANG00000030145
piliocolobus_tephrosceles ENSPTEG00000031755
macaca_nemestrina ENSMNEG00000033623
macaca_fascicularis ENSMFAG00000046191
theropithecus_gelada ENSTGEG00000003531
mandrillus_leucophaeus ENSMLEG00000043076
papio_anubis ENSPANG00000034888
cercocebus_atys ENSCATG00000029032
chlorocebus_sabaeus ENSCSAG00000003837
pan_troglodytes ENSPTRG00000052840
pan_paniscus ENSPPAG00000029027
homo_sapiens ENSG00000138660
gorilla_gorilla ENSGGOG00000009698
pongo_abelii ENSPPYG00000015005
nomascus_leucogenys ENSNLEG00000027136
cebus_capucinus ENSCCAG00000030915
saimiri_boliviensis_boliviensis ENSSBOG00000024931
callithrix_jacchus ENSCJAG00000043368
aotus_nancymaae ENSANAG00000029345
aotus_nancymaae ENSANAG00000028165
cebus_capucinus ENSCCAG00000025976
carlito_syrichta ENSTSYG00000029328
propithecus_coquereli ENSPCOG00000021453
prolemur_simus ENSPSMG00000025490
microcebus_murinus ENSMICG00000041446
otolemur_garnettii ENSOGAG00000001631
loxodonta_africana ENSLAFG00000009389
echinops_telfairi ENSETEG00000009635
ornithorhynchus_anatinus ENSOANG00000009302
xenopus_tropicalis ENSXETG00000025645
latimeria_chalumnae ENSLACG00000016120
