caenorhabditis_elegans_strain_n2 WBGene00007917
drosophila_melanogaster FBgn0037896
phascolarctos_cinereus ENSPCIG00000032201
notamacropus_eugenii ENSMEUG00000009197
sarcophilus_harrisii ENSSHAG00000016341
monodelphis_domestica ENSMODG00000012523
sorex_araneus ENSSARG00000008080
erinaceus_europaeus ENSEEUG00000000609
oryctolagus_cuniculus ENSOCUG00000009074
ochotona_princeps ENSOPRG00000012553
prolemur_simus ENSPSMG00000003869
propithecus_coquereli ENSPCOG00000015901
microcebus_murinus ENSMICG00000017511
otolemur_garnettii ENSOGAG00000016934
tupaia_belangeri ENSTBEG00000005590
pan_troglodytes ENSPTRG00000015027
pan_paniscus ENSPPAG00000042868
homo_sapiens ENSG00000016391
gorilla_gorilla ENSGGOG00000001470
pongo_abelii ENSPPYG00000013786
nomascus_leucogenys ENSNLEG00000007229
macaca_fascicularis ENSMFAG00000002691
macaca_nemestrina ENSMNEG00000044653
macaca_mulatta ENSMMUG00000019266
theropithecus_gelada ENSTGEG00000028862
papio_anubis ENSPANG00000000438
cercocebus_atys ENSCATG00000038179
mandrillus_leucophaeus ENSMLEG00000029775
chlorocebus_sabaeus ENSCSAG00000012990
piliocolobus_tephrosceles ENSPTEG00000018855
colobus_angolensis_palliatus ENSCANG00000016017
rhinopithecus_roxellana ENSRROG00000031717
rhinopithecus_bieti ENSRBIG00000019361
saimiri_boliviensis_boliviensis ENSSBOG00000024597
cebus_capucinus ENSCCAG00000020976
callithrix_jacchus ENSCJAG00000007563
aotus_nancymaae ENSANAG00000029420
carlito_syrichta ENSTSYG00000013525
castor_canadensis ENSCCNG00000018148
dipodomys_ordii ENSDORG00000029457
mus_spicilegus ENSMSIG00000028402
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0019933
mus_musculus ENSMUSG00000015970
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0019048
mus_pahari MGP_PahariEiJ_G0030065
rattus_norvegicus ENSRNOG00000015859
meriones_unguiculatus ENSMUGG00000026838
microtus_ochrogaster ENSMOCG00000001382
peromyscus_maniculatus_bairdii ENSPEMG00000011900
cricetulus_griseus_chok1gshd ENSCGRG00001009468
cricetulus_griseus_crigri-picr ENSCGRG00015028179
cricetulus_griseus_crigri ENSCGRG00000016213
mesocricetus_auratus ENSMAUG00000014315
nannospalax_galili ENSNGAG00000000394
jaculus_jaculus ENSJJAG00000012964
spermophilus_dauricus ENSSDAG00000022930
urocitellus_parryii ENSUPAG00010013399
ictidomys_tridecemlineatus ENSSTOG00000000495
marmota_marmota_marmota ENSMMMG00000010798
heterocephalus_glaber_male ENSHGLG00100016175
heterocephalus_glaber_female ENSHGLG00000002533
fukomys_damarensis ENSFDAG00000010041
cavia_porcellus ENSCPOG00000021927
cavia_aperea ENSCAPG00000002764
octodon_degus ENSODEG00000007204
chinchilla_lanigera ENSCLAG00000005068
ursus_americanus ENSUAMG00000013924
ursus_maritimus ENSUMAG00000020088
ailuropoda_melanoleuca ENSAMEG00000002398
mustela_putorius_furo ENSMPUG00000016823
neovison_vison ENSNVIG00000022728
canis_lupus_dingo ENSCAFG00020005031
canis_lupus_familiaris ENSCAFG00000008296
vulpes_vulpes ENSVVUG00000020797
panthera_pardus ENSPPRG00000001960
panthera_tigris_altaica ENSPTIG00000013850
felis_catus ENSFCAG00000005622
bos_taurus ENSBTAG00000010027
bos_mutus ENSBMUG00000024567
bison_bison_bison ENSBBBG00000018056
capra_hircus ENSCHIG00000010045
ovis_aries ENSOARG00000015923
tursiops_truncatus ENSTTRG00000012277
sus_scrofa ENSSSCG00000011456
myotis_lucifugus ENSMLUG00000017147
pteropus_vampyrus ENSPVAG00000016287
equus_caballus ENSECAG00000012652
equus_asinus_asinus ENSEASG00005015578
loxodonta_africana ENSLAFG00000021479
procavia_capensis ENSPCAG00000006109
echinops_telfairi ENSETEG00000015288
dasypus_novemcinctus ENSDNOG00000017693
choloepus_hoffmanni ENSCHOG00000007711
ornithorhynchus_anatinus ENSOANG00000014369
manacus_vitellinus ENSMVIG00005002304
lepidothrix_coronata ENSLCOG00000009223
parus_major ENSPMJG00000012566
cyanistes_caeruleus ENSCCEG00000024198
ficedula_albicollis ENSFALG00000008585
lonchura_striata_domestica ENSLSDG00000010289
taeniopygia_guttata ENSTGUG00000006933
serinus_canaria ENSSCAG00000002341
junco_hyemalis ENSJHYG00000012673
zonotrichia_albicollis ENSZALG00000017069
melopsittacus_undulatus ENSMUNG00000014084
calidris_pygmaea ENSCPGG00000019250
calidris_pugnax ENSCPUG00000016481
gallus_gallus ENSGALG00000005363
meleagris_gallopavo ENSMGAG00000006000
coturnix_japonica ENSCJPG00005012906
numida_meleagris ENSNMEG00000017334
anas_platyrhynchos_platyrhynchos ENSAPLG00000013484
anser_brachyrhynchus ENSABRG00000005350
apteryx_owenii ENSAOWG00000010310
apteryx_haastii ENSAHAG00000009284
apteryx_rowi ENSARWG00000005901
dromaius_novaehollandiae ENSDNVG00000014268
nothoprocta_perdicaria ENSNPEG00000008408
crocodylus_porosus ENSCPRG00005019003
gopherus_agassizii ENSGAGG00000017425
chelonoidis_abingdonii ENSCABG00000011783
chrysemys_picta_bellii ENSCPBG00000021433
pelodiscus_sinensis ENSPSIG00000003349
anolis_carolinensis ENSACAG00000011695
