apteryx_haastii ENSAHAG00000012125
apteryx_owenii ENSAOWG00000000752
apteryx_rowi ENSARWG00000006740
nothoprocta_perdicaria ENSNPEG00000004621
dromaius_novaehollandiae ENSDNVG00000002935
chrysemys_picta ENSCPBG00000010760
gopherus_agassizii ENSGAGG00000023961
pelodiscus_sinensis ENSPSIG00000004434
crocodylus_porosus ENSCPRG00005011059
calidris_pygmaea ENSCPGG00000005218
calidris_pugnax ENSCPUG00000007974
melopsittacus_undulatus ENSMUNG00000012121
cyanistes_caeruleus ENSCCEG00000023091
parus_major ENSPMJG00000015156
ficedula_albicollis ENSFALG00000004933
taeniopygia_guttata ENSTGUG00000002412
lonchura_striata ENSLSDG00000014765
junco_hyemalis ENSJHYG00000016692
lepidothrix_coronata ENSLCOG00000003130
manacus_vitellinus ENSMVIG00005009537
zonotrichia_albicollis ENSZALG00000010955
serinus_canaria ENSSCAG00000010701
anser_brachyrhynchus ENSABRG00000018401
anas_platyrhynchos ENSAPLG00000002512
meleagris_gallopavo ENSMGAG00000000739
gallus_gallus ENSGALG00000031482
numida_meleagris ENSNMEG00000022784
coturnix_japonica ENSCJPG00005015786
sphenodon_punctatus ENSSPUG00000011770
phascolarctos_cinereus ENSPCIG00000006169
vombatus_ursinus ENSVURG00010006241
sarcophilus_harrisii ENSSHAG00000009840
monodelphis_domestica ENSMODG00000017269
xenopus_tropicalis ENSXETG00000006935
chrysemys_picta ENSCPBG00000016149
chelonoidis_abingdonii ENSCABG00000008145
anolis_carolinensis ENSACAG00000017258
pogona_vitticeps ENSPVIG00000008397
salvator_merianae ENSSMRG00000011932
latimeria_chalumnae ENSLACG00000012622
erpetoichthys_calabaricus ENSECRG00000001530
scleropages_formosus ENSSFOG00015018066
scleropages_formosus ENSSFOG00015012651
saimiri_boliviensis ENSSBOG00000034311
papio_anubis ENSPANG00000006100
mustela_putorius ENSMPUG00000001529
ailuropoda_melanoleuca ENSAMEG00000011263
meriones_unguiculatus ENSMUGG00000017458
