myotis_lucifugus ENSMLUG00000012405
pteropus_vampyrus ENSPVAG00000010750
capra_hircus ENSCHIG00000021733
ovis_aries ENSOARG00000001131
capra_hircus ENSCHIG00000016726
ovis_aries ENSOARG00000001393
capra_hircus ENSCHIG00000013015
bos_mutus ENSBMUG00000023346
bison_bison_bison ENSBBBG00000018239
bos_taurus ENSBTAG00000014402
tursiops_truncatus ENSTTRG00000002323
sus_scrofa ENSSSCG00000016452
vicugna_pacos ENSVPAG00000007363
ursus_maritimus ENSUMAG00000011031
ursus_americanus ENSUAMG00000023316
ailuropoda_melanoleuca ENSAMEG00000002432
mustela_putorius_furo ENSMPUG00000007472
neovison_vison ENSNVIG00000002229
canis_lupus_familiaris ENSCAFG00000004572
canis_lupus_dingo ENSCAFG00020006503
vulpes_vulpes ENSVVUG00000009161
panthera_tigris_altaica ENSPTIG00000009369
panthera_pardus ENSPPRG00000020196
felis_catus ENSFCAG00000011441
equus_caballus ENSECAG00000018802
equus_asinus_asinus ENSEASG00005020627
erinaceus_europaeus ENSEEUG00000000919
sorex_araneus ENSSARG00000004013
mus_spicilegus ENSMSIG00000020972
mus_musculus ENSMUSG00000064262
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0029350
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0028347
mus_pahari MGP_PahariEiJ_G0022101
rattus_norvegicus ENSRNOG00000020169
meriones_unguiculatus ENSMUGG00000024865
cricetulus_griseus_crigri ENSCGRG00000014281
cricetulus_griseus_crigri-picr ENSCGRG00015007821
cricetulus_griseus_chok1gshd ENSCGRG00001018061
microtus_ochrogaster ENSMOCG00000005505
peromyscus_maniculatus_bairdii ENSPEMG00000016086
castor_canadensis ENSCCNG00000024214
fukomys_damarensis ENSFDAG00000007805
urocitellus_parryii ENSUPAG00010020932
ictidomys_tridecemlineatus ENSSTOG00000025007
spermophilus_dauricus ENSSDAG00000018949
marmota_marmota_marmota ENSMMMG00000006438
oryctolagus_cuniculus ENSOCUG00000001150
tupaia_belangeri ENSTBEG00000009953
pan_troglodytes ENSPTRG00000019856
pan_troglodytes ENSPTRG00000046210
pan_paniscus ENSPPAG00000038601
gorilla_gorilla ENSGGOG00000025687
homo_sapiens ENSG00000171115
pongo_abelii ENSPPYG00000018169
nomascus_leucogenys ENSNLEG00000003821
cercocebus_atys ENSCATG00000013026
mandrillus_leucophaeus ENSMLEG00000036169
macaca_mulatta ENSMMUG00000022636
macaca_fascicularis ENSMFAG00000002026
macaca_nemestrina ENSMNEG00000042139
theropithecus_gelada ENSTGEG00000003491
papio_anubis ENSPANG00000008718
chlorocebus_sabaeus ENSCSAG00000006880
rhinopithecus_roxellana ENSRROG00000040860
rhinopithecus_bieti ENSRBIG00000017674
colobus_angolensis_palliatus ENSCANG00000039247
piliocolobus_tephrosceles ENSPTEG00000029311
cebus_capucinus ENSCCAG00000022092
callithrix_jacchus ENSCJAG00000010511
saimiri_boliviensis_boliviensis ENSSBOG00000028699
aotus_nancymaae ENSANAG00000038300
carlito_syrichta ENSTSYG00000014287
propithecus_coquereli ENSPCOG00000015779
prolemur_simus ENSPSMG00000014733
microcebus_murinus ENSMICG00000015448
otolemur_garnettii ENSOGAG00000030330
sarcophilus_harrisii ENSSHAG00000008260
sarcophilus_harrisii ENSSHAG00000005895
notamacropus_eugenii ENSMEUG00000010750
numida_meleagris ENSNMEG00000004309
meleagris_gallopavo ENSMGAG00000001590
scleropages_formosus ENSSFOG00015007812
oreochromis_niloticus ENSONIG00000005027
