phascolarctos_cinereus ENSPCIG00000007700
ornithorhynchus_anatinus ENSOANG00000006376
pogona_vitticeps ENSPVIG00000000213
notechis_scutatus ENSNSUG00000004599
salvator_merianae ENSSMRG00000009074
sphenodon_punctatus ENSSPUG00000009065
gallus_gallus ENSGALG00000021676
coturnix_japonica ENSCJPG00005010111
melopsittacus_undulatus ENSMUNG00000015691
calidris_pygmaea ENSCPGG00000012488
calidris_pugnax ENSCPUG00000005940
lepidothrix_coronata ENSLCOG00000002843
manacus_vitellinus ENSMVIG00005011189
parus_major ENSPMJG00000013356
cyanistes_caeruleus ENSCCEG00000017907
ficedula_albicollis ENSFALG00000009401
lonchura_striata_domestica ENSLSDG00000005743
taeniopygia_guttata ENSTGUG00000002822
serinus_canaria ENSSCAG00000017335
junco_hyemalis ENSJHYG00000011213
dromaius_novaehollandiae ENSDNVG00000017715
crocodylus_porosus ENSCPRG00005012961
chelonoidis_abingdonii ENSCABG00000000864
gopherus_agassizii ENSGAGG00000005863
chrysemys_picta_bellii ENSCPBG00000022954
pelodiscus_sinensis ENSPSIG00000007737
latimeria_chalumnae ENSLACG00000019132
paramormyrops_kingsleyae ENSPKIG00000012533
scleropages_formosus ENSSFOG00015012201
seriola_lalandi_dorsalis ENSSLDG00000012796
seriola_dumerili ENSSDUG00000003665
scophthalmus_maximus ENSSMAG00000009822
monopterus_albus ENSMALG00000008732
mastacembelus_armatus ENSMAMG00000014642
anabas_testudineus ENSATEG00000005821
cynoglossus_semilaevis ENSCSEG00000003868
amphiprion_ocellaris ENSAOCG00000014390
amphiprion_percula ENSAPEG00000010415
acanthochromis_polyacanthus ENSAPOG00000019537
stegastes_partitus ENSSPAG00000005919
haplochromis_burtoni ENSHBUG00000020798
pundamilia_nyererei ENSPNYG00000012199
maylandia_zebra ENSMZEG00005021442
astatotilapia_calliptera ENSACLG00000017163
neolamprologus_brichardi ENSNBRG00000022186
amphilophus_citrinellus ENSACIG00000015369
xiphophorus_maculatus ENSXMAG00000027232
xiphophorus_couchianus ENSXCOG00000002794
gambusia_affinis ENSGAFG00000015661
poecilia_formosa ENSPFOG00000001184
poecilia_mexicana ENSPMEG00000015748
poecilia_latipinna ENSPLAG00000023481
poecilia_reticulata ENSPREG00000010536
cyprinodon_variegatus ENSCVAG00000012324
fundulus_heteroclitus ENSFHEG00000013211
kryptolebias_marmoratus ENSKMAG00000003739
oryzias_latipes_asm223469v1 ENSORLG00015021964
oryzias_latipes ENSORLG00000028367
oryzias_melastigma ENSOMEG00000007780
mola_mola ENSMMOG00000017050
takifugu_rubripes ENSTRUG00000023786
esox_lucius ENSELUG00000016791
pygocentrus_nattereri ENSPNAG00000019153
astyanax_mexicanus ENSAMXG00000015254
ictalurus_punctatus ENSIPUG00000023663
lepisosteus_oculatus ENSLOCG00000006194
