sphenodon_punctatus ENSSPUG00000005414
salvator_merianae ENSSMRG00000007386
apteryx_haastii ENSAHAG00000012182
nothoprocta_perdicaria ENSNPEG00000005533
pteropus_vampyrus ENSPVAG00000010253
myotis_lucifugus ENSMLUG00000013861
vicugna_pacos ENSVPAG00000002917
sus_scrofa ENSSSCG00000002746
tursiops_truncatus ENSTTRG00000001910
bos_taurus ENSBTAG00000019887
bos_mutus ENSBMUG00000000982
bison_bison_bison ENSBBBG00000017286
capra_hircus ENSCHIG00000000497
ovis_aries ENSOARG00000003760
equus_caballus ENSECAG00000000603
equus_asinus_asinus ENSEASG00005013256
ursus_maritimus ENSUMAG00000018062
ursus_americanus ENSUAMG00000020406
ailuropoda_melanoleuca ENSAMEG00000002548
mustela_putorius_furo ENSMPUG00000007837
neovison_vison ENSNVIG00000007278
canis_lupus_dingo ENSCAFG00020020748
canis_lupus_familiaris ENSCAFG00000020218
vulpes_vulpes ENSVVUG00000017500
panthera_pardus ENSPPRG00000011780
panthera_tigris_altaica ENSPTIG00000012963
felis_catus ENSFCAG00000026024
erinaceus_europaeus ENSEEUG00000009234
castor_canadensis ENSCCNG00000018432
dipodomys_ordii ENSDORG00000013800
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0032662
mus_spicilegus ENSMSIG00000017663
mus_musculus ENSMUSG00000031730
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0031544
mus_pahari MGP_PahariEiJ_G0023144
rattus_norvegicus ENSRNOG00000015063
meriones_unguiculatus ENSMUGG00000012950
cricetulus_griseus_crigri ENSCGRG00000009434
cricetulus_griseus_crigri-picr ENSCGRG00015010284
cricetulus_griseus_chok1gshd ENSCGRG00001014633
mesocricetus_auratus ENSMAUG00000005725
peromyscus_maniculatus_bairdii ENSPEMG00000009624
microtus_ochrogaster ENSMOCG00000017444
nannospalax_galili ENSNGAG00000014011
jaculus_jaculus ENSJJAG00000004380
chinchilla_lanigera ENSCLAG00000003204
octodon_degus ENSODEG00000015071
cavia_porcellus ENSCPOG00000006657
cavia_aperea ENSCAPG00000015909
heterocephalus_glaber_female ENSHGLG00000012868
heterocephalus_glaber_male ENSHGLG00100015708
fukomys_damarensis ENSFDAG00000012012
urocitellus_parryii ENSUPAG00010014366
ictidomys_tridecemlineatus ENSSTOG00000025792
spermophilus_dauricus ENSSDAG00000024178
marmota_marmota_marmota ENSMMMG00000013750
oryctolagus_cuniculus ENSOCUG00000009053
pan_paniscus ENSPPAG00000039835
pan_troglodytes ENSPTRG00000008333
homo_sapiens ENSG00000102967
gorilla_gorilla ENSGGOG00000013030
pongo_abelii ENSPPYG00000007520
nomascus_leucogenys ENSNLEG00000005701
macaca_fascicularis ENSMFAG00000043915
macaca_nemestrina ENSMNEG00000007299
macaca_mulatta ENSMMUG00000023312
mandrillus_leucophaeus ENSMLEG00000031692
papio_anubis ENSPANG00000007354
theropithecus_gelada ENSTGEG00000010678
cercocebus_atys ENSCATG00000029035
chlorocebus_sabaeus ENSCSAG00000004239
colobus_angolensis_palliatus ENSCANG00000032482
piliocolobus_tephrosceles ENSPTEG00000007461
rhinopithecus_bieti ENSRBIG00000033655
rhinopithecus_roxellana ENSRROG00000043082
cebus_capucinus ENSCCAG00000034588
callithrix_jacchus ENSCJAG00000015085
saimiri_boliviensis_boliviensis ENSSBOG00000025483
aotus_nancymaae ENSANAG00000021540
carlito_syrichta ENSTSYG00000033203
prolemur_simus ENSPSMG00000012558
propithecus_coquereli ENSPCOG00000019100
microcebus_murinus ENSMICG00000011378
otolemur_garnettii ENSOGAG00000008649
loxodonta_africana ENSLAFG00000016344
echinops_telfairi ENSETEG00000012176
choloepus_hoffmanni ENSCHOG00000003183
sorex_araneus ENSSARG00000004072
phascolarctos_cinereus ENSPCIG00000001771
notamacropus_eugenii ENSMEUG00000013383
monodelphis_domestica ENSMODG00000002480
sarcophilus_harrisii ENSSHAG00000016967
xenopus_tropicalis ENSXETG00000023444
gasterosteus_aculeatus ENSGACG00000015466
labrus_bergylta ENSLBEG00000002895
takifugu_rubripes ENSTRUG00000017261
tetraodon_nigroviridis ENSTNIG00000005752
mola_mola ENSMMOG00000017675
mastacembelus_armatus ENSMAMG00000001638
anabas_testudineus ENSATEG00000011177
amphiprion_ocellaris ENSAOCG00000005407
amphiprion_percula ENSAPEG00000018948
acanthochromis_polyacanthus ENSAPOG00000001926
stegastes_partitus ENSSPAG00000007529
astatotilapia_calliptera ENSACLG00000025370
maylandia_zebra ENSMZEG00005001968
pundamilia_nyererei ENSPNYG00000005213
haplochromis_burtoni ENSHBUG00000023529
neolamprologus_brichardi ENSNBRG00000016777
oreochromis_niloticus ENSONIG00000003006
amphilophus_citrinellus ENSACIG00000005156
seriola_dumerili ENSSDUG00000007317
seriola_lalandi_dorsalis ENSSLDG00000021516
scophthalmus_maximus ENSSMAG00000021359
fundulus_heteroclitus ENSFHEG00000000486
cyprinodon_variegatus ENSCVAG00000015885
gambusia_affinis ENSGAFG00000012697
xiphophorus_maculatus ENSXMAG00000018327
poecilia_mexicana ENSPMEG00000012664
poecilia_formosa ENSPFOG00000022185
poecilia_latipinna ENSPLAG00000020410
poecilia_reticulata ENSPREG00000022646
kryptolebias_marmoratus ENSKMAG00000001640
oryzias_latipes_asm223469v1 ENSORLG00015013062
oryzias_latipes ENSORLG00000005804
oryzias_latipes ENSORLG00020014438
oryzias_melastigma ENSOMEG00000018454
cynoglossus_semilaevis ENSCSEG00000001376
hippocampus_comes ENSHCOG00000004903
periophthalmus_magnuspinnatus ENSPMGG00000023493
esox_lucius ENSELUG00000018016
pygocentrus_nattereri ENSPNAG00000012493
astyanax_mexicanus ENSAMXG00000036900
ictalurus_punctatus ENSIPUG00000011595
danio_rerio ENSDARG00000051889
paramormyrops_kingsleyae ENSPKIG00000023908
scleropages_formosus ENSSFOG00015019290
lepisosteus_oculatus ENSLOCG00000004457
danio_rerio ENSDARG00000102671
petromyzon_marinus ENSPMAG00000007116
ciona_savignyi ENSCSAVG00000008810
ciona_intestinalis ENSCING00000009392
drosophila_melanogaster FBgn0000447
caenorhabditis_elegans_strain_n2 WBGene00020932
