pan_paniscus ENSPPAG00000009603
pan_troglodytes ENSPTRG00000024093
gorilla_gorilla ENSGGOG00000014084
gorilla_gorilla ENSGGOG00000027356
homo_sapiens ENSG00000197213
pongo_abelii ENSPPYG00000010442
nomascus_leucogenys ENSNLEG00000010781
rhinopithecus_roxellana ENSRROG00000015181
rhinopithecus_bieti ENSRBIG00000040873
mandrillus_leucophaeus ENSMLEG00000010543
cercocebus_atys ENSCATG00000038324
theropithecus_gelada ENSTGEG00000013853
papio_anubis ENSPANG00000034824
macaca_mulatta ENSMMUG00000015532
macaca_nemestrina ENSMNEG00000039908
macaca_fascicularis ENSMFAG00000042210
chlorocebus_sabaeus ENSCSAG00000001679
colobus_angolensis_palliatus ENSCANG00000024180
piliocolobus_tephrosceles ENSPTEG00000000675
cebus_capucinus ENSCCAG00000024602
saimiri_boliviensis_boliviensis ENSSBOG00000025168
aotus_nancymaae ENSANAG00000035131
propithecus_coquereli ENSPCOG00000016550
