caenorhabditis_elegans_strain_n2 WBGene00009507
ciona_savignyi ENSCSAVG00000008208
seriola_lalandi_dorsalis ENSSLDG00000018443
cynoglossus_semilaevis ENSCSEG00000014394
oreochromis_niloticus ENSONIG00000011829
neolamprologus_brichardi ENSNBRG00000001023
labrus_bergylta ENSLBEG00000018591
periophthalmus_magnuspinnatus ENSPMGG00000013630
esox_lucius ENSELUG00000017547
scleropages_formosus ENSSFOG00015016376
ciona_intestinalis ENSCING00000017936
drosophila_melanogaster FBgn0002878
tetraodon_nigroviridis ENSTNIG00000019490
