serinus_canaria ENSSCAG00000000974
lonchura_striata_domestica ENSLSDG00000009192
zonotrichia_albicollis ENSZALG00000016578
junco_hyemalis ENSJHYG00000016799
ficedula_albicollis ENSFALG00000002762
cyanistes_caeruleus ENSCCEG00000006546
parus_major ENSPMJG00000011789
manacus_vitellinus ENSMVIG00005016295
lepidothrix_coronata ENSLCOG00000006488
anser_brachyrhynchus ENSABRG00000013466
anas_platyrhynchos_platyrhynchos ENSAPLG00000018472
apteryx_owenii ENSAOWG00000012143
apteryx_haastii ENSAHAG00000008887
apteryx_rowi ENSARWG00000014610
chelonoidis_abingdonii ENSCABG00000016405
gopherus_agassizii ENSGAGG00000019480
chrysemys_picta_bellii ENSCPBG00000002356
pogona_vitticeps ENSPVIG00000002183
anolis_carolinensis ENSACAG00000006125
notechis_scutatus ENSNSUG00000004400
xenopus_tropicalis ENSXETG00000031036
latimeria_chalumnae ENSLACG00000017362
sphenodon_punctatus ENSSPUG00000017569
pogona_vitticeps ENSPVIG00000002166
chrysemys_picta_bellii ENSCPBG00000021850
gopherus_agassizii ENSGAGG00000006404
chelonoidis_abingdonii ENSCABG00000001536
gopherus_agassizii ENSGAGG00000006406
chrysemys_picta_bellii ENSCPBG00000021845
neovison_vison ENSNVIG00000007827
mustela_putorius_furo ENSMPUG00000014934
ursus_americanus ENSUAMG00000027113
ursus_maritimus ENSUMAG00000006431
ailuropoda_melanoleuca ENSAMEG00000007338
canis_lupus_familiaris ENSCAFG00000008948
canis_lupus_dingo ENSCAFG00020013334
vulpes_vulpes ENSVVUG00000019583
panthera_tigris_altaica ENSPTIG00000017690
panthera_pardus ENSPPRG00000004625
felis_catus ENSFCAG00000034992
equus_asinus_asinus ENSEASG00005000318
equus_caballus ENSECAG00000010121
myotis_lucifugus ENSMLUG00000028552
pogona_vitticeps ENSPVIG00000022021
pogona_vitticeps ENSPVIG00000006711
pogona_vitticeps ENSPVIG00000022020
anolis_carolinensis ENSACAG00000029101
anolis_carolinensis ENSACAG00000006796
notechis_scutatus ENSNSUG00000004414
notechis_scutatus ENSNSUG00000004967
notechis_scutatus ENSNSUG00000004413
notechis_scutatus ENSNSUG00000004969
notechis_scutatus ENSNSUG00000000790
notechis_scutatus ENSNSUG00000004970
salvator_merianae ENSSMRG00000018640
salvator_merianae ENSSMRG00000018639
salvator_merianae ENSSMRG00000018653
salvator_merianae ENSSMRG00000005117
xenopus_tropicalis ENSXETG00000013041
latimeria_chalumnae ENSLACG00000022214
pogona_vitticeps ENSPVIG00000022022
scleropages_formosus ENSSFOG00015018115
paramormyrops_kingsleyae ENSPKIG00000015560
pygocentrus_nattereri ENSPNAG00000021068
anas_platyrhynchos_platyrhynchos ENSAPLG00000021352
anas_platyrhynchos_platyrhynchos ENSAPLG00000019643
ornithorhynchus_anatinus ENSOANG00000014992
capra_hircus ENSCHIG00000027096
ovis_aries ENSOARG00000020393
bos_taurus ENSBTAG00000011941
bos_mutus ENSBMUG00000018443
bison_bison_bison ENSBBBG00000009101
ovis_aries ENSOARG00000000543
capra_hircus ENSCHIG00000022325
bos_taurus ENSBTAG00000039170
bos_taurus ENSBTAG00000054492
bison_bison_bison ENSBBBG00000013496
tursiops_truncatus ENSTTRG00000013948
ovis_aries ENSOARG00000020515
capra_hircus ENSCHIG00000017178
bos_mutus ENSBMUG00000025459
bos_taurus ENSBTAG00000026779
bison_bison_bison ENSBBBG00000013249
equus_caballus ENSECAG00000018113
equus_asinus_asinus ENSEASG00005008072
oryctolagus_cuniculus ENSOCUG00000013891
oryctolagus_cuniculus ENSOCUG00000011546
ochotona_princeps ENSOPRG00000003805
chinchilla_lanigera ENSCLAG00000014837
cavia_porcellus ENSCPOG00000000748
fukomys_damarensis ENSFDAG00000003661
carlito_syrichta ENSTSYG00000012468
procavia_capensis ENSPCAG00000011609
ursus_maritimus ENSUMAG00000020794
ursus_americanus ENSUAMG00000023491
ailuropoda_melanoleuca ENSAMEG00000011820
neovison_vison ENSNVIG00000010610
mustela_putorius_furo ENSMPUG00000017501
canis_lupus_familiaris ENSCAFG00000000426
canis_lupus_dingo ENSCAFG00020016944
vulpes_vulpes ENSVVUG00000010151
castor_canadensis ENSCCNG00000027233
castor_canadensis ENSCCNG00000016792
castor_canadensis ENSCCNG00000018312
castor_canadensis ENSCCNG00000027229
mus_musculus ENSMUSG00000020177
mus_spicilegus ENSMSIG00000009383
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0016653
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0015830
mus_pahari MGP_PahariEiJ_G0031257
rattus_norvegicus ENSRNOG00000005790
chinchilla_lanigera ENSCLAG00000009188
tupaia_belangeri ENSTBEG00000001243
panthera_tigris_altaica ENSPTIG00000008254
panthera_pardus ENSPPRG00000017312
felis_catus ENSFCAG00000005424
choloepus_hoffmanni ENSCHOG00000004914
choloepus_hoffmanni ENSCHOG00000002037
dasypus_novemcinctus ENSDNOG00000010920
dasypus_novemcinctus ENSDNOG00000032401
ovis_aries ENSOARG00000020417
capra_hircus ENSCHIG00000024463
bos_taurus ENSBTAG00000049929
