drosophila_melanogaster FBgn0032053
caenorhabditis_elegans WBGene00011740
monopterus_albus ENSMALG00000022486
gouania_willdenowi ENSGWIG00000025723
tetraodon_nigroviridis ENSTNIG00000008038
takifugu_rubripes ENSTRUG00000025696
cynoglossus_semilaevis ENSCSEG00000019976
hippocampus_comes ENSHCOG00000017637
lates_calcarifer ENSLCAG00010011297
scophthalmus_maximus ENSSMAG00000011479
mastacembelus_armatus ENSMAMG00000002286
cottoperca_gobio ENSCGOG00000021120
cottoperca_gobio ENSCGOG00000002957
gasterosteus_aculeatus ENSGACG00000010193
labrus_bergylta ENSLBEG00000006744
mola_mola ENSMMOG00000016030
anabas_testudineus ENSATEG00000021472
betta_splendens ENSBSLG00000021301
seriola_dumerili ENSSDUG00000011778
seriola_lalandi ENSSLDG00000023639
larimichthys_crocea ENSLCRG00005003985
amphiprion_percula ENSAPEG00000011818
amphiprion_ocellaris ENSAOCG00000009160
acanthochromis_polyacanthus ENSAPOG00000010274
stegastes_partitus ENSSPAG00000018354
parambassis_ranga ENSPRNG00000024367
astatotilapia_calliptera ENSACLG00000024277
haplochromis_burtoni ENSHBUG00000015507
pundamilia_nyererei ENSPNYG00000023096
maylandia_zebra ENSMZEG00005017651
neolamprologus_brichardi ENSNBRG00000000391
oreochromis_niloticus ENSONIG00000012928
amphilophus_citrinellus ENSACIG00000012151
gambusia_affinis ENSGAFG00000014285
xiphophorus_maculatus ENSXMAG00000011410
poecilia_formosa ENSPFOG00000013680
poecilia_latipinna ENSPLAG00000000112
poecilia_mexicana ENSPMEG00000016529
poecilia_reticulata ENSPREG00000011034
cyprinodon_variegatus ENSCVAG00000001138
fundulus_heteroclitus ENSFHEG00000012964
kryptolebias_marmoratus ENSKMAG00000007684
oryzias_latipes ENSORLG00000026054
oryzias_latipes ENSORLG00020005100
oryzias_latipes ENSORLG00015010985
oryzias_melastigma ENSOMEG00000013053
periophthalmus_magnuspinnatus ENSPMGG00000004465
gadus_morhua ENSGMOG00000010300
clupea_harengus ENSCHAG00000011504
denticeps_clupeoides ENSDCDG00000020127
hucho_hucho ENSHHUG00000040776
esox_lucius ENSELUG00000017748
astyanax_mexicanus ENSAMXG00005016738
astyanax_mexicanus ENSAMXG00000032697
pygocentrus_nattereri ENSPNAG00000017837
electrophorus_electricus ENSEEEG00000024026
ictalurus_punctatus ENSIPUG00000000149
danio_rerio ENSDARG00000041340
scleropages_formosus ENSSFOG00015002742
paramormyrops_kingsleyae ENSPKIG00000007188
lepisosteus_oculatus ENSLOCG00000007108
erpetoichthys_calabaricus ENSECRG00000008820
eptatretus_burgeri ENSEBUG00000011397
gallus_gallus ENSGALG00000014435
meleagris_gallopavo ENSMGAG00000014092
coturnix_japonica ENSCJPG00005016715
numida_meleagris ENSNMEG00000016908
anser_brachyrhynchus ENSABRG00000012749
calidris_pygmaea ENSCPGG00000006269
calidris_pugnax ENSCPUG00000005992
junco_hyemalis ENSJHYG00000009710
zonotrichia_albicollis ENSZALG00000018005
taeniopygia_guttata ENSTGUG00000013340
lonchura_striata ENSLSDG00000006848
parus_major ENSPMJG00000010096
lepidothrix_coronata ENSLCOG00000002003
manacus_vitellinus ENSMVIG00005012339
ficedula_albicollis ENSFALG00000004836
serinus_canaria ENSSCAG00000014627
cyanistes_caeruleus ENSCCEG00000015104
apteryx_owenii ENSAOWG00000008454
apteryx_haastii ENSAHAG00000012626
apteryx_rowi ENSARWG00000008758
dromaius_novaehollandiae ENSDNVG00000015904
anas_platyrhynchos ENSAPLG00000025855
nothoprocta_perdicaria ENSNPEG00000008728
crocodylus_porosus ENSCPRG00005008007
anolis_carolinensis ENSACAG00000006677
pogona_vitticeps ENSPVIG00000011968
notechis_scutatus ENSNSUG00000015748
salvator_merianae ENSSMRG00000011274
sphenodon_punctatus ENSSPUG00000015396
chelonoidis_abingdonii ENSCABG00000020385
chelonoidis_abingdonii ENSCABG00000001663
gopherus_agassizii ENSGAGG00000015360
chrysemys_picta ENSCPBG00000000417
pelodiscus_sinensis ENSPSIG00000016487
dipodomys_ordii ENSDORG00000028160
ornithorhynchus_anatinus ENSOANG00000003012
cavia_porcellus ENSCPOG00000008478
octodon_degus ENSODEG00000004435
chinchilla_lanigera ENSCLAG00000011881
heterocephalus_glaber ENSHGLG00000001887
heterocephalus_glaber ENSHGLG00100010169
fukomys_damarensis ENSFDAG00000018319
spermophilus_dauricus ENSSDAG00000015485
spermophilus_dauricus ENSSDAG00000020352
urocitellus_parryii ENSUPAG00010013007
ictidomys_tridecemlineatus ENSSTOG00000007484
marmota_marmota ENSMMMG00000017860
mus_spretus MGP_SPRETEiJ_G0029916
mus_musculus ENSMUSG00000030335
mus_spicilegus ENSMSIG00000006876
mus_pahari MGP_PahariEiJ_G0022634
rattus_norvegicus ENSRNOG00000019165
meriones_unguiculatus ENSMUGG00000011882
cricetulus_griseus ENSCGRG00001004726
cricetulus_griseus ENSCGRG00015025567
cricetulus_griseus ENSCGRG00001010566
cricetulus_griseus ENSCGRG00015003705
cricetulus_griseus ENSCGRG00000016012
mesocricetus_auratus ENSMAUG00000010740
microtus_ochrogaster ENSMOCG00000013685
peromyscus_maniculatus ENSPEMG00000008667
nannospalax_galili ENSNGAG00000022754
jaculus_jaculus ENSJJAG00000018962
castor_canadensis ENSCCNG00000025251
oryctolagus_cuniculus ENSOCUG00000008170
tupaia_belangeri ENSTBEG00000000936
propithecus_coquereli ENSPCOG00000024470
propithecus_coquereli ENSPCOG00000024091
prolemur_simus ENSPSMG00000017485
microcebus_murinus ENSMICG00000027914
otolemur_garnettii ENSOGAG00000031255
