monodelphis_domestica ENSMODG00000050878
sarcophilus_harrisii ENSSHAG00000006381
notamacropus_eugenii ENSMEUG00000000401
dasypus_novemcinctus ENSDNOG00000049353
dasypus_novemcinctus ENSDNOG00000047079
dasypus_novemcinctus ENSDNOG00000038181
dasypus_novemcinctus ENSDNOG00000030774
choloepus_hoffmanni ENSCHOG00000003599
choloepus_hoffmanni ENSCHOG00000000784
dipodomys_ordii ENSDORG00000028386
equus_asinus ENSEASG00005002840
equus_caballus ENSECAG00000021345
equus_caballus ENSECAG00000029464
mus_spicilegus ENSMSIG00000012287
mus_spicilegus ENSMSIG00000022490
mus_spicilegus ENSMSIG00000014977
mus_spicilegus ENSMSIG00000022219
mus_spicilegus ENSMSIG00000023373
mus_musculus ENSMUSG00000045996
mus_spretus MGP_SPRETEiJ_G0020631
mus_caroli MGP_CAROLIEiJ_G0019735
mus_pahari MGP_PahariEiJ_G0019744
rattus_norvegicus ENSRNOG00000010408
meriones_unguiculatus ENSMUGG00000008278
peromyscus_maniculatus ENSPEMG00000012015
peromyscus_maniculatus ENSPEMG00000029844
peromyscus_maniculatus ENSPEMG00000024389
peromyscus_maniculatus ENSPEMG00000008788
peromyscus_maniculatus ENSPEMG00000001038
cricetulus_griseus ENSCGRG00000011617
cricetulus_griseus ENSCGRG00015027522
mesocricetus_auratus ENSMAUG00000010288
microtus_ochrogaster ENSMOCG00000009880
nannospalax_galili ENSNGAG00000020950
jaculus_jaculus ENSJJAG00000000698
jaculus_jaculus ENSJJAG00000016100
jaculus_jaculus ENSJJAG00000012986
jaculus_jaculus ENSJJAG00000000271
jaculus_jaculus ENSJJAG00000014209
oryctolagus_cuniculus ENSOCUG00000016854
oryctolagus_cuniculus ENSOCUG00000037997
carlito_syrichta ENSTSYG00000035576
carlito_syrichta ENSTSYG00000032761
pteropus_vampyrus ENSPVAG00000009991
macaca_fascicularis ENSMFAG00000030863
macaca_nemestrina ENSMNEG00000023503
theropithecus_gelada ENSTGEG00000002871
mandrillus_leucophaeus ENSMLEG00000038200
chlorocebus_sabaeus ENSCSAG00000012163
cercocebus_atys ENSCATG00000007143
papio_anubis ENSPANG00000011129
rhinopithecus_roxellana ENSRROG00000043844
rhinopithecus_bieti ENSRBIG00000035082
colobus_angolensis ENSCANG00000041713
cebus_capucinus ENSCCAG00000004867
saimiri_boliviensis ENSSBOG00000010968
cebus_capucinus ENSCCAG00000019633
callithrix_jacchus ENSCJAG00000022168
saimiri_boliviensis ENSSBOG00000019574
aotus_nancymaae ENSANAG00000031482
aotus_nancymaae ENSANAG00000030159
callithrix_jacchus ENSCJAG00000041308
pan_paniscus ENSPPAG00000040441
pan_troglodytes ENSPTRG00000020470
homo_sapiens ENSG00000147669
gorilla_gorilla ENSGGOG00000024539
pongo_abelii ENSPPYG00000018786
nomascus_leucogenys ENSNLEG00000031897
saimiri_boliviensis ENSSBOG00000028601
piliocolobus_tephrosceles ENSPTEG00000003026
piliocolobus_tephrosceles ENSPTEG00000001546
cebus_capucinus ENSCCAG00000002072
propithecus_coquereli ENSPCOG00000026981
propithecus_coquereli ENSPCOG00000007173
prolemur_simus ENSPSMG00000012451
microcebus_murinus ENSMICG00000044624
myotis_lucifugus ENSMLUG00000030053
myotis_lucifugus ENSMLUG00000029803
sorex_araneus ENSSARG00000001557
equus_caballus ENSECAG00000034173
equus_asinus ENSEASG00005016441
bos_mutus ENSBMUG00000025513
bos_taurus ENSBTAG00000022539
bos_indicus ENSBIXG00005011816
bison_bison ENSBBBG00000013298
ovis_aries ENSOARG00000001480
capra_hircus ENSCHIG00000007790
capra_hircus ENSCHIG00000012813
sus_scrofa ENSSSCG00000021180
tursiops_truncatus ENSTTRG00000007489
vicugna_pacos ENSVPAG00000009630
rhinopithecus_bieti ENSRBIG00000032617
rhinopithecus_roxellana ENSRROG00000036861
piliocolobus_tephrosceles ENSPTEG00000007192
mandrillus_leucophaeus ENSMLEG00000012572
gorilla_gorilla ENSGGOG00000015089
nomascus_leucogenys ENSNLEG00000018544
prolemur_simus ENSPSMG00000011871
ictidomys_tridecemlineatus ENSSTOG00000032566
marmota_marmota ENSMMMG00000011335
urocitellus_parryii ENSUPAG00010012856
ictidomys_tridecemlineatus ENSSTOG00000006123
spermophilus_dauricus ENSSDAG00000018609
spermophilus_dauricus ENSSDAG00000010848
marmota_marmota ENSMMMG00000016111
urocitellus_parryii ENSUPAG00010013522
urocitellus_parryii ENSUPAG00010023502
marmota_marmota ENSMMMG00000013982
spermophilus_dauricus ENSSDAG00000004887
marmota_marmota ENSMMMG00000008450
spermophilus_dauricus ENSSDAG00000016836
fukomys_damarensis ENSFDAG00000000348
fukomys_damarensis ENSFDAG00000018794
heterocephalus_glaber ENSHGLG00100005467
heterocephalus_glaber ENSHGLG00000004285
heterocephalus_glaber ENSHGLG00000021192
cavia_porcellus ENSCPOG00000036717
cavia_aperea ENSCAPG00000017627
chinchilla_lanigera ENSCLAG00000010033
octodon_degus ENSODEG00000019784
octodon_degus ENSODEG00000004358
octodon_degus ENSODEG00000018618
octodon_degus ENSODEG00000019324
octodon_degus ENSODEG00000020322
octodon_degus ENSODEG00000020129
tupaia_belangeri ENSTBEG00000010260
tupaia_belangeri ENSTBEG00000003799
castor_canadensis ENSCCNG00000008375
erinaceus_europaeus ENSEEUG00000015727
bos_taurus ENSBTAG00000052277
ursus_americanus ENSUAMG00000008073
ursus_maritimus ENSUMAG00000021763
canis_lupus ENSCAFG00020011172
canis_lupus ENSCAFG00000041436
canis_lupus ENSCAFG00000032117
canis_lupus ENSCAFG00020023694
canis_lupus ENSCAFG00020000296
ursus_maritimus ENSUMAG00000017508
ailuropoda_melanoleuca ENSAMEG00000000452
neovison_vison ENSNVIG00000000467
felis_catus ENSFCAG00000039453
spermophilus_dauricus ENSSDAG00000004201
urocitellus_parryii ENSUPAG00010021171
procavia_capensis ENSPCAG00000000746
loxodonta_africana ENSLAFG00000005254
castor_canadensis ENSCCNG00000004814
macaca_fascicularis ENSMFAG00000039166
macaca_nemestrina ENSMNEG00000033552
choloepus_hoffmanni ENSCHOG00000008820
ochotona_princeps ENSOPRG00000009562
ochotona_princeps ENSOPRG00000015675
ochotona_princeps ENSOPRG00000005504
ochotona_princeps ENSOPRG00000010172
anolis_carolinensis ENSACAG00000020961
notechis_scutatus ENSNSUG00000012481
salvator_merianae ENSSMRG00000021166
salvator_merianae ENSSMRG00000014716
sphenodon_punctatus ENSSPUG00000018205
chelonoidis_abingdonii ENSCABG00000007796
chelonoidis_abingdonii ENSCABG00000017587
gopherus_agassizii ENSGAGG00000009919
pelodiscus_sinensis ENSPSIG00000004097
anas_platyrhynchos ENSAPLG00000027673
gallus_gallus ENSGALG00000036019
junco_hyemalis ENSJHYG00000003564
zonotrichia_albicollis ENSZALG00000013044
taeniopygia_guttata ENSTGUG00000012051
taeniopygia_guttata ENSTGUG00000018366
lonchura_striata ENSLSDG00000017927
serinus_canaria ENSSCAG00000004326
ficedula_albicollis ENSFALG00000005795
lepidothrix_coronata ENSLCOG00000008317
apteryx_haastii ENSAHAG00000006371
nothoprocta_perdicaria ENSNPEG00000014418
latimeria_chalumnae ENSLACG00000015753
electrophorus_electricus ENSEEEG00000021515
astyanax_mexicanus ENSAMXG00000038868
danio_rerio ENSDARG00000075616
clupea_harengus ENSCHAG00000010679
kryptolebias_marmoratus ENSKMAG00000007731
kryptolebias_marmoratus ENSKMAG00000016379
poecilia_mexicana ENSPMEG00000022211
gambusia_affinis ENSGAFG00000010349
cyprinodon_variegatus ENSCVAG00000022985
cyprinodon_variegatus ENSCVAG00000005198
fundulus_heteroclitus ENSFHEG00000019707
oryzias_latipes ENSORLG00015010501
amphiprion_percula ENSAPEG00000010759
haplochromis_burtoni ENSHBUG00000002269
maylandia_zebra ENSMZEG00005003220
pundamilia_nyererei ENSPNYG00000012241
neolamprologus_brichardi ENSNBRG00000013533
gouania_willdenowi ENSGWIG00000013500
betta_splendens ENSBSLG00000017981
anabas_testudineus ENSATEG00000013218
cynoglossus_semilaevis ENSCSEG00000017377
seriola_lalandi ENSSLDG00000013975
scophthalmus_maximus ENSSMAG00000007196
cottoperca_gobio ENSCGOG00000006245
labrus_bergylta ENSLBEG00000027114
larimichthys_crocea ENSLCRG00005011868
mola_mola ENSMMOG00000017945
mastacembelus_armatus ENSMAMG00000014290
