mola_mola ENSMMOG00000017140
tetraodon_nigroviridis ENSTNIG00000000247
poecilia_formosa ENSPFOG00000008009
gasterosteus_aculeatus ENSGACG00000015655
oreochromis_niloticus ENSONIG00000006104
neolamprologus_brichardi ENSNBRG00000012810
amphilophus_citrinellus ENSACIG00000001310
haplochromis_burtoni ENSHBUG00000016636
amphiprion_ocellaris ENSAOCG00000008272
seriola_lalandi_dorsalis ENSSLDG00000014895
seriola_dumerili ENSSDUG00000023187
scophthalmus_maximus ENSSMAG00000021411
labrus_bergylta ENSLBEG00000025367
mastacembelus_armatus ENSMAMG00000021850
monopterus_albus ENSMALG00000019890
anabas_testudineus ENSATEG00000007117
xiphophorus_maculatus ENSXMAG00000027254
gambusia_affinis ENSGAFG00000016940
poecilia_reticulata ENSPREG00000023056
poecilia_mexicana ENSPMEG00000011830
fundulus_heteroclitus ENSFHEG00000008095
cyprinodon_variegatus ENSCVAG00000004596
kryptolebias_marmoratus ENSKMAG00000004407
oryzias_latipes_asm223469v1 ENSORLG00015009681
oryzias_latipes ENSORLG00000006881
oryzias_latipes ENSORLG00020011526
oryzias_melastigma ENSOMEG00000022034
maylandia_zebra ENSMZEG00005015236
pundamilia_nyererei ENSPNYG00000008112
astatotilapia_calliptera ENSACLG00000027111
acanthochromis_polyacanthus ENSAPOG00000003993
stegastes_partitus ENSSPAG00000015149
hippocampus_comes ENSHCOG00000002109
cynoglossus_semilaevis ENSCSEG00000009769
takifugu_rubripes ENSTRUG00000017390
gadus_morhua ENSGMOG00000001391
esox_lucius ENSELUG00000008419
pygocentrus_nattereri ENSPNAG00000016260
astyanax_mexicanus ENSAMXG00000040117
ictalurus_punctatus ENSIPUG00000003979
danio_rerio ENSDARG00000054332
paramormyrops_kingsleyae ENSPKIG00000016352
scleropages_formosus ENSSFOG00015012870
lepisosteus_oculatus ENSLOCG00000003340
phascolarctos_cinereus ENSPCIG00000005815
notamacropus_eugenii ENSMEUG00000003205
monodelphis_domestica ENSMODG00000007442
sarcophilus_harrisii ENSSHAG00000017621
pan_paniscus ENSPPAG00000037497
pan_troglodytes ENSPTRG00000050097
homo_sapiens ENSG00000166436
gorilla_gorilla ENSGGOG00000016600
pongo_abelii ENSPPYG00000003506
nomascus_leucogenys ENSNLEG00000017531
piliocolobus_tephrosceles ENSPTEG00000002096
colobus_angolensis_palliatus ENSCANG00000035752
rhinopithecus_bieti ENSRBIG00000029540
