anolis_carolinensis ENSACAG00000009529
pogona_vitticeps ENSPVIG00000024190
notechis_scutatus ENSNSUG00000018454
salvator_merianae ENSSMRG00000015037
sphenodon_punctatus ENSSPUG00000015179
apteryx_haastii ENSAHAG00000009092
apteryx_owenii ENSAOWG00000016478
apteryx_rowi ENSARWG00000011197
dromaius_novaehollandiae ENSDNVG00000006903
nothoprocta_perdicaria ENSNPEG00000012159
anser_brachyrhynchus ENSABRG00000003030
anas_platyrhynchos ENSAPLG00000002287
gallus_gallus ENSGALG00000005815
coturnix_japonica ENSCJPG00005003955
meleagris_gallopavo ENSMGAG00000006297
numida_meleagris ENSNMEG00000010228
lepidothrix_coronata ENSLCOG00000015355
manacus_vitellinus ENSMVIG00005012186
serinus_canaria ENSSCAG00000005431
lonchura_striata ENSLSDG00000017995
taeniopygia_guttata ENSTGUG00000008224
cyanistes_caeruleus ENSCCEG00000016979
parus_major ENSPMJG00000006230
ficedula_albicollis ENSFALG00000000976
junco_hyemalis ENSJHYG00000003118
zonotrichia_albicollis ENSZALG00000017118
melopsittacus_undulatus ENSMUNG00000014317
calidris_pygmaea ENSCPGG00000003914
calidris_pugnax ENSCPUG00000012735
crocodylus_porosus ENSCPRG00005001761
gopherus_agassizii ENSGAGG00000020424
chelonoidis_abingdonii ENSCABG00000006380
chrysemys_picta ENSCPBG00000022840
pelodiscus_sinensis ENSPSIG00000017162
vombatus_ursinus ENSVURG00010004743
phascolarctos_cinereus ENSPCIG00000005943
notamacropus_eugenii ENSMEUG00000002144
monodelphis_domestica ENSMODG00000007804
sarcophilus_harrisii ENSSHAG00000018478
cricetulus_griseus ENSCGRG00015004873
cricetulus_griseus ENSCGRG00001017378
cricetulus_griseus ENSCGRG00000004793
mesocricetus_auratus ENSMAUG00000003535
peromyscus_maniculatus ENSPEMG00000028610
mus_spicilegus ENSMSIG00000027734
mus_spretus MGP_SPRETEiJ_G0031432
mus_musculus ENSMUSG00000047554
mus_caroli MGP_CAROLIEiJ_G0030318
mus_pahari MGP_PahariEiJ_G0013530
rattus_norvegicus ENSRNOG00000010752
meriones_unguiculatus ENSMUGG00000019839
nannospalax_galili ENSNGAG00000020622
jaculus_jaculus ENSJJAG00000021740
jaculus_jaculus ENSJJAG00000023370
ochotona_princeps ENSOPRG00000005298
spermophilus_dauricus ENSSDAG00000022164
marmota_marmota ENSMMMG00000000058
ictidomys_tridecemlineatus ENSSTOG00000019404
castor_canadensis ENSCCNG00000015962
microtus_ochrogaster ENSMOCG00000013715
oryctolagus_cuniculus ENSOCUG00000005756
microcebus_murinus ENSMICG00000032719
propithecus_coquereli ENSPCOG00000017896
otolemur_garnettii ENSOGAG00000003415
carlito_syrichta ENSTSYG00000005738
homo_sapiens ENSG00000166471
gorilla_gorilla ENSGGOG00000002986
pan_troglodytes ENSPTRG00000003346
pan_paniscus ENSPPAG00000041691
pongo_abelii ENSPPYG00000019974
nomascus_leucogenys ENSNLEG00000017558
macaca_mulatta ENSMMUG00000005639
macaca_nemestrina ENSMNEG00000034323
macaca_fascicularis ENSMFAG00000003002
papio_anubis ENSPANG00000003804
theropithecus_gelada ENSTGEG00000017164
mandrillus_leucophaeus ENSMLEG00000036239
chlorocebus_sabaeus ENSCSAG00000004482
piliocolobus_tephrosceles ENSPTEG00000005511
colobus_angolensis ENSCANG00000008961
rhinopithecus_roxellana ENSRROG00000023773
cebus_capucinus ENSCCAG00000029350
callithrix_jacchus ENSCJAG00000011454
saimiri_boliviensis ENSSBOG00000032764
cercocebus_atys ENSCATG00000030665
rhinopithecus_bieti ENSRBIG00000031312
aotus_nancymaae ENSANAG00000026388
urocitellus_parryii ENSUPAG00010023308
tupaia_belangeri ENSTBEG00000007252
capra_hircus ENSCHIG00000016086
ovis_aries ENSOARG00000012798
bos_indicus ENSBIXG00000018446
bos_indicus ENSBIXG00005017095
bos_taurus ENSBTAG00000001607
bos_mutus ENSBMUG00000002989
bison_bison ENSBBBG00000012588
tursiops_truncatus ENSTTRG00000006143
vicugna_pacos ENSVPAG00000003914
equus_asinus ENSEASG00005003568
sus_scrofa ENSSSCG00000014579
myotis_lucifugus ENSMLUG00000008464
pteropus_vampyrus ENSPVAG00000007399
