ursus_americanus ENSUAMG00000025942
ursus_maritimus ENSUMAG00000020122
vulpes_vulpes ENSVVUG00000002503
canis_lupus_dingo ENSCAFG00020009983
equus_caballus ENSECAG00000030724
equus_asinus_asinus ENSEASG00005007651
sus_scrofa ENSSSCG00000040906
urocitellus_parryii ENSUPAG00010006408
marmota_marmota_marmota ENSMMMG00000000682
spermophilus_dauricus ENSSDAG00000004042
marmota_marmota_marmota ENSMMMG00000015911
castor_canadensis ENSCCNG00000003716
peromyscus_maniculatus_bairdii ENSPEMG00000030341
cricetulus_griseus_crigri-picr ENSCGRG00015005647
mus_spicilegus ENSMSIG00000028183
meriones_unguiculatus ENSMUGG00000003494
gorilla_gorilla ENSGGOG00000043833
gorilla_gorilla ENSGGOG00000038886
callithrix_jacchus ENSCJAG00000044821
aotus_nancymaae ENSANAG00000023723
