notamacropus_eugenii ENSMEUG00000012043
phascolarctos_cinereus ENSPCIG00000012888
sarcophilus_harrisii ENSSHAG00000004072
monodelphis_domestica ENSMODG00000021065
theropithecus_gelada ENSTGEG00000004836
papio_anubis ENSPANG00000033888
mandrillus_leucophaeus ENSMLEG00000036276
macaca_fascicularis ENSMFAG00000014271
macaca_mulatta ENSMMUG00000013750
macaca_nemestrina ENSMNEG00000033250
aotus_nancymaae ENSANAG00000020270
pan_paniscus ENSPPAG00000031537
pan_troglodytes ENSPTRG00000047473
gorilla_gorilla ENSGGOG00000041625
nomascus_leucogenys ENSNLEG00000033944
macaca_mulatta ENSMMUG00000048549
macaca_fascicularis ENSMFAG00000033714
macaca_nemestrina ENSMNEG00000041727
callithrix_jacchus ENSCJAG00000040417
rhinopithecus_roxellana ENSRROG00000036102
rhinopithecus_bieti ENSRBIG00000030889
colobus_angolensis_palliatus ENSCANG00000025465
macaca_mulatta ENSMMUG00000005509
macaca_nemestrina ENSMNEG00000015660
macaca_fascicularis ENSMFAG00000002636
papio_anubis ENSPANG00000018699
mandrillus_leucophaeus ENSMLEG00000024108
cercocebus_atys ENSCATG00000038801
nomascus_leucogenys ENSNLEG00000003887
aotus_nancymaae ENSANAG00000025203
saimiri_boliviensis_boliviensis ENSSBOG00000034485
mesocricetus_auratus ENSMAUG00000013494
echinops_telfairi ENSETEG00000002072
loxodonta_africana ENSLAFG00000016294
erinaceus_europaeus ENSEEUG00000000171
oryctolagus_cuniculus ENSOCUG00000005069
ochotona_princeps ENSOPRG00000015128
pongo_abelii ENSPPYG00000011377
equus_caballus ENSECAG00000015619
pteropus_vampyrus ENSPVAG00000011182
tursiops_truncatus ENSTTRG00000004619
vicugna_pacos ENSVPAG00000009144
bos_mutus ENSBMUG00000008487
bos_taurus ENSBTAG00000001258
bison_bison_bison ENSBBBG00000017742
ovis_aries ENSOARG00000013154
capra_hircus ENSCHIG00000012751
sus_scrofa ENSSSCG00000034624
microcebus_murinus ENSMICG00000037949
prolemur_simus ENSPSMG00000013517
propithecus_coquereli ENSPCOG00000024586
otolemur_garnettii ENSOGAG00000000249
pan_troglodytes ENSPTRG00000052667
pan_troglodytes ENSPTRG00000013869
