drosophila_melanogaster FBgn0037102
caenorhabditis_elegans_strain_n2 WBGene00010616
anolis_carolinensis ENSACAG00000017088
pogona_vitticeps ENSPVIG00000017179
notechis_scutatus ENSNSUG00000015982
salvator_merianae ENSSMRG00000002818
sphenodon_punctatus ENSSPUG00000012461
gopherus_agassizii ENSGAGG00000020179
chelonoidis_abingdonii ENSCABG00000003011
chrysemys_picta_bellii ENSCPBG00000023940
chinchilla_lanigera ENSCLAG00000015799
octodon_degus ENSODEG00000010728
heterocephalus_glaber_female ENSHGLG00000005609
heterocephalus_glaber_male ENSHGLG00100010759
fukomys_damarensis ENSFDAG00000017183
cavia_porcellus ENSCPOG00000024072
oryctolagus_cuniculus ENSOCUG00000007708
urocitellus_parryii ENSUPAG00010008222
ictidomys_tridecemlineatus ENSSTOG00000016419
marmota_marmota_marmota ENSMMMG00000021032
spermophilus_dauricus ENSSDAG00000009053
castor_canadensis ENSCCNG00000018089
propithecus_coquereli ENSPCOG00000008740
prolemur_simus ENSPSMG00000004634
microcebus_murinus ENSMICG00000038609
otolemur_garnettii ENSOGAG00000028560
pan_paniscus ENSPPAG00000039356
pan_troglodytes ENSPTRG00000010553
gorilla_gorilla ENSGGOG00000022807
homo_sapiens ENSG00000179271
pongo_abelii ENSPPYG00000009618
nomascus_leucogenys ENSNLEG00000012973
theropithecus_gelada ENSTGEG00000002416
papio_anubis ENSPANG00000009045
macaca_fascicularis ENSMFAG00000032468
macaca_nemestrina ENSMNEG00000033121
macaca_mulatta ENSMMUG00000042251
chlorocebus_sabaeus ENSCSAG00000006518
mandrillus_leucophaeus ENSMLEG00000026252
cercocebus_atys ENSCATG00000030476
piliocolobus_tephrosceles ENSPTEG00000006796
colobus_angolensis_palliatus ENSCANG00000027179
rhinopithecus_bieti ENSRBIG00000028947
rhinopithecus_roxellana ENSRROG00000032590
cebus_capucinus ENSCCAG00000036734
saimiri_boliviensis_boliviensis ENSSBOG00000022567
callithrix_jacchus ENSCJAG00000004645
aotus_nancymaae ENSANAG00000021876
tupaia_belangeri ENSTBEG00000000779
ursus_americanus ENSUAMG00000010243
ursus_maritimus ENSUMAG00000006067
ailuropoda_melanoleuca ENSAMEG00000012565
neovison_vison ENSNVIG00000004059
neovison_vison ENSNVIG00000013954
mustela_putorius_furo ENSMPUG00000004344
canis_lupus_dingo ENSCAFG00020005337
canis_lupus_familiaris ENSCAFG00000017076
vulpes_vulpes ENSVVUG00000024166
panthera_pardus ENSPPRG00000002575
panthera_tigris_altaica ENSPTIG00000010514
felis_catus ENSFCAG00000034587
equus_asinus_asinus ENSEASG00005004077
equus_caballus ENSECAG00000003766
sorex_araneus ENSSARG00000014574
