chrysemys_picta_bellii ENSCPBG00000022194
pelodiscus_sinensis ENSPSIG00000012957
pelodiscus_sinensis ENSPSIG00000012951
gallus_gallus ENSGALG00000040351
salvator_merianae ENSSMRG00000003212
pogona_vitticeps ENSPVIG00000009344
sphenodon_punctatus ENSSPUG00000017911
microtus_ochrogaster ENSMOCG00000019117
peromyscus_maniculatus_bairdii ENSPEMG00000001348
cricetulus_griseus_chok1gshd ENSCGRG00001021682
cricetulus_griseus_crigri ENSCGRG00000011550
cricetulus_griseus_crigri-picr ENSCGRG00015009101
mesocricetus_auratus ENSMAUG00000020062
mus_musculus ENSMUSG00000001588
mus_spicilegus ENSMSIG00000025263
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0017437
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0016601
mus_pahari MGP_PahariEiJ_G0017732
rattus_norvegicus ENSRNOG00000015674
meriones_unguiculatus ENSMUGG00000015543
nannospalax_galili ENSNGAG00000019699
jaculus_jaculus ENSJJAG00000000486
castor_canadensis ENSCCNG00000016996
oryctolagus_cuniculus ENSOCUG00000015300
ochotona_princeps ENSOPRG00000014890
gorilla_gorilla ENSGGOG00000037297
chinchilla_lanigera ENSCLAG00000011835
octodon_degus ENSODEG00000017479
cavia_porcellus ENSCPOG00000009885
cavia_aperea ENSCAPG00000011178
heterocephalus_glaber_male ENSHGLG00100018276
heterocephalus_glaber_female ENSHGLG00000016788
fukomys_damarensis ENSFDAG00000014445
dipodomys_ordii ENSDORG00000000323
urocitellus_parryii ENSUPAG00010014808
ictidomys_tridecemlineatus ENSSTOG00000007588
spermophilus_dauricus ENSSDAG00000003636
marmota_marmota_marmota ENSMMMG00000019466
tupaia_belangeri ENSTBEG00000002431
pan_troglodytes ENSPTRG00000033884
pan_paniscus ENSPPAG00000037176
gorilla_gorilla ENSGGOG00000001685
homo_sapiens ENSG00000072818
pongo_abelii ENSPPYG00000007909
nomascus_leucogenys ENSNLEG00000009396
rhinopithecus_bieti ENSRBIG00000028132
rhinopithecus_roxellana ENSRROG00000031957
piliocolobus_tephrosceles ENSPTEG00000014762
colobus_angolensis_palliatus ENSCANG00000037049
mandrillus_leucophaeus ENSMLEG00000028095
papio_anubis ENSPANG00000024189
theropithecus_gelada ENSTGEG00000023775
cercocebus_atys ENSCATG00000029717
macaca_fascicularis ENSMFAG00000039943
macaca_mulatta ENSMMUG00000006211
macaca_nemestrina ENSMNEG00000031113
chlorocebus_sabaeus ENSCSAG00000011788
cebus_capucinus ENSCCAG00000027603
callithrix_jacchus ENSCJAG00000016450
saimiri_boliviensis_boliviensis ENSSBOG00000023970
aotus_nancymaae ENSANAG00000031333
carlito_syrichta ENSTSYG00000035079
propithecus_coquereli ENSPCOG00000023219
prolemur_simus ENSPSMG00000019565
microcebus_murinus ENSMICG00000012513
otolemur_garnettii ENSOGAG00000032602
pteropus_vampyrus ENSPVAG00000005056
myotis_lucifugus ENSMLUG00000013263
equus_caballus ENSECAG00000014119
equus_asinus_asinus ENSEASG00005019039
erinaceus_europaeus ENSEEUG00000003423
bos_mutus ENSBMUG00000006676
bos_taurus ENSBTAG00000010532
bison_bison_bison ENSBBBG00000015001
ovis_aries ENSOARG00000012323
capra_hircus ENSCHIG00000017749
tursiops_truncatus ENSTTRG00000009788
sus_scrofa ENSSSCG00000017943
ursus_americanus ENSUAMG00000014812
ursus_maritimus ENSUMAG00000015527
ailuropoda_melanoleuca ENSAMEG00000016614
neovison_vison ENSNVIG00000002925
mustela_putorius_furo ENSMPUG00000010117
canis_lupus_dingo ENSCAFG00020008474
canis_lupus_familiaris ENSCAFG00000016225
vulpes_vulpes ENSVVUG00000027844
panthera_pardus ENSPPRG00000009789
panthera_tigris_altaica ENSPTIG00000020662
felis_catus ENSFCAG00000010890
loxodonta_africana ENSLAFG00000014924
procavia_capensis ENSPCAG00000004158
echinops_telfairi ENSETEG00000016061
dasypus_novemcinctus ENSDNOG00000034521
sorex_araneus ENSSARG00000000520
phascolarctos_cinereus ENSPCIG00000028835
notamacropus_eugenii ENSMEUG00000003612
sarcophilus_harrisii ENSSHAG00000006376
monodelphis_domestica ENSMODG00000006852
ornithorhynchus_anatinus ENSOANG00000020541
xenopus_tropicalis ENSXETG00000017847
latimeria_chalumnae ENSLACG00000006752
mola_mola ENSMMOG00000012553
gasterosteus_aculeatus ENSGACG00000019339
anabas_testudineus ENSATEG00000020155
mastacembelus_armatus ENSMAMG00000002823
cyprinodon_variegatus ENSCVAG00000000802
fundulus_heteroclitus ENSFHEG00000001642
xiphophorus_maculatus ENSXMAG00000015536
xiphophorus_couchianus ENSXCOG00000001723
gambusia_affinis ENSGAFG00000005151
poecilia_mexicana ENSPMEG00000016696
poecilia_reticulata ENSPREG00000012359
poecilia_latipinna ENSPLAG00000003616
poecilia_formosa ENSPFOG00000009687
kryptolebias_marmoratus ENSKMAG00000009620
oryzias_latipes_asm223469v1 ENSORLG00015006568
oryzias_latipes ENSORLG00000006715
oryzias_latipes ENSORLG00020009675
oryzias_melastigma ENSOMEG00000011715
amphiprion_ocellaris ENSAOCG00000017878
amphiprion_percula ENSAPEG00000007709
acanthochromis_polyacanthus ENSAPOG00000023353
stegastes_partitus ENSSPAG00000017263
astatotilapia_calliptera ENSACLG00000006302
maylandia_zebra ENSMZEG00005021533
haplochromis_burtoni ENSHBUG00000018093
pundamilia_nyererei ENSPNYG00000022603
neolamprologus_brichardi ENSNBRG00000002707
oreochromis_niloticus ENSONIG00000004822
amphilophus_citrinellus ENSACIG00000016836
labrus_bergylta ENSLBEG00000028135
seriola_dumerili ENSSDUG00000020937
seriola_lalandi_dorsalis ENSSLDG00000021232
scophthalmus_maximus ENSSMAG00000008356
cynoglossus_semilaevis ENSCSEG00000001053
takifugu_rubripes ENSTRUG00000013366
tetraodon_nigroviridis ENSTNIG00000010153
hippocampus_comes ENSHCOG00000012023
periophthalmus_magnuspinnatus ENSPMGG00000004137
gadus_morhua ENSGMOG00000016844
esox_lucius ENSELUG00000018894
pygocentrus_nattereri ENSPNAG00000026121
astyanax_mexicanus ENSAMXG00000013034
ictalurus_punctatus ENSIPUG00000001193
danio_rerio ENSDARG00000056346
scleropages_formosus ENSSFOG00015022884
paramormyrops_kingsleyae ENSPKIG00000007239
lepisosteus_oculatus ENSLOCG00000013309
