scleropages_formosus ENSSFOG00015011791
paramormyrops_kingsleyae ENSPKIG00000000908
pygocentrus_nattereri ENSPNAG00000000501
danio_rerio ENSDARG00000013863
poecilia_formosa ENSPFOG00000000621
poecilia_latipinna ENSPLAG00000001073
poecilia_mexicana ENSPMEG00000002831
gambusia_affinis ENSGAFG00000018228
cyprinodon_variegatus ENSCVAG00000014580
fundulus_heteroclitus ENSFHEG00000012981
kryptolebias_marmoratus ENSKMAG00000001165
labrus_bergylta ENSLBEG00000023871
amphiprion_percula ENSAPEG00000017145
acanthochromis_polyacanthus ENSAPOG00000011393
stegastes_partitus ENSSPAG00000009265
oryzias_latipes ENSORLG00000004062
oryzias_latipes_asm223469v1 ENSORLG00015013916
oryzias_latipes ENSORLG00020002622
oryzias_melastigma ENSOMEG00000016341
maylandia_zebra ENSMZEG00005007899
oreochromis_niloticus ENSONIG00000010843
pundamilia_nyererei ENSPNYG00000019039
haplochromis_burtoni ENSHBUG00000019592
neolamprologus_brichardi ENSNBRG00000008059
seriola_dumerili ENSSDUG00000006753
gasterosteus_aculeatus ENSGACG00000006347
mastacembelus_armatus ENSMAMG00000009579
anabas_testudineus ENSATEG00000018217
xiphophorus_maculatus ENSXMAG00000026042
xiphophorus_couchianus ENSXCOG00000009944
poecilia_reticulata ENSPREG00000002995
seriola_lalandi_dorsalis ENSSLDG00000013059
monopterus_albus ENSMALG00000019561
amphilophus_citrinellus ENSACIG00000020659
astatotilapia_calliptera ENSACLG00000022977
amphiprion_ocellaris ENSAOCG00000015316
takifugu_rubripes ENSTRUG00000015110
tetraodon_nigroviridis ENSTNIG00000017772
scophthalmus_maximus ENSSMAG00000013092
hippocampus_comes ENSHCOG00000009306
periophthalmus_magnuspinnatus ENSPMGG00000010024
esox_lucius ENSELUG00000001216
gadus_morhua ENSGMOG00000015394
cynoglossus_semilaevis ENSCSEG00000012571
ictalurus_punctatus ENSIPUG00000022720
astyanax_mexicanus ENSAMXG00000038416
lepisosteus_oculatus ENSLOCG00000010716
lonchura_striata_domestica ENSLSDG00000008877
numida_meleagris ENSNMEG00000005490
apteryx_owenii ENSAOWG00000012356
apteryx_haastii ENSAHAG00000004706
apteryx_rowi ENSARWG00000006464
dromaius_novaehollandiae ENSDNVG00000005477
gopherus_agassizii ENSGAGG00000015063
chelonoidis_abingdonii ENSCABG00000011316
sphenodon_punctatus ENSSPUG00000000530
anas_platyrhynchos_platyrhynchos ENSAPLG00000009245
coturnix_japonica ENSCJPG00005009714
zonotrichia_albicollis ENSZALG00000014118
junco_hyemalis ENSJHYG00000016361
serinus_canaria ENSSCAG00000012337
cyanistes_caeruleus ENSCCEG00000016687
lepidothrix_coronata ENSLCOG00000011427
melopsittacus_undulatus ENSMUNG00000003799
anser_brachyrhynchus ENSABRG00000008761
nothoprocta_perdicaria ENSNPEG00000012008
dasypus_novemcinctus ENSDNOG00000048199
phascolarctos_cinereus ENSPCIG00000026017
ficedula_albicollis ENSFALG00000010419
taeniopygia_guttata ENSTGUG00000001494
manacus_vitellinus ENSMVIG00005004153
calidris_pygmaea ENSCPGG00000011032
meleagris_gallopavo ENSMGAG00000008776
gallus_gallus ENSGALG00000009475
crocodylus_porosus ENSCPRG00005013719
pelodiscus_sinensis ENSPSIG00000010143
anolis_carolinensis ENSACAG00000015319
pogona_vitticeps ENSPVIG00000012209
notechis_scutatus ENSNSUG00000009337
salvator_merianae ENSSMRG00000016792
neovison_vison ENSNVIG00000017618
mustela_putorius_furo ENSMPUG00000008337
canis_lupus_familiaris ENSCAFG00000029326
panthera_pardus ENSPPRG00000023128
panthera_tigris_altaica ENSPTIG00000012050
felis_catus ENSFCAG00000030190
equus_asinus_asinus ENSEASG00005020075
bos_mutus ENSBMUG00000013292
bos_taurus ENSBTAG00000049928
bison_bison_bison ENSBBBG00000018080
bos_taurus ENSBTAG00000050705
ovis_aries ENSOARG00000018522
ailuropoda_melanoleuca ENSAMEG00000007438
rhinopithecus_bieti ENSRBIG00000031395
dipodomys_ordii ENSDORG00000026255
dipodomys_ordii ENSDORG00000029218
castor_canadensis ENSCCNG00000031177
mus_spicilegus ENSMSIG00000008212
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0027925
mus_musculus ENSMUSG00000058503
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0026930
mus_pahari MGP_PahariEiJ_G0021703
rattus_norvegicus ENSRNOG00000009163
meriones_unguiculatus ENSMUGG00000020887
cricetulus_griseus_chok1gshd ENSCGRG00001015870
cricetulus_griseus_crigri-picr ENSCGRG00015024706
cricetulus_griseus_crigri ENSCGRG00000010328
peromyscus_maniculatus_bairdii ENSPEMG00000010640
nannospalax_galili ENSNGAG00000021412
jaculus_jaculus ENSJJAG00000021611
heterocephalus_glaber_female ENSHGLG00000014949
fukomys_damarensis ENSFDAG00000014453
cavia_porcellus ENSCPOG00000007584
cavia_aperea ENSCAPG00000015815
chinchilla_lanigera ENSCLAG00000004241
octodon_degus ENSODEG00000001167
spermophilus_dauricus ENSSDAG00000017529
marmota_marmota_marmota ENSMMMG00000020605
urocitellus_parryii ENSUPAG00010014318
ictidomys_tridecemlineatus ENSSTOG00000028195
oryctolagus_cuniculus ENSOCUG00000022184
prolemur_simus ENSPSMG00000011002
propithecus_coquereli ENSPCOG00000026015
microcebus_murinus ENSMICG00000029896
papio_anubis ENSPANG00000031342
cercocebus_atys ENSCATG00000030981
mandrillus_leucophaeus ENSMLEG00000012553
rhinopithecus_roxellana ENSRROG00000034632
pan_troglodytes ENSPTRG00000045599
pan_paniscus ENSPPAG00000022972
gorilla_gorilla ENSGGOG00000002963
pongo_abelii ENSPPYG00000012533
macaca_mulatta ENSMMUG00000019929
carlito_syrichta ENSTSYG00000025499
octodon_degus ENSODEG00000002202
pongo_abelii ENSPPYG00000025825
pan_troglodytes ENSPTRG00000050997
macaca_nemestrina ENSMNEG00000038815
colobus_angolensis_palliatus ENSCANG00000016589
macaca_fascicularis ENSMFAG00000031553
macaca_nemestrina ENSMNEG00000007322
cercocebus_atys ENSCATG00000034949
mandrillus_leucophaeus ENSMLEG00000043078
papio_anubis ENSPANG00000031069
macaca_fascicularis ENSMFAG00000000112
colobus_angolensis_palliatus ENSCANG00000031333
rhinopithecus_roxellana ENSRROG00000000111
rhinopithecus_bieti ENSRBIG00000041100
colobus_angolensis_palliatus ENSCANG00000027825
macaca_fascicularis ENSMFAG00000046323
macaca_nemestrina ENSMNEG00000044283
macaca_mulatta ENSMMUG00000039684
papio_anubis ENSPANG00000033059
cercocebus_atys ENSCATG00000041362
theropithecus_gelada ENSTGEG00000021811
