petromyzon_marinus ENSPMAG00000002550
eptatretus_burgeri ENSEBUG00000004626
calidris_pugnax ENSCPUG00000001187
calidris_pygmaea ENSCPGG00000003063
melopsittacus_undulatus ENSMUNG00000012820
lepidothrix_coronata ENSLCOG00000009230
manacus_vitellinus ENSMVIG00005006568
anser_brachyrhynchus ENSABRG00000006874
anas_platyrhynchos_platyrhynchos ENSAPLG00000002737
apteryx_haastii ENSAHAG00000016590
apteryx_owenii ENSAOWG00000018914
apteryx_rowi ENSARWG00000002733
dromaius_novaehollandiae ENSDNVG00000013727
nothoprocta_perdicaria ENSNPEG00000009891
meleagris_gallopavo ENSMGAG00000007470
gallus_gallus ENSGALG00000010921
coturnix_japonica ENSCJPG00005010000
numida_meleagris ENSNMEG00000015248
taeniopygia_guttata ENSTGUG00000017210
lonchura_striata_domestica ENSLSDG00000011412
taeniopygia_guttata ENSTGUG00000002213
serinus_canaria ENSSCAG00000015406
junco_hyemalis ENSJHYG00000015253
zonotrichia_albicollis ENSZALG00000015814
parus_major ENSPMJG00000008367
cyanistes_caeruleus ENSCCEG00000023401
ficedula_albicollis ENSFALG00000005139
crocodylus_porosus ENSCPRG00005013148
chelonoidis_abingdonii ENSCABG00000003483
gopherus_agassizii ENSGAGG00000018277
chrysemys_picta_bellii ENSCPBG00000005129
pelodiscus_sinensis ENSPSIG00000002360
pogona_vitticeps ENSPVIG00000017460
pogona_vitticeps ENSPVIG00000017459
anolis_carolinensis ENSACAG00000012695
notechis_scutatus ENSNSUG00000012436
salvator_merianae ENSSMRG00000012941
sphenodon_punctatus ENSSPUG00000010004
bos_mutus ENSBMUG00000020795
bos_taurus ENSBTAG00000020031
bison_bison_bison ENSBBBG00000010688
capra_hircus ENSCHIG00000020340
ovis_aries ENSOARG00000002335
tursiops_truncatus ENSTTRG00000015219
vicugna_pacos ENSVPAG00000012391
sus_scrofa ENSSSCG00000009217
equus_asinus_asinus ENSEASG00005012725
equus_caballus ENSECAG00000024033
ursus_maritimus ENSUMAG00000004242
ursus_americanus ENSUAMG00000022768
