bos_taurus ENSBTAG00000051820
bos_mutus ENSBMUG00000002327
sus_scrofa ENSSSCG00000040841
equus_caballus ENSECAG00000028553
equus_asinus_asinus ENSEASG00005023527
sorex_araneus ENSSARG00000011726
tupaia_belangeri ENSTBEG00000006674
loxodonta_africana ENSLAFG00000011683
dasypus_novemcinctus ENSDNOG00000049423
dasypus_novemcinctus ENSDNOG00000041133
dasypus_novemcinctus ENSDNOG00000038193
dasypus_novemcinctus ENSDNOG00000042471
dasypus_novemcinctus ENSDNOG00000033527
dasypus_novemcinctus ENSDNOG00000044076
dasypus_novemcinctus ENSDNOG00000042075
choloepus_hoffmanni ENSCHOG00000000393
choloepus_hoffmanni ENSCHOG00000003140
choloepus_hoffmanni ENSCHOG00000000586
dasypus_novemcinctus ENSDNOG00000033281
dasypus_novemcinctus ENSDNOG00000046587
dasypus_novemcinctus ENSDNOG00000032964
dasypus_novemcinctus ENSDNOG00000008980
dasypus_novemcinctus ENSDNOG00000023848
dasypus_novemcinctus ENSDNOG00000036758
choloepus_hoffmanni ENSCHOG00000013117
choloepus_hoffmanni ENSCHOG00000002193
choloepus_hoffmanni ENSCHOG00000011805
dasypus_novemcinctus ENSDNOG00000046200
loxodonta_africana ENSLAFG00000022304
procavia_capensis ENSPCAG00000014640
