amphiprion_ocellaris ENSAOCG00000016968
acanthochromis_polyacanthus ENSAPOG00000011146
kryptolebias_marmoratus ENSKMAG00000010041
seriola_dumerili ENSSDUG00000021223
seriola_lalandi_dorsalis ENSSLDG00000007195
labrus_bergylta ENSLBEG00000025363
gasterosteus_aculeatus ENSGACG00000020722
mastacembelus_armatus ENSMAMG00000021394
anabas_testudineus ENSATEG00000010553
scophthalmus_maximus ENSSMAG00000004394
cynoglossus_semilaevis ENSCSEG00000015051
astatotilapia_calliptera ENSACLG00000011061
maylandia_zebra ENSMZEG00005002759
haplochromis_burtoni ENSHBUG00000002913
neolamprologus_brichardi ENSNBRG00000005914
pundamilia_nyererei ENSPNYG00000015199
oreochromis_niloticus ENSONIG00000008490
monopterus_albus ENSMALG00000018401
poecilia_formosa ENSPFOG00000002273
poecilia_formosa ENSPFOG00000005679
poecilia_reticulata ENSPREG00000005637
poecilia_mexicana ENSPMEG00000024133
poecilia_latipinna ENSPLAG00000007003
xiphophorus_maculatus ENSXMAG00000001509
xiphophorus_couchianus ENSXCOG00000005860
cyprinodon_variegatus ENSCVAG00000014703
fundulus_heteroclitus ENSFHEG00000010121
oryzias_latipes ENSORLG00020020012
oryzias_latipes ENSORLG00000001588
oryzias_latipes_asm223469v1 ENSORLG00015003948
oryzias_melastigma ENSOMEG00000005551
amphiprion_percula ENSAPEG00000017834
stegastes_partitus ENSSPAG00000012243
tetraodon_nigroviridis ENSTNIG00000018212
takifugu_rubripes ENSTRUG00000006167
mola_mola ENSMMOG00000013798
hippocampus_comes ENSHCOG00000003564
periophthalmus_magnuspinnatus ENSPMGG00000019567
gadus_morhua ENSGMOG00000016544
esox_lucius ENSELUG00000000989
pygocentrus_nattereri ENSPNAG00000005035
astyanax_mexicanus ENSAMXG00000041407
ictalurus_punctatus ENSIPUG00000010891
paramormyrops_kingsleyae ENSPKIG00000024526
scleropages_formosus ENSSFOG00015000625
lepisosteus_oculatus ENSLOCG00000010466
anolis_carolinensis ENSACAG00000013851
pogona_vitticeps ENSPVIG00000007810
notechis_scutatus ENSNSUG00000010291
salvator_merianae ENSSMRG00000018028
dromaius_novaehollandiae ENSDNVG00000011327
nothoprocta_perdicaria ENSNPEG00000003181
apteryx_owenii ENSAOWG00000007398
apteryx_rowi ENSARWG00000001841
apteryx_haastii ENSAHAG00000005939
cyanistes_caeruleus ENSCCEG00000003797
parus_major ENSPMJG00000006226
serinus_canaria ENSSCAG00000001985
junco_hyemalis ENSJHYG00000007160
lonchura_striata_domestica ENSLSDG00000017456
manacus_vitellinus ENSMVIG00005017824
lepidothrix_coronata ENSLCOG00000010588
calidris_pugnax ENSCPUG00000007042
calidris_pygmaea ENSCPGG00000011178
anser_brachyrhynchus ENSABRG00000016433
anas_platyrhynchos_platyrhynchos ENSAPLG00000026893
meleagris_gallopavo ENSMGAG00000009464
gallus_gallus ENSGALG00000045847
coturnix_japonica ENSCJPG00005020889
numida_meleagris ENSNMEG00000000292
melopsittacus_undulatus ENSMUNG00000003928
ficedula_albicollis ENSFALG00000003189
taeniopygia_guttata ENSTGUG00000000125
crocodylus_porosus ENSCPRG00005008246
chelonoidis_abingdonii ENSCABG00000012764
gopherus_agassizii ENSGAGG00000002388
chrysemys_picta_bellii ENSCPBG00000008458
pelodiscus_sinensis ENSPSIG00000015577
sphenodon_punctatus ENSSPUG00000011858
notamacropus_eugenii ENSMEUG00000014964
phascolarctos_cinereus ENSPCIG00000005928
sarcophilus_harrisii ENSSHAG00000008086
monodelphis_domestica ENSMODG00000023740
vicugna_pacos ENSVPAG00000000552
sus_scrofa ENSSSCG00000040306
sorex_araneus ENSSARG00000006842
carlito_syrichta ENSTSYG00000036718
choloepus_hoffmanni ENSCHOG00000009359
loxodonta_africana ENSLAFG00000018464
procavia_capensis ENSPCAG00000008853
echinops_telfairi ENSETEG00000018838
pteropus_vampyrus ENSPVAG00000011231
myotis_lucifugus ENSMLUG00000028885
erinaceus_europaeus ENSEEUG00000008115
ursus_americanus ENSUAMG00000020379
ursus_maritimus ENSUMAG00000010609
ailuropoda_melanoleuca ENSAMEG00000017563
neovison_vison ENSNVIG00000010915
mustela_putorius_furo ENSMPUG00000007870
canis_lupus_familiaris ENSCAFG00000023537
canis_lupus_dingo ENSCAFG00020025202
vulpes_vulpes ENSVVUG00000021117
panthera_pardus ENSPPRG00000022686
panthera_tigris_altaica ENSPTIG00000013373
felis_catus ENSFCAG00000008710
equus_caballus ENSECAG00000024891
equus_asinus_asinus ENSEASG00005020561
bos_mutus ENSBMUG00000008322
bos_taurus ENSBTAG00000035966
bison_bison_bison ENSBBBG00000000069
capra_hircus ENSCHIG00000001744
ovis_aries ENSOARG00000002267
tursiops_truncatus ENSTTRG00000016709
castor_canadensis ENSCCNG00000019943
dipodomys_ordii ENSDORG00000015034
peromyscus_maniculatus_bairdii ENSPEMG00000014234
microtus_ochrogaster ENSMOCG00000019868
cricetulus_griseus_crigri ENSCGRG00000008109
cricetulus_griseus_chok1gshd ENSCGRG00001003107
cricetulus_griseus_crigri-picr ENSCGRG00015025909
mesocricetus_auratus ENSMAUG00000011001
