petromyzon_marinus ENSPMAG00000000625
eptatretus_burgeri ENSEBUG00000008117
gadus_morhua ENSGMOG00000011971
esox_lucius ENSELUG00000023209
amphiprion_ocellaris ENSAOCG00000002878
amphiprion_percula ENSAPEG00000016489
acanthochromis_polyacanthus ENSAPOG00000008194
stegastes_partitus ENSSPAG00000001585
stegastes_partitus ENSSPAG00000016612
xiphophorus_couchianus ENSXCOG00000013406
xiphophorus_maculatus ENSXMAG00000027176
gambusia_affinis ENSGAFG00000014593
poecilia_latipinna ENSPLAG00000004364
poecilia_formosa ENSPFOG00000003367
poecilia_mexicana ENSPMEG00000001022
poecilia_reticulata ENSPREG00000008105
cyprinodon_variegatus ENSCVAG00000019479
fundulus_heteroclitus ENSFHEG00000015166
cynoglossus_semilaevis ENSCSEG00000007900
takifugu_rubripes ENSTRUG00000025313
gasterosteus_aculeatus ENSGACG00000002074
mola_mola ENSMMOG00000001082
mastacembelus_armatus ENSMAMG00000007835
haplochromis_burtoni ENSHBUG00000016911
pundamilia_nyererei ENSPNYG00000007437
astatotilapia_calliptera ENSACLG00000022415
maylandia_zebra ENSMZEG00005026103
neolamprologus_brichardi ENSNBRG00000017427
oreochromis_niloticus ENSONIG00000017742
amphilophus_citrinellus ENSACIG00000001083
seriola_dumerili ENSSDUG00000008323
seriola_lalandi_dorsalis ENSSLDG00000018984
scophthalmus_maximus ENSSMAG00000018411
labrus_bergylta ENSLBEG00000003093
kryptolebias_marmoratus ENSKMAG00000000320
anabas_testudineus ENSATEG00000003056
monopterus_albus ENSMALG00000010498
hippocampus_comes ENSHCOG00000008580
oryzias_latipes ENSORLG00020011881
oryzias_latipes ENSORLG00000007480
oryzias_latipes_asm223469v1 ENSORLG00015002195
oryzias_melastigma ENSOMEG00000018105
periophthalmus_magnuspinnatus ENSPMGG00000023886
astyanax_mexicanus ENSAMXG00000038633
pygocentrus_nattereri ENSPNAG00000025972
ictalurus_punctatus ENSIPUG00000019752
danio_rerio ENSDARG00000098600
scleropages_formosus ENSSFOG00015022511
paramormyrops_kingsleyae ENSPKIG00000022990
lepisosteus_oculatus ENSLOCG00000001023
prolemur_simus ENSPSMG00000013412
propithecus_coquereli ENSPCOG00000013971
microcebus_murinus ENSMICG00000048076
otolemur_garnettii ENSOGAG00000009373
saimiri_boliviensis_boliviensis ENSSBOG00000027702
callithrix_jacchus ENSCJAG00000020925
cebus_capucinus ENSCCAG00000037816
aotus_nancymaae ENSANAG00000022584
macaca_fascicularis ENSMFAG00000002599
macaca_nemestrina ENSMNEG00000044066
macaca_mulatta ENSMMUG00000019554
papio_anubis ENSPANG00000005407
cercocebus_atys ENSCATG00000031682
mandrillus_leucophaeus ENSMLEG00000023301
theropithecus_gelada ENSTGEG00000004105
chlorocebus_sabaeus ENSCSAG00000000931
gorilla_gorilla ENSGGOG00000004326
homo_sapiens ENSG00000057757
nomascus_leucogenys ENSNLEG00000008633
rhinopithecus_roxellana ENSRROG00000039827
rhinopithecus_bieti ENSRBIG00000035100
pongo_abelii ENSPPYG00000001734
colobus_angolensis_palliatus ENSCANG00000035034
