tetraodon_nigroviridis ENSTNIG00000011690
takifugu_rubripes ENSTRUG00000023156
mola_mola ENSMMOG00000020523
gasterosteus_aculeatus ENSGACG00000008434
cynoglossus_semilaevis ENSCSEG00000017509
monopterus_albus ENSMALG00000004606
mastacembelus_armatus ENSMAMG00000001117
anabas_testudineus ENSATEG00000002830
seriola_dumerili ENSSDUG00000017675
seriola_lalandi_dorsalis ENSSLDG00000008718
scophthalmus_maximus ENSSMAG00000006295
amphiprion_percula ENSAPEG00000017292
amphiprion_ocellaris ENSAOCG00000023151
acanthochromis_polyacanthus ENSAPOG00000022750
stegastes_partitus ENSSPAG00000011700
stegastes_partitus ENSSPAG00000020503
maylandia_zebra ENSMZEG00005022625
astatotilapia_calliptera ENSACLG00000003819
pundamilia_nyererei ENSPNYG00000009760
haplochromis_burtoni ENSHBUG00000002437
neolamprologus_brichardi ENSNBRG00000016785
oreochromis_niloticus ENSONIG00000001251
amphilophus_citrinellus ENSACIG00000011850
labrus_bergylta ENSLBEG00000022935
cyprinodon_variegatus ENSCVAG00000022583
fundulus_heteroclitus ENSFHEG00000006394
xiphophorus_maculatus ENSXMAG00000025155
xiphophorus_couchianus ENSXCOG00000016470
gambusia_affinis ENSGAFG00000018189
poecilia_formosa ENSPFOG00000014168
poecilia_formosa ENSPFOG00000024030
poecilia_latipinna ENSPLAG00000001056
poecilia_mexicana ENSPMEG00000010680
poecilia_reticulata ENSPREG00000009272
kryptolebias_marmoratus ENSKMAG00000018023
oryzias_latipes ENSORLG00000004441
oryzias_latipes ENSORLG00020007041
oryzias_latipes_asm223469v1 ENSORLG00015020293
oryzias_melastigma ENSOMEG00000023682
hippocampus_comes ENSHCOG00000017301
gadus_morhua ENSGMOG00000005432
esox_lucius ENSELUG00000019597
pygocentrus_nattereri ENSPNAG00000016411
astyanax_mexicanus ENSAMXG00000005364
ictalurus_punctatus ENSIPUG00000012073
danio_rerio ENSDARG00000059804
scleropages_formosus ENSSFOG00015021635
paramormyrops_kingsleyae ENSPKIG00000019157
paramormyrops_kingsleyae ENSPKIG00000000277
lepisosteus_oculatus ENSLOCG00000012437
