vombatus_ursinus ENSVURG00010014035
phascolarctos_cinereus ENSPCIG00000017923
notamacropus_eugenii ENSMEUG00000011934
sarcophilus_harrisii ENSSHAG00000017842
monodelphis_domestica ENSMODG00000017011
ornithorhynchus_anatinus ENSOANG00000004933
anolis_carolinensis ENSACAG00000013752
pogona_vitticeps ENSPVIG00000012499
notechis_scutatus ENSNSUG00000018715
salvator_merianae ENSSMRG00000019471
taeniopygia_guttata ENSTGUG00000007096
lonchura_striata ENSLSDG00000006498
serinus_canaria ENSSCAG00000014465
parus_major ENSPMJG00000007104
ficedula_albicollis ENSFALG00000005905
lepidothrix_coronata ENSLCOG00000013918
cyanistes_caeruleus ENSCCEG00000021647
manacus_vitellinus ENSMVIG00005005018
junco_hyemalis ENSJHYG00000013189
zonotrichia_albicollis ENSZALG00000003640
melopsittacus_undulatus ENSMUNG00000004175
melopsittacus_undulatus ENSMUNG00000002394
calidris_pygmaea ENSCPGG00000002999
calidris_pugnax ENSCPUG00000006689
anser_brachyrhynchus ENSABRG00000007211
anas_platyrhynchos ENSAPLG00000014398
meleagris_gallopavo ENSMGAG00000006829
coturnix_japonica ENSCJPG00005006255
gallus_gallus ENSGALG00000006101
numida_meleagris ENSNMEG00000016110
apteryx_owenii ENSAOWG00000001639
apteryx_haastii ENSAHAG00000010310
apteryx_rowi ENSARWG00000009740
dromaius_novaehollandiae ENSDNVG00000007543
nothoprocta_perdicaria ENSNPEG00000008449
gopherus_agassizii ENSGAGG00000019506
chelonoidis_abingdonii ENSCABG00000000660
chrysemys_picta ENSCPBG00000014731
pelodiscus_sinensis ENSPSIG00000014774
crocodylus_porosus ENSCPRG00005006295
sphenodon_punctatus ENSSPUG00000018502
canis_lupus ENSCAFG00020001953
canis_lupus ENSCAFG00000030493
pteropus_vampyrus ENSPVAG00000013488
equus_caballus ENSECAG00000019636
equus_asinus ENSEASG00005023160
vulpes_vulpes ENSVVUG00000015040
ursus_maritimus ENSUMAG00000022036
colobus_angolensis ENSCANG00000009124
echinops_telfairi ENSETEG00000002171
myotis_lucifugus ENSMLUG00000005259
erinaceus_europaeus ENSEEUG00000005894
ailuropoda_melanoleuca ENSAMEG00000001741
ursus_americanus ENSUAMG00000009303
neovison_vison ENSNVIG00000019161
mustela_putorius ENSMPUG00000008452
panthera_tigris ENSPTIG00000021097
panthera_pardus ENSPPRG00000024309
felis_catus ENSFCAG00000044777
capra_hircus ENSCHIG00000010007
ovis_aries ENSOARG00000010188
bos_indicus ENSBIXG00005018785
bos_indicus ENSBIXG00000000451
bos_taurus ENSBTAG00000007497
bos_mutus ENSBMUG00000017421
bison_bison ENSBBBG00000018329
tursiops_truncatus ENSTTRG00000012222
dipodomys_ordii ENSDORG00000013488
mesocricetus_auratus ENSMAUG00000006741
mesocricetus_auratus ENSMAUG00000004621
cricetulus_griseus ENSCGRG00001001706
cricetulus_griseus ENSCGRG00000014284
