caenorhabditis_elegans_strain_n2 WBGene00004318
drosophila_melanogaster FBgn0027505
sarcophilus_harrisii ENSSHAG00000005770
sarcophilus_harrisii ENSSHAG00000002139
notamacropus_eugenii ENSMEUG00000015171
phascolarctos_cinereus ENSPCIG00000006231
monodelphis_domestica ENSMODG00000004508
dipodomys_ordii ENSDORG00000009979
castor_canadensis ENSCCNG00000010551
mus_spicilegus ENSMSIG00000000325
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0015820
mus_musculus ENSMUSG00000039318
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0015020
mus_pahari MGP_PahariEiJ_G0028252
rattus_norvegicus ENSRNOG00000002353
meriones_unguiculatus ENSMUGG00000010732
cricetulus_griseus_crigri-picr ENSCGRG00015008802
cricetulus_griseus_chok1gshd ENSCGRG00001003478
cricetulus_griseus_crigri ENSCGRG00000014520
mesocricetus_auratus ENSMAUG00000010814
microtus_ochrogaster ENSMOCG00000022853
peromyscus_maniculatus_bairdii ENSPEMG00000009957
nannospalax_galili ENSNGAG00000002052
jaculus_jaculus ENSJJAG00000011131
spermophilus_dauricus ENSSDAG00000004835
urocitellus_parryii ENSUPAG00010009831
ictidomys_tridecemlineatus ENSSTOG00000020278
marmota_marmota_marmota ENSMMMG00000024188
oryctolagus_cuniculus ENSOCUG00000010431
ochotona_princeps ENSOPRG00000014432
tupaia_belangeri ENSTBEG00000004054
pan_troglodytes ENSPTRG00000001999
pan_paniscus ENSPPAG00000041652
homo_sapiens ENSG00000118873
gorilla_gorilla ENSGGOG00000013163
pongo_abelii ENSPPYG00000000207
nomascus_leucogenys ENSNLEG00000013829
piliocolobus_tephrosceles ENSPTEG00000002538
colobus_angolensis_palliatus ENSCANG00000041404
rhinopithecus_roxellana ENSRROG00000032167
rhinopithecus_bieti ENSRBIG00000027351
theropithecus_gelada ENSTGEG00000006222
papio_anubis ENSPANG00000007776
cercocebus_atys ENSCATG00000012118
mandrillus_leucophaeus ENSMLEG00000040365
macaca_fascicularis ENSMFAG00000035771
macaca_nemestrina ENSMNEG00000030474
macaca_mulatta ENSMMUG00000007784
chlorocebus_sabaeus ENSCSAG00000015853
cebus_capucinus ENSCCAG00000029811
saimiri_boliviensis_boliviensis ENSSBOG00000029227
callithrix_jacchus ENSCJAG00000011310
aotus_nancymaae ENSANAG00000037148
carlito_syrichta ENSTSYG00000007732
microcebus_murinus ENSMICG00000017747
prolemur_simus ENSPSMG00000008123
propithecus_coquereli ENSPCOG00000016844
otolemur_garnettii ENSOGAG00000011367
bos_taurus ENSBTAG00000012585
bos_mutus ENSBMUG00000006037
bison_bison_bison ENSBBBG00000018706
capra_hircus ENSCHIG00000012515
ovis_aries ENSOARG00000012654
tursiops_truncatus ENSTTRG00000013033
sus_scrofa ENSSSCG00000010824
vicugna_pacos ENSVPAG00000008918
chinchilla_lanigera ENSCLAG00000003251
octodon_degus ENSODEG00000015791
cavia_aperea ENSCAPG00000014241
cavia_porcellus ENSCPOG00000008416
heterocephalus_glaber_female ENSHGLG00000002870
heterocephalus_glaber_male ENSHGLG00100016005
fukomys_damarensis ENSFDAG00000015143
sorex_araneus ENSSARG00000012601
pteropus_vampyrus ENSPVAG00000013150
myotis_lucifugus ENSMLUG00000007365
erinaceus_europaeus ENSEEUG00000015185
equus_caballus ENSECAG00000018276
equus_asinus_asinus ENSEASG00005006420
ursus_maritimus ENSUMAG00000022301
ursus_americanus ENSUAMG00000020555
ailuropoda_melanoleuca ENSAMEG00000010098
neovison_vison ENSNVIG00000018014
mustela_putorius_furo ENSMPUG00000004073
canis_lupus_familiaris ENSCAFG00000011125
canis_lupus_dingo ENSCAFG00020002819
vulpes_vulpes ENSVVUG00000012742
panthera_pardus ENSPPRG00000012108
panthera_tigris_altaica ENSPTIG00000018004
felis_catus ENSFCAG00000002599
loxodonta_africana ENSLAFG00000011101
procavia_capensis ENSPCAG00000016172
echinops_telfairi ENSETEG00000015312
dasypus_novemcinctus ENSDNOG00000001172
dasypus_novemcinctus ENSDNOG00000045776
choloepus_hoffmanni ENSCHOG00000007239
ornithorhynchus_anatinus ENSOANG00000001428
manacus_vitellinus ENSMVIG00005002328
lepidothrix_coronata ENSLCOG00000009546
taeniopygia_guttata ENSTGUG00000002747
taeniopygia_guttata ENSTGUG00000015723
lonchura_striata_domestica ENSLSDG00000015878
junco_hyemalis ENSJHYG00000004305
zonotrichia_albicollis ENSZALG00000002312
serinus_canaria ENSSCAG00000005621
ficedula_albicollis ENSFALG00000012112
cyanistes_caeruleus ENSCCEG00000015474
parus_major ENSPMJG00000011901
calidris_pugnax ENSCPUG00000018143
calidris_pygmaea ENSCPGG00000018528
melopsittacus_undulatus ENSMUNG00000013244
anser_brachyrhynchus ENSABRG00000015637
anas_platyrhynchos_platyrhynchos ENSAPLG00000004958
gallus_gallus ENSGALG00000009503
coturnix_japonica ENSCJPG00005007185
meleagris_gallopavo ENSMGAG00000009099
numida_meleagris ENSNMEG00000014753
apteryx_haastii ENSAHAG00000017538
apteryx_owenii ENSAOWG00000010517
apteryx_rowi ENSARWG00000014083
dromaius_novaehollandiae ENSDNVG00000004951
nothoprocta_perdicaria ENSNPEG00000012420
crocodylus_porosus ENSCPRG00005001992
gopherus_agassizii ENSGAGG00000001942
chelonoidis_abingdonii ENSCABG00000006298
chrysemys_picta_bellii ENSCPBG00000000424
pelodiscus_sinensis ENSPSIG00000007015
anolis_carolinensis ENSACAG00000001769
pogona_vitticeps ENSPVIG00000009083
notechis_scutatus ENSNSUG00000009988
salvator_merianae ENSSMRG00000018734
sphenodon_punctatus ENSSPUG00000009670
xenopus_tropicalis ENSXETG00000002728
latimeria_chalumnae ENSLACG00000013205
tetraodon_nigroviridis ENSTNIG00000005423
takifugu_rubripes ENSTRUG00000005143
hippocampus_comes ENSHCOG00000001385
cynoglossus_semilaevis ENSCSEG00000000071
labrus_bergylta ENSLBEG00000002406
mola_mola ENSMMOG00000005028
gasterosteus_aculeatus ENSGACG00000013319
seriola_dumerili ENSSDUG00000019544
seriola_lalandi_dorsalis ENSSLDG00000014329
scophthalmus_maximus ENSSMAG00000014392
anabas_testudineus ENSATEG00000012226
mastacembelus_armatus ENSMAMG00000015288
monopterus_albus ENSMALG00000012559
xiphophorus_maculatus ENSXMAG00000018616
xiphophorus_couchianus ENSXCOG00000011278
gambusia_affinis ENSGAFG00000019496
poecilia_mexicana ENSPMEG00000022640
poecilia_mexicana ENSPMEG00000005042
poecilia_formosa ENSPFOG00000006855
