takifugu_rubripes ENSTRUG00000022842
tetraodon_nigroviridis ENSTNIG00000010491
larimichthys_crocea ENSLCRG00005023728
seriola_dumerili ENSSDUG00000012279
astatotilapia_calliptera ENSACLG00000005879
haplochromis_burtoni ENSHBUG00000023158
poecilia_reticulata ENSPREG00000007544
poecilia_latipinna ENSPLAG00000012943
gambusia_affinis ENSGAFG00000013100
anabas_testudineus ENSATEG00000008344
betta_splendens ENSBSLG00000008921
monopterus_albus ENSMALG00000007421
hucho_hucho ENSHHUG00000031422
ictalurus_punctatus ENSIPUG00000009535
ornithorhynchus_anatinus ENSOANG00000032175
