ovis_aries ENSOARG00000002231
capra_hircus ENSCHIG00000012923
bos_mutus ENSBMUG00000020896
bos_taurus ENSBTAG00000009849
bison_bison_bison ENSBBBG00000005784
sus_scrofa ENSSSCG00000009239
equus_caballus ENSECAG00000014585
equus_asinus_asinus ENSEASG00005013341
myotis_lucifugus ENSMLUG00000028471
canis_lupus_dingo ENSCAFG00020010564
canis_lupus_familiaris ENSCAFG00000024769
vulpes_vulpes ENSVVUG00000015827
mustela_putorius_furo ENSMPUG00000014697
neovison_vison ENSNVIG00000004190
ursus_americanus ENSUAMG00000012789
ursus_maritimus ENSUMAG00000008764
ailuropoda_melanoleuca ENSAMEG00000005018
panthera_tigris_altaica ENSPTIG00000007169
panthera_pardus ENSPPRG00000006145
felis_catus ENSFCAG00000043039
prolemur_simus ENSPSMG00000018300
dasypus_novemcinctus ENSDNOG00000045388
monodelphis_domestica ENSMODG00000025523
notechis_scutatus ENSNSUG00000003572
