drosophila_melanogaster FBgn0027086
caenorhabditis_elegans_strain_n2 WBGene00002152
heterocephalus_glaber_male ENSHGLG00100019375
heterocephalus_glaber_female ENSHGLG00000011793
heterocephalus_glaber_male ENSHGLG00100010624
fukomys_damarensis ENSFDAG00000010686
octodon_degus ENSODEG00000004404
octodon_degus ENSODEG00000008400
chinchilla_lanigera ENSCLAG00000003319
cavia_porcellus ENSCPOG00000000819
cavia_aperea ENSCAPG00000008012
spermophilus_dauricus ENSSDAG00000019111
marmota_marmota_marmota ENSMMMG00000006300
urocitellus_parryii ENSUPAG00010007506
ictidomys_tridecemlineatus ENSSTOG00000015173
castor_canadensis ENSCCNG00000030949
dipodomys_ordii ENSDORG00000004383
mus_spicilegus ENSMSIG00000028292
mus_musculus ENSMUSG00000037851
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0019390
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0018510
mus_pahari MGP_PahariEiJ_G0019576
rattus_norvegicus ENSRNOG00000014616
rattus_norvegicus ENSRNOG00000052977
meriones_unguiculatus ENSMUGG00000012654
cricetulus_griseus_crigri ENSCGRG00000007869
cricetulus_griseus_crigri-picr ENSCGRG00015000444
cricetulus_griseus_chok1gshd ENSCGRG00001023981
mesocricetus_auratus ENSMAUG00000018695
microtus_ochrogaster ENSMOCG00000022610
peromyscus_maniculatus_bairdii ENSPEMG00000012867
nannospalax_galili ENSNGAG00000007880
nannospalax_galili ENSNGAG00000001639
jaculus_jaculus ENSJJAG00000012564
oryctolagus_cuniculus ENSOCUG00000016888
ochotona_princeps ENSOPRG00000009618
pan_paniscus ENSPPAG00000027754
pan_troglodytes ENSPTRG00000021108
homo_sapiens ENSG00000196305
gorilla_gorilla ENSGGOG00000010212
pongo_abelii ENSPPYG00000019374
nomascus_leucogenys ENSNLEG00000016253
rhinopithecus_roxellana ENSRROG00000028942
rhinopithecus_bieti ENSRBIG00000038873
piliocolobus_tephrosceles ENSPTEG00000017457
cercocebus_atys ENSCATG00000044530
mandrillus_leucophaeus ENSMLEG00000035022
theropithecus_gelada ENSTGEG00000002274
papio_anubis ENSPANG00000024723
macaca_fascicularis ENSMFAG00000033748
macaca_mulatta ENSMMUG00000004628
macaca_nemestrina ENSMNEG00000018792
chlorocebus_sabaeus ENSCSAG00000007241
callithrix_jacchus ENSCJAG00000020465
saimiri_boliviensis_boliviensis ENSSBOG00000001596
cebus_capucinus ENSCCAG00000022901
aotus_nancymaae ENSANAG00000035740
carlito_syrichta ENSTSYG00000001294
propithecus_coquereli ENSPCOG00000017998
microcebus_murinus ENSMICG00000014286
prolemur_simus ENSPSMG00000010049
otolemur_garnettii ENSOGAG00000015426
sus_scrofa ENSSSCG00000008068
vicugna_pacos ENSVPAG00000008524
capra_hircus ENSCHIG00000023719
ovis_aries ENSOARG00000008328
bos_taurus ENSBTAG00000000974
bos_mutus ENSBMUG00000008921
bison_bison_bison ENSBBBG00000011459
tursiops_truncatus ENSTTRG00000008240
erinaceus_europaeus ENSEEUG00000012427
pteropus_vampyrus ENSPVAG00000010269
myotis_lucifugus ENSMLUG00000015180
equus_asinus_asinus ENSEASG00005009580
equus_caballus ENSECAG00000023253
ursus_maritimus ENSUMAG00000015456
ursus_americanus ENSUAMG00000013778
ailuropoda_melanoleuca ENSAMEG00000013415
mustela_putorius_furo ENSMPUG00000004835
neovison_vison ENSNVIG00000017004
canis_lupus_dingo ENSCAFG00020009677
canis_lupus_familiaris ENSCAFG00000002340
vulpes_vulpes ENSVVUG00000004144
panthera_tigris_altaica ENSPTIG00000015464
panthera_pardus ENSPPRG00000008953
felis_catus ENSFCAG00000000817
dasypus_novemcinctus ENSDNOG00000019773
