caenorhabditis_elegans_strain_n2 WBGene00012980
drosophila_melanogaster FBgn0038280
drosophila_melanogaster FBgn0032731
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0015180
mus_musculus ENSMUSG00000026255
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0014378
mus_pahari MGP_PahariEiJ_G0027615
rattus_norvegicus ENSRNOG00000015596
meriones_unguiculatus ENSMUGG00000021992
microtus_ochrogaster ENSMOCG00000022970
peromyscus_maniculatus_bairdii ENSPEMG00000009702
cricetulus_griseus_chok1gshd ENSCGRG00001024382
cricetulus_griseus_crigri-picr ENSCGRG00015011040
cricetulus_griseus_crigri ENSCGRG00000014382
mesocricetus_auratus ENSMAUG00000014215
nannospalax_galili ENSNGAG00000010988
castor_canadensis ENSCCNG00000003543
oryctolagus_cuniculus ENSOCUG00000014497
microcebus_murinus ENSMICG00000037057
propithecus_coquereli ENSPCOG00000001355
prolemur_simus ENSPSMG00000025934
otolemur_garnettii ENSOGAG00000009834
homo_sapiens ENSG00000115468
gorilla_gorilla ENSGGOG00000001703
pan_troglodytes ENSPTRG00000045721
pongo_abelii ENSPPYG00000013283
rhinopithecus_bieti ENSRBIG00000036857
rhinopithecus_roxellana ENSRROG00000045596
piliocolobus_tephrosceles ENSPTEG00000033155
theropithecus_gelada ENSTGEG00000019844
cercocebus_atys ENSCATG00000036158
mandrillus_leucophaeus ENSMLEG00000035452
chlorocebus_sabaeus ENSCSAG00000006462
macaca_fascicularis ENSMFAG00000002769
macaca_nemestrina ENSMNEG00000029930
callithrix_jacchus ENSCJAG00000039267
cebus_capucinus ENSCCAG00000025411
aotus_nancymaae ENSANAG00000022913
pan_paniscus ENSPPAG00000031444
nomascus_leucogenys ENSNLEG00000014349
colobus_angolensis_palliatus ENSCANG00000042445
saimiri_boliviensis_boliviensis ENSSBOG00000019397
carlito_syrichta ENSTSYG00000037172
ovis_aries ENSOARG00000019362
neovison_vison ENSNVIG00000003740
mustela_putorius_furo ENSMPUG00000005240
canis_lupus_familiaris ENSCAFG00000029937
canis_lupus_dingo ENSCAFG00020023209
vulpes_vulpes ENSVVUG00000025504
ursus_maritimus ENSUMAG00000015603
ursus_americanus ENSUAMG00000019467
ailuropoda_melanoleuca ENSAMEG00000016446
panthera_pardus ENSPPRG00000003545
panthera_tigris_altaica ENSPTIG00000010864
felis_catus ENSFCAG00000034512
sorex_araneus ENSSARG00000009895
tursiops_truncatus ENSTTRG00000010934
vicugna_pacos ENSVPAG00000010681
bos_mutus ENSBMUG00000000113
bos_taurus ENSBTAG00000014596
bison_bison_bison ENSBBBG00000007052
capra_hircus ENSCHIG00000001109
sus_scrofa ENSSSCG00000016290
equus_asinus_asinus ENSEASG00005019648
equus_caballus ENSECAG00000024045
